epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,789.923,0.98411,0.75051,0.93901,0.81095,0.63512,0.70358,0.48771,0.98373,0.81904,0.94206,0.000884029,0.000884029,0.000884029
43,809.92,0.97481,0.73641,0.94543,0.86134,0.63943,0.72417,0.50906,0.95626,0.77189,0.92857,0.0008812,0.0008812,0.0008812
44,830.013,0.93858,0.70652,0.92799,0.89878,0.64051,0.72277,0.50606,0.98279,0.77001,0.93762,0.000878371,0.000878371,0.000878371
45,849.022,0.95997,0.71021,0.93663,0.81122,0.66109,0.71974,0.50411,0.95207,0.79355,0.92654,0.000875543,0.000875543,0.000875543
46,868.484,0.9546,0.7054,0.92484,0.86447,0.6352,0.72225,0.50253,0.95084,0.80089,0.93724,0.000872714,0.000872714,0.000872714
47,888.788,0.94141,0.70393,0.93342,0.83156,0.64701,0.72179,0.50759,0.95579,0.75224,0.93233,0.000869886,0.000869886,0.000869886
48,908.765,0.94136,0.69263,0.92661,0.86439,0.64529,0.71469,0.50162,0.96899,0.7888,0.92369,0.000867057,0.000867057,0.000867057
49,928.714,0.96407,0.71706,0.94011,0.81484,0.66196,0.70788,0.48984,1.0084,0.77764,0.94902,0.000864229,0.000864229,0.000864229
50,947.194,0.96341,0.70665,0.93251,0.87465,0.62979,0.72978,0.50722,0.97447,0.77593,0.94004,0.0008614,0.0008614,0.0008614
51,965.672,0.92603,0.68896,0.9226,0.80348,0.6605,0.71005,0.49688,0.96159,0.74133,0.93016,0.000858571,0.000858571,0.000858571
52,983.954,0.94467,0.69955,0.92167,0.87929,0.64217,0.7256,0.50394,0.95146,0.76775,0.93497,0.000855743,0.000855743,0.000855743
53,1001.73,0.95522,0.69991,0.93092,0.82194,0.65806,0.72688,0.50427,0.95164,0.77284,0.92546,0.000852914,0.000852914,0.000852914
54,1019.91,0.92508,0.68319,0.92963,0.84863,0.65621,0.72854,0.51559,0.94659,0.76813,0.92037,0.000850086,0.000850086,0.000850086
55,1038.45,0.91789,0.67252,0.92272,0.80749,0.68189,0.73454,0.5204,0.93605,0.73685,0.91914,0.000847257,0.000847257,0.000847257
56,1057.42,0.92465,0.67527,0.92032,0.81439,0.65865,0.72014,0.51157,0.92346,0.75848,0.9226,0.000844429,0.000844429,0.000844429
57,1077.67,0.935,0.69324,0.92337,0.8909,0.65763,0.73572,0.51544,0.94087,0.75579,0.91891,0.0008416,0.0008416,0.0008416
58,1098.46,0.92353,0.67211,0.92513,0.8453,0.66571,0.72945,0.51618,0.94931,0.73056,0.92993,0.000838771,0.000838771,0.000838771
59,1119.09,0.92729,0.6638,0.92729,0.84952,0.65814,0.72123,0.51452,0.93509,0.72588,0.92145,0.000835943,0.000835943,0.000835943
60,1139.04,0.90199,0.65802,0.91201,0.83467,0.67292,0.73475,0.51783,0.92811,0.72043,0.91564,0.000833114,0.000833114,0.000833114
61,1159,0.92234,0.65642,0.9239,0.85807,0.63464,0.72528,0.51273,0.93599,0.75428,0.9258,0.000830286,0.000830286,0.000830286
62,1177.44,0.90696,0.64887,0.91125,0.81578,0.68504,0.73385,0.52577,0.92012,0.72573,0.91202,0.000827457,0.000827457,0.000827457
63,1195.42,0.90698,0.64542,0.9128,0.81675,0.68034,0.73285,0.52268,0.92568,0.71672,0.91917,0.000824629,0.000824629,0.000824629
64,1213.13,0.91894,0.65017,0.91345,0.86297,0.67732,0.74114,0.52342,0.91981,0.72234,0.91819,0.0008218,0.0008218,0.0008218
65,1231.74,0.90197,0.62512,0.91348,0.83068,0.67597,0.7366,0.52182,0.91216,0.68853,0.9236,0.000818971,0.000818971,0.000818971
66,1249.75,0.88096,0.63751,0.9166,0.84587,0.66716,0.74113,0.53057,0.92095,0.70997,0.92713,0.000816143,0.000816143,0.000816143
67,1267.88,0.90136,0.62702,0.91769,0.83413,0.69239,0.73827,0.52657,0.92576,0.71449,0.92005,0.000813314,0.000813314,0.000813314
68,1285.94,0.91459,0.64614,0.92034,0.85434,0.68831,0.73617,0.52525,0.91568,0.72977,0.90922,0.000810486,0.000810486,0.000810486
69,1304.15,0.91045,0.64574,0.9106,0.87424,0.66049,0.73136,0.51415,0.94638,0.73331,0.92021,0.000807657,0.000807657,0.000807657
70,1322.44,0.88577,0.62251,0.90967,0.84553,0.6656,0.72299,0.51662,0.90741,0.7136,0.91339,0.000804829,0.000804829,0.000804829
71,1340.28,0.89573,0.62334,0.91846,0.91045,0.64639,0.74826,0.52463,0.92391,0.73408,0.91391,0.000802,0.000802,0.000802
72,1357.99,0.88206,0.61263,0.9022,0.86281,0.68079,0.75285,0.53061,0.92608,0.7289,0.92062,0.000799171,0.000799171,0.000799171
73,1376.03,0.88361,0.61431,0.91158,0.85287,0.68161,0.74201,0.52086,0.94898,0.73331,0.92875,0.000796343,0.000796343,0.000796343
74,1393.95,0.87902,0.61922,0.91073,0.85824,0.67232,0.74144,0.52442,0.93344,0.72158,0.92532,0.000793514,0.000793514,0.000793514
75,1411.7,0.87568,0.60744,0.91029,0.82584,0.68102,0.73674,0.52269,0.94184,0.7019,0.92727,0.000790686,0.000790686,0.000790686
76,1429.75,0.87334,0.61283,0.90316,0.9012,0.65024,0.74724,0.52923,0.91586,0.70524,0.92087,0.000787857,0.000787857,0.000787857
77,1447.8,0.8659,0.59602,0.90201,0.87683,0.69971,0.75759,0.54126,0.93393,0.67718,0.93176,0.000785029,0.000785029,0.000785029
78,1465.79,0.8621,0.59663,0.91133,0.8777,0.68853,0.75432,0.53095,0.92071,0.71166,0.92049,0.0007822,0.0007822,0.0007822
79,1483.94,0.88045,0.60413,0.90995,0.81988,0.69507,0.7492,0.5351,0.89628,0.67947,0.91932,0.000779371,0.000779371,0.000779371
80,1502.62,0.85375,0.59447,0.90516,0.82916,0.68306,0.75259,0.53087,0.92988,0.70713,0.92705,0.000776543,0.000776543,0.000776543
81,1521.15,0.86776,0.60097,0.90276,0.87746,0.67735,0.74993,0.52931,0.91166,0.73238,0.91725,0.000773714,0.000773714,0.000773714
82,1539.53,0.85468,0.60227,0.90644,0.88024,0.67653,0.74215,0.52503,0.91664,0.69108,0.91828,0.000770886,0.000770886,0.000770886
83,1557.52,0.86394,0.6046,0.89917,0.81921,0.70282,0.74984,0.52959,0.90614,0.71615,0.92409,0.000768057,0.000768057,0.000768057
84,1576.13,0.85253,0.59581,0.89976,0.88775,0.66031,0.74173,0.52331,0.90749,0.68571,0.92327,0.000765229,0.000765229,0.000765229
85,1594.66,0.86598,0.59394,0.90484,0.86117,0.67218,0.74692,0.53221,0.92051,0.68786,0.92053,0.0007624,0.0007624,0.0007624
86,1612.7,0.86258,0.588,0.89565,0.88528,0.66556,0.74839,0.53758,0.9191,0.70126,0.9165,0.000759571,0.000759571,0.000759571
87,1631.17,0.85512,0.59744,0.90244,0.84372,0.68415,0.74665,0.52409,0.94998,0.69228,0.91801,0.000756743,0.000756743,0.000756743
88,1650.89,0.84726,0.57825,0.89803,0.87448,0.68485,0.75839,0.53695,0.90884,0.69977,0.91093,0.000753914,0.000753914,0.000753914
89,1669.04,0.86517,0.60274,0.90596,0.88059,0.67357,0.745,0.52886,0.90434,0.69727,0.9113,0.000751086,0.000751086,0.000751086
90,1686.77,0.85997,0.59708,0.90512,0.90134,0.63735,0.74326,0.53083,0.90261,0.69656,0.91053,0.000748257,0.000748257,0.000748257
91,1704.74,0.87241,0.59198,0.89835,0.87774,0.65386,0.73555,0.51331,0.93732,0.73244,0.92517,0.000745429,0.000745429,0.000745429
92,1723.16,0.86605,0.57942,0.89797,0.90442,0.64675,0.74069,0.51662,0.95552,0.72324,0.93213,0.0007426,0.0007426,0.0007426
93,1741.74,0.8514,0.5823,0.90104,0.87711,0.67073,0.74856,0.5323,0.91638,0.70636,0.91753,0.000739771,0.000739771,0.000739771
94,1760.49,0.84582,0.57677,0.89612,0.86124,0.69414,0.75804,0.53265,0.8992,0.68792,0.91119,0.000736943,0.000736943,0.000736943
95,1778.7,0.84197,0.57294,0.88511,0.87119,0.67773,0.75357,0.53962,0.90323,0.67635,0.90734,0.000734114,0.000734114,0.000734114
96,1796.7,0.85225,0.56524,0.89783,0.89687,0.6741,0.75205,0.53267,0.90731,0.68496,0.91137,0.000731286,0.000731286,0.000731286
97,1814.76,0.84372,0.57247,0.8968,0.85721,0.6781,0.74399,0.52893,0.9232,0.71343,0.92256,0.000728457,0.000728457,0.000728457
98,1833.27,0.83646,0.56819,0.89176,0.84438,0.68999,0.74671,0.53641,0.91514,0.67983,0.91798,0.000725629,0.000725629,0.000725629
99,1852.17,0.84399,0.5686,0.89694,0.87167,0.69189,0.75021,0.53039,0.92407,0.68913,0.92501,0.0007228,0.0007228,0.0007228
100,1870.52,0.85062,0.58967,0.89435,0.85721,0.69117,0.75011,0.53303,0.9315,0.68418,0.92641,0.000719971,0.000719971,0.000719971
101,1889.18,0.84023,0.56337,0.89141,0.87344,0.68277,0.74912,0.53463,0.90017,0.69101,0.91258,0.000717143,0.000717143,0.000717143
102,1907.64,0.82131,0.55996,0.89325,0.85189,0.70297,0.75563,0.53922,0.89675,0.67721,0.9153,0.000714314,0.000714314,0.000714314
103,1926.58,0.84028,0.57257,0.8914,0.87852,0.67907,0.75159,0.53681,0.913,0.70164,0.91189,0.000711486,0.000711486,0.000711486
104,1944.76,0.8119,0.5526,0.89231,0.86944,0.67363,0.75107,0.53009,0.91971,0.76173,0.91262,0.000708657,0.000708657,0.000708657
