OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
69998,Crescent Ave&Roscoe St NE-NS/PS,CRESROS0,CRESROSC,4203,37.735054999999996,-122.418626,,ROSCOE ST,CRESCENT AVE,NS,NE,,0,1724754766000,15646216,145,9,POINT (-122.418626 37.735055),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,61,61
71009,Mission St&5th St S-NS/BZ,MISS.5S1,MISS.5ST,5535,37.782716,-122.406525,,05TH ST,MISSION ST,NS,SO,BZ,0,1724754766000,15650150,145,6,POINT (-122.406525 37.782716),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,34,32,32
72006,Winston Dr&20th Ave SE-FS/BZ,WINS20A1,WINS20AV,6951,37.726883,-122.475739,,20TH AVE,WINSTON DR,FS,SE,BZ,0,1724754766000,15653077,145,7,POINT (-122.475739 37.726883),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,41,41
70495,Pacific Ave&Grant Ave NE-NS/BZ,PACFGRN1,PACFGRNT,5837,37.796983999999995,-122.406735,,GRANT AVE,PACIFIC AVE,NS,NE,,0,1724754766000,15648114,145,3,POINT (-122.406735 37.796984),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,104,104
69524,30th Ave&Quintara St SE-NS/PS,30AVQUI1,30AVQUIN,3526,37.74799,-122.48780000000001,,QUINTARA ST,30TH AVE,NS,SE,FL,0,1724754766000,15645138,145,4,POINT (-122.4878 37.74799),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,40,40
71255,Sloat Blvd&37th Ave SW-NS/SB,SLOA37A1,SLOA37AV,6444,37.73373,-122.494597,,37TH AVE,SLOAT BLVD,NS,SW,,0,1724754766000,15651933,145,4,POINT (-122.494597 37.73373),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,35,43,43
69482,17th St&Castro St NE-NS/SI,17STCTR1,17STCTRO,3311,37.762575999999996,-122.434979,1,CASTRO ST,17TH ST,NS,NE,SI,0,1724754766000,15644742,145,8,POINT (-122.434979 37.762576),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,5,38,38
71742,16th St&Bryant St SE-FS/BZ,16STBRY0,16STBRYT,3282,37.765595,-122.410408,,BRYANT ST,16TH ST,FS,SE,BZ,0,1724754766000,15652348,145,9,POINT (-122.410408 37.765595),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,9,20,53,53
71242,Schwerin St&Garrison Ave SE-MB/SB,SHWNGAR1,SHWNGARR,6383,37.70916,-122.41193,1,GARRISON AVE,SCHWERIN ST,MB,SE,,0,1724754766000,15651896,145,10,POINT (-122.41193 37.70916),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,75,75
69419,Bosworth St&Elk St NW-FS/SB,BOSWELK1,BOSWELK,3697,37.735005,-122.44009299999999,,ELK ST,BOSWORTH ST,FS,NW,,1,1724754766000,15644965,145,8,POINT (-122.440093 37.735005),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,96,96
71081,Woodside Ave&Ulloa St NE-NS/PS,WDSDULO1,WDSDULOA,6939,37.745765999999996,-122.453829,1,ULLOA ST,WOODSIDE AVE,NS,NE,FL,0,1724754766000,15654829,145,7,POINT (-122.453829 37.745766),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,8,38,49,49
70769,Ashbury St&Frederick St NW-NS/BZ,ASHBFRE0,,7295,37.767305,-122.446473,,FREDERICK ST,ASHBURY ST,,,,0,1724754766000,15653427,145,5,POINT (-122.446473 37.767305),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,3,25,25
71738,Palou Ave&Quint St E-NS/SB,PALUQUN1,PALUQUNT,5881,37.737162999999995,-122.396367,,QUINT ST,PALOU AVE,NS,EA,,0,1724754766000,15650891,145,10,POINT (-122.396367 37.737163),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,87,87
71402,Moscow St&Brazil Ave E-NS/PS,MSCWBRZL,,7983,37.721137999999996,-122.427622,,BRAZIL AVE,MOSCOW ST,,,,0,1724754766000,15655170,145,11,POINT (-122.427622 37.721138),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,7,90,90
71001,Masonic Ave&Hayes St NW-NS/RC,MSICHAY0,MSICHAYS,5715,37.77402,-122.44624,,HAYES ST,MASONIC AVE,NS,NW,BZ,0,1724754766000,15650127,145,5,POINT (-122.44624 37.77402),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,18,24,24
69824,Diamond St&Sussex St NW-NS/PS,DIAMSUS0,DIAMSUSX,4405,37.73731,-122.43475,,SUSSEX ST,DIAMOND ST,NS,NW,FL,0,1724754766000,15646062,145,8,POINT (-122.43475 37.73731),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,96,96
70035,Hayes St&Fillmore St SE-FS/BZ,HAYSFIL1,HAYSFILL,4994,37.775804,-122.430834,,FILLMORE ST,HAYES ST,FS,SE,BZ,1,1724754766000,15646622,145,5,POINT (-122.430834 37.775804),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,9,22,22
72061,Bayshore Blvd&Silver Ave NW-NS,BSHRSIL0,BSHRSILV,3789,37.732963,-122.404789,2,SILVER AVE,BAY SHORE BLVD,NS,NW,,0,1724754766000,15651162,145,9,POINT (-122.404789 37.732963),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,25,91,91
69749,Church St&30TH St NE-FS/PS,CHUR30S1,CHUR30ST,4000,37.742222,-122.426459,,30TH ST,CHURCH ST,FS,NE,FL,0,1724754766000,15645458,145,8,POINT (-122.426459 37.742222),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,22,84,84
70357,Laguna Honda Blvd&Ulloa St E-NS/BZ,LGHNULO1,LGHNULOA,5255,37.743473,-122.455776,,ULLOA ST,LAGUNA HONDA BLVD,NS,EA,,0,1724754766000,15647809,145,7,POINT (-122.455776 37.743473),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,8,41,49,49
70176,Mansell St&Goettingen St W-FS/PS,MANSGOT1,MANSGOTT,5342,37.720766,-122.404338,,GOETTINGEN ST,MANSELL ST,FS,WE,,0,1724754766000,15647079,145,9,POINT (-122.404338 37.720766),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,2,25,91,91
70075,Foerster St&Mangels Ave SE-NS/SB,FOERMAN1,FOERMANG,4652,37.732988999999996,-122.44878800000001,,MANGELS AVE,FOERSTER ST,NS,SE,,0,1724754766000,15646788,145,7,POINT (-122.448788 37.732989),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,8,41,95,95
69297,18th St&Market St NE-NS/PS,18STMRK1,18STMRKT,3339,37.759792,-122.444445,,MARKET ST,18TH ST,NS,NE,,1,1724754766000,15644542,145,8,POINT (-122.444445 37.759792),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,5,115,115
70011,Folsom St&24TH St NE-FS/BB,FOLS24S1,FOLS24ST,4677,37.752756999999995,-122.414024,,24TH ST,FOLSOM ST,FS,NE,BZ,1,1724754766000,15646539,145,9,POINT (-122.414024 37.752757),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,2,20,53,53
71587,California St&Spruce St SW-NS/BZ,CALISPR1,CALISPRC,3897,37.786381999999996,-122.45327,1,LOCUST ST,CALIFORNIA ST,NS,SW,BZ,1,1724754766000,15655021,145,2,POINT (-122.45327 37.786382),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,6,31,11,11
71211,St Charles Ave&Alemany Blvd SW-FS,STCHALE0,STCHALEM,6484,37.71028,-122.46933,,ALEMANY BLVD,ST CHARLES AVE,FS,SW,FL,0,1724754766000,15650352,145,7,POINT (-122.46933 37.71028),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,24,65,65
69462,32nd Ave&Geary Blvd NW-NS/PS,32AVGEA0,32AVGEAR,3550,37.779939,-122.492296,1,GEARY BLVD,32ND AVE,NS,NW,,0,1724754766000,15644701,145,1,POINT (-122.492296 37.779939),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
70359,Laguna St&Chestnut St NW-NS/BB,LGNACHE0,LGNACHES,5257,37.801513,-122.43141800000001,,CHESTNUT ST,LAGUNA ST,NS,NW,BZ,1,1724754766000,15647811,145,2,POINT (-122.431418 37.801513),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,17,17
69836,Chestnut St&Webster St NE-NS/BZ,CHESWEB0,CHESWEBS,3958,37.801103,-122.434502,,WEBSTER ST,CHESTNUT ST,NS,NE,BZ,0,1724754766000,15646091,145,2,POINT (-122.434502 37.801103),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,17,17
71392,Quintara St&17th Ave NE-NS/SB,QUIN17AV,,7573,37.748833,-122.473799,,17TH AVE,QUINTARA ST,,,,0,1724754766000,15655144,145,7,POINT (-122.473799 37.748833),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,14,44,44
71960,Teresita Blvd&Gaviota Way NE-NS/SB,TEREGVT1,TEREGVTA,6670,37.739895,-122.447734,,GAVIOTA WAY,TERESITA BLVD,NS,NE,,0,1724754766000,15651086,145,7,POINT (-122.447734 37.739895),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,8,41,72,72
70488,Ocean Ave&San Leandro Way W-NS/SI,OCENSNL0,OCENSNLE,5807,37.729945,-122.469475,2,SAN FERNANDO WAY,OCEAN AVE,NS,WE,SI,0,1724754766000,15648082,145,7,POINT (-122.469475 37.729945),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,67,67
71988,Steiner St&Green St SE-NS/PS,STEIGRE1,STEIGREN,6487,37.795859,-122.436863,,GREEN ST,STEINER ST,NS,SE,,0,1724754766000,15652599,145,2,POINT (-122.436863 37.795859),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,102,102
72206,Nevada St&Cortland Ave NE-FS/SB,NVDACOR0,NVDACORT,5769,37.740069999999996,-122.41131,,CORTLAND AVE,NEVADA ST,FS,NE,,0,1724754766000,15653282,145,9,POINT (-122.41131 37.74007),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,83,83
71049,Winston Dr&Lake Merced Blvd NE-NS,WINSL M1,WINSL M,6954,37.727122,-122.483299,,LAKE MERCED BLVD,WINSTON DR,NS,NE,,1,1724754766000,15653815,145,4,POINT (-122.483299 37.727122),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,43,43
71284,Portola Dr&Del Sur Ave S-NS/BZ,PORTDLS1,PORTDLSR,6013,37.741974,-122.455776,,DEL SUR AVE,PORTOLA DR,NS,SO,BZ,0,1724754766000,15654874,145,7,POINT (-122.455776 37.741974),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,8,41,72,72
70697,Letterman Dr&Tide Bldg S-MB/SB,LTDRTID0,LTDRTIDE,5294,37.79922,-122.45172,,PRESIDIO BLVD,LETTERMAN DR,MB,SO,,0,1724754766000,15649386,145,2,POINT (-122.45172 37.79922),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,,6,27,3,3
72273,Plymouth Ave&Holloway Ave NW-NS/PS,PLYMHOL1,PLYMHOLL,5961,37.721934,-122.456232,,HOLLOWAY AVE,PLYMOUTH AVE,NS,NW,,0,1724754766000,15652917,145,11,POINT (-122.456232 37.721934),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,24,64,64
70838,46th Ave&Vicente St NW-NS/PS,46AVVCT0,46AVVCTE,3602,37.738141999999996,-122.50444,1,VICENTE ST,46TH AVE,NS,NW,,0,1724754766000,15651526,145,4,POINT (-122.50444 37.738142),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
70580,Parnassus Ave&Shrader St NE-NS/PS,PARNSHR0,PARNSHRA,5893,37.764770999999996,-122.451103,,SHRADER ST,PARNASSUS AVE,NS,NE,,1,1724754766000,15648790,145,8,POINT (-122.451103 37.764771),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,3,29,29
69582,Clipper St&Diamond Heights Blvd-NS,CLPRDHT0,CLPRDHTS,4071,37.74689,-122.44396,,DIAMOND HEIGHTS BLVD,CLIPPER ST,NS,NO,,1,1724754766000,15645374,145,8,POINT (-122.44396 37.74689),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,22,51,51
69315,46th Ave&Ortega St NW-NS/PS,46AVORT0,46AVORTG,3588,37.751187,-122.505366,,ORTEGA ST,46TH AVE,NS,NW,,0,1724754766000,15644589,145,4,POINT (-122.505366 37.751187),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
70912,Sunnydale Ave&Garrison Ave SW-NS,SUNYGAR0,SUNYGARR,6573,37.710981,-122.41302400000001,,ARGONAUT AVE,GARRISON AVE,NS,SW,,0,1724754766000,15650067,145,10,POINT (-122.413024 37.710981),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,75,75
71735,Wisconsin St&25th St SE-NS/BB,WISC25ST,WISC25ST,3513,37.752038,-122.398388,,25TH ST,WISCONSIN ST,NS,SE,,0,1724754766000,15650879,145,10,POINT (-122.398388 37.752038),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,26,54,54
72115,Masonic Ave&Oak St SW-FS/BZ,MSICOAK0,MSICOAK,5717,37.77173,-122.44573,,OAK ST,MASONIC AVE,FS,SW,BZ,1,1724754766000,15653181,145,5,POINT (-122.44573 37.77173),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,3,25,25
69934,Division St&Bryant St SE-FS/BZ,DIVNBRY0,DIVNBRYT,4436,37.76934,-122.41074,1,BRYANT ST,DIVISION ST,FS,SE,,0,1724754766000,15646434,145,9,POINT (-122.41074 37.76934),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,9,20,32,32
70424,Mission St&4th St E-FS/BZ,MISS 4S1,MISS 4ST,5533,37.784639999999996,-122.40393,,04TH ST,MISSION ST,FS,EA,BZ,1,1724754766000,15647607,145,6,POINT (-122.40393 37.78464),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,8,32,32
70519,Market St&Van Ness Ave N-NS/SI,MRKTV.N0,MRKTV.N.,5696,37.775197999999996,-122.419252,1,SOUTH VAN NESS AVE,MARKET ST,NS,NO,SI,0,1724754766000,15648401,145,6,POINT (-122.419252 37.775198),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,36,21,21
70135,Font Blvd&Chumasero Dr N-FS/SB,FONTCHU0,FONTCHUM,4704,37.715213,-122.473169,,CHUMASERO DR,FONT BLVD,FS,SO,,0,1724754766000,15646720,145,7,POINT (-122.473169 37.715213),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,42,42
69574,California St&Kearny St NE-NS,CALIKRN0,CALIKRNY,3871,37.792718,-122.404273,,KEARNY ST,CALIFORNIA ST,NS,NE,,0,1724754766000,15645357,145,3,POINT (-122.404273 37.792718),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,108,108
69965,Geneva Ave&Castillo St SW-MI/PS,GNVACAS1,GNVACAST,4809,37.7077,-122.418409,1,CASTILLO ST,GENEVA AVE,MI,SW,,0,1724754766000,15646519,145,,POINT (-122.418409 37.7077),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,,,,,
69234,Balboa St&28TH Ave NE-NS/BZ,BBOA28A0,BBOA28AV,3053,37.776222,-122.487551,,28TH AVE,BALBOA ST,NS,NE,BZ,1,1724754766000,15644151,145,1,POINT (-122.487551 37.776222),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
71703,Monterey Blvd&San Anselmo Ave NS-SE,MTRYSANL,,7425,37.733148,-122.465501,,SAN ANSELMO AVE,MONTEREY BLVD,,,,0,1724754766000,15655256,145,7,POINT (-122.465501 37.733148),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,116,116
69815,Evans Ave&Newhall St E-NS/SB,EVANNEW1,EVANNEWH,4555,37.741949,-122.386408,,NEWHALL ST,EVANS AVE,FS,WE,BZ,0,1724754766000,15646041,145,10,POINT (-122.386408 37.741949),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,76,76
70778,3rd St&Mission Rock St SW-FS,3ST MRS1,3ST MRS1,7359,37.772832,-122.38971699999999,1,MISSION ROCK ST,3RD ST,FS,SW,SI,0,1724754766000,15653446,145,6,POINT (-122.389717 37.772832),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,4,34,34
70817,6 Portola Dr NW-MB/SB,PORTH  6,PORTH  6,6008,37.749950999999996,-122.443483,1,CORBETT AVE,PORTOLA DR,MB,NW,,0,1724754766000,15650021,145,8,POINT (-122.443483 37.749951),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,38,51,51
71066,Fulton St&46TH Ave SE-FS/BZ,FULT46A1,FULT46AV,4222,37.77148,-122.50631,,46TH AVE,FULTON ST,FS,SE,BZ,0,1724754766000,15653877,145,1,POINT (-122.50631 37.77148),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,12,9,9
71122,Taraval St&23rd Ave NW-FS/SI,TARA23A0,TARA23AV,6620,37.742872,-122.48044999999999,1,23RD AVE,TARAVAL ST,FS,NW,SI,0,1724754766000,15650318,145,4,POINT (-122.48045 37.742872),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,40,40
70189,Mason St&Green St E-MI,MASNGRE0,MASNGREN,5362,37.7991,-122.412203,,GREEN ST,MASON ST,MI,EA,,0,1724754766000,15647124,145,3,POINT (-122.412203 37.7991),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,107,107
72381,Ingalls St& LaSalle Ave NE-NS/SB,INGLLSA0,,8053,37.730633,-122.381389,,LA SALLE AVE,INGALLS ST,,,,0,1724754766000,15655684,145,10,POINT (-122.381389 37.730633),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
70704,Ocean Ave&Jules Ave SW-NS/SI,OCENJUL0,OCENJULS,5793,37.724955,-122.46139,1,JULES AVE,OCEAN AVE,NS,SW,SI,0,1724754766000,15649405,145,11,POINT (-122.46139 37.724955),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,24,64,64
70452,Jefferson St&Powell St NW-FS/PS,JEFFPOW1,JEFFPOWL,5174,37.808594,-122.41335699999999,1,POWELL ST,JEFFERSON ST,FS,NW,,0,1724754766000,15647685,145,3,POINT (-122.413357 37.808594),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,23,99,99
70964,Persia Ave&Brazil Ave S-NS/PS,PERSBRZ0,PERSBRZL,5908,37.717782,-122.422504,,BRAZIL AVE,PERSIA AVE,NS,SO,,0,1724754766000,15653769,145,10,POINT (-122.422504 37.717782),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,19,73,73
72201,Noriega St&48th Ave NW-FS/PS,NORI48A0,NORI48AV,5763,37.752933999999996,-122.507854,,48TH AVE,NORIEGA ST,FS,NW,,0,1724754766000,15653269,145,4,POINT (-122.507854 37.752934),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
69331,25th Ave&Geary Blvd NW-NS/BZ,25AVGEA1,25AVGEAR,3500,37.780255,-122.484837,,GEARY BLVD,25TH AVE,NS,NW,BZ,1,1724754766000,15644628,145,1,POINT (-122.484837 37.780255),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69857,Eddy St&Polk St SE-FS/BZ,EDDYPOL1,EDDYPOLK,4490,37.783059,-122.41901899999999,,POLK ST,EDDY ST,FS,SE,BZ,1,1724754766000,15646146,145,5,POINT (-122.419019 37.783059),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,5,10,36,20,20
70524,Ocean Ave&Cayuga Ave SE-FS/BZ,OCENCAY1,OCENCAYU,5783,37.723569999999995,-122.43853,,CAYUGA AVE,OCEAN AVE,FS,SE,BZ,0,1724754766000,15648446,145,11,POINT (-122.43853 37.72357),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,28,80,80
72047,Presidio Ave&California St NW-NS/BZ,PRESCAL0,PRESCALI,6089,37.787676,-122.446965,,SACRAMENTO ST,PRESIDIO AVE,NS,NW,BZ,1,1724754766000,15651094,145,2,POINT (-122.446965 37.787676),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,6,31,10,10
70855,Third Street&Mariposa St. SW-FS/SB,.3STMAR0,,7382,37.764177,-122.388945,1,MARIPOSA ST,3RD ST,,,,0,1724754766000,15653519,145,10,POINT (-122.388945 37.764177),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,26,55,55
71686,Transit Center Bay D,TBT BAYD,,7916,37.789975,-122.395206,,BEALE ST,HOWARD ST,,,,0,1724754766000,15655206,145,6,POINT (-122.395206 37.789975),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,8,32,32
70278,Judah St&Sunset Blvd SW-NS/SI,JUDASUN1,JUDASUNS,5225,37.760844999999996,-122.495805,1,37TH AVE,JUDAH ST,NS,SW,SI,0,1724754766000,15647500,145,4,POINT (-122.495805 37.760845),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
71086,Fulton St&36TH Ave NW-FS/BZ,FULT36A0,FULT36AV,4213,37.772079999999995,-122.49634,,36TH AVE,FULTON ST,FS,NW,BZ,0,1724754766000,15654844,145,1,POINT (-122.49634 37.77208),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
71084,Crescent Ave&Murray St NE-NS/PS,CRESMUR0,CRESMURY,4199,37.735136,-122.420127,,MURRAY ST,CRESCENT AVE,NS,NE,,0,1724754766000,15654842,145,9,POINT (-122.420127 37.735136),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,61,61
71524,Taraval St&19th Ave NE-NS/SI,TARA19A0,TARA19AV,6616,37.74311,-122.475444,1,19TH AVE,TARAVAL ST,NS,NE,,0,1724754766000,15650650,145,7,POINT (-122.475444 37.74311),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,44,44
70837,Chestnut St&Pierce St SW-NS/BZ,CHESPIE1,CHESPIER,3953,37.800309999999996,-122.439616,,PIERCE ST,CHESTNUT ST,NS,SW,BZ,1,1724754766000,15651523,145,2,POINT (-122.439616 37.80031),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,17,17
71898,University St&Woolsey St NW-NS,UNIVWLS1,UNIVWLSY,6793,37.72273,-122.41253,,WOOLSEY ST,UNIVERSITY ST,NS,NW,FL,0,1724754766000,15654659,145,9,POINT (-122.41253 37.72273),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,2,19,73,73
71983,Plymouth Ave&Thrift St NW-NS,PLYMTHF0,PLYMTHFT,5978,37.717569999999995,-122.45614,,THRIFT ST,PLYMOUTH AVE,NS,NW,FL,0,1724754766000,15652591,145,11,POINT (-122.45614 37.71757),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,1,24,81,81
69160,7th St&Brannan St N-FS/BB,.7STBRA1,7STBRAN,3191,37.773266,-122.403367,,BRANNAN ST,7TH ST,FS,NO,BZ,0,1724754766000,15644297,145,6,POINT (-122.403367 37.773266),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,34,32,32
70306,Jackson St&Scott St SW-NS/PS,JACKSCO1,JACKSCOT,5161,37.791772,-122.439612,,SCOTT ST,JACKSON ST,NS,SW,,0,1724754766000,15647584,145,2,POINT (-122.439612 37.791772),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,30,102,102
72360,Geary Blvd&Arguello Blvd NW-FS/BB,GEARARG2,,7854,37.781313,-122.458955,1,02ND AVE,GEARY BLVD,,,,0,1724754766000,15655626,145,1,POINT (-122.458955 37.781313),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,11,5,5
71083,Diamond St&Chenery St SW-FS/BZ,DIAMCHN0,DIAMCHNY,4389,37.734469,-122.433953,,CHENERY ST,DIAMOND ST,FS,SW,BZ,0,1724754766000,15654839,145,8,POINT (-122.433953 37.734469),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,96,96
70796,19th Ave&Holloway Ave NE-FS/SI,19AVHOLL,19AVHOLL,7065,37.721342,-122.475176,,WYTON LN,19TH AVE,FS,NE,SI,0,1724754766000,15649974,145,7,POINT (-122.475176 37.721342),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,41,41
70416,US Post Office N-NS/SB,MENDUSP0,MENDUSPO,5510,37.741056,-122.384679,,EVANS AVE,MENDELL ST,NS,NO,,0,1724754766000,15647976,145,10,POINT (-122.384679 37.741056),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,76,76
69347,30th St&Sanchez St NE-NS/BZ,30STSNC1,30STSNCZ,3543,37.74202,-122.4286,,SANCHEZ ST,30TH ST,NS,NE,BZ,0,1724754766000,15644687,145,8,POINT (-122.4286 37.74202),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,22,84,84
71558,Geneva Ave&Carter SE-FS/BZ,GNVACRTR,,7304,37.709083,-122.423102,,CARTER ST,GENEVA AVE,,,,0,1724754766000,15654308,145,,POINT (-122.423102 37.709083),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,74,74
70095,The Embarcadero&Washington St NE,EMBRWAS1,EMBRWASH,4532,37.797084999999996,-122.39567,1,WASHINGTON ST,THE EMBARCADERO,FS,NE,SI,0,1724754766000,15646643,145,3,POINT (-122.39567 37.797085),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,77,77
70642,Church St&Market St SE-NS/SI,CHURMRKJ,CHURMRKT,7073,37.767509,-122.428927,1,15TH ST,CHURCH ST,NS,SE,SI,0,1724754766000,15649166,145,8,POINT (-122.428927 37.767509),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,5,37,37
72139,Hudson Ave&Whitney Young Cir SE-NS,HUDSWTY1,HUDSWTYG,5050,37.733319,-122.381845,,WHITNEY YOUNG CIR,HUDSON AVE,FS,SW,FL,0,1724754766000,15649703,145,10,POINT (-122.381845 37.733319),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
71554,Sunset Tunnel East Portal SE-FS/SI,TUNLEAS1,,7318,37.769284999999996,-122.433511,1,16TH AVE,SUNSET TUNNEL EAST PORTAL RROW,,,,0,1724754766000,15654302,145,8,POINT (-122.433511 37.769285),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,5,3,28,28
