OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,shape,data_as_of,data_loaded_at,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods
71382,Francisco St&Polk St NW-NS/BZ,FRANPOLK,,7529,37.803484,-122.423368,,BAY ST,POLK ST,,,,0,1724754766000,15655082,145,2,POINT (-122.423368 37.803484),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,32,107,107
69911,Lawton St&9th Ave SW-NS/PS,LAWT 9A0,LAWT 9AV,4855,37.75839,-122.46605,,09TH AVE,LAWTON ST,NS,SW,FL,0,1724754766000,15646291,145,7,POINT (-122.46605 37.75839),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,14,44,44
70173,Mansell St&Brussels St S-NS/PS,MANSBRU0,MANSBRUS,5338,37.720926,-122.40312399999999,,BRUSSELS ST,MANSELL ST,NS,SO,,0,1724754766000,15647071,145,9,POINT (-122.403124 37.720926),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,25,91,91
71037,Ocean Ave&Persia Ave SE-FS/PS,OCENPER1,OCENPERS,5801,37.723819999999996,-122.43589,,PERSIA AVE,OCEAN AVE,FS,SE,,0,1724754766000,15651692,145,11,POINT (-122.43589 37.72382),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,28,80,80
72278,Plymouth Ave&Mangels Ave SE-NS/SB,PLYMMAN1,PLYMMANG,5967,37.73209,-122.45765,,MANGELS AVE,PLYMOUTH AVE,NS,SE,,0,1724754766000,15652924,145,7,POINT (-122.45765 37.73209),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,8,41,70,70
69363,9th Ave&Lawton St NW-NS/RC,.9AVLAW0,9AVLAWT,3218,37.758533,-122.466022,,LAWTON ST,9TH AVE,NS,NW,Red Curb painted,1,1724754766000,15644344,145,7,POINT (-122.466022 37.758533),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,14,109,109
71103,Palou Ave&Quint St W-NS/PS,PALUQUN0,PALUQUNT,5882,37.737216,-122.396722,,QUINT ST,PALOU AVE,NS,WE,,0,1724754766000,15650259,145,10,POINT (-122.396722 37.737216),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,87,87
70367,Noe St&27th St SE-NS/PS,NOE 27S1,NOE 27ST,5733,37.746539999999996,-122.43132,,27TH ST,NOE ST,NS,SE,,0,1724754766000,15647858,145,8,POINT (-122.43132 37.74654),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,22,84,84
70511,Mission St&20th St NE-FS/BZ,MISS20S1,MISS20ST,5557,37.75911,-122.41902,,20TH ST,MISSION ST,FS,NE,BZ,1,1724754766000,15648156,145,9,POINT (-122.41902 37.75911),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,2,20,53,53
69470,36th Ave&Lincoln Way SE-NS/PS,36AVLWA1,36AVLWAY,3561,37.764556999999996,-122.495372,,LINCOLN WY,36TH AVE,NS,SE,,1,1724754766000,15644718,145,4,POINT (-122.495372 37.764557),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
71002,Market St&Clayton St N-FS/BZ,MRKTCLT1,MRKTCLTN,5663,37.758409,-122.44405499999999,1,CLAYTON ST,MARKET ST,FS,NE,,0,1724754766000,15650128,145,8,POINT (-122.444055 37.758409),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,5,115,115
71676,Moscow St&Avalon Ave E-NS/PS,MSCWAVLN,,7985,37.724278,-122.425285,,AVALON AVE,MOSCOW ST,,,,0,1724754766000,15655178,145,11,POINT (-122.425285 37.724278),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,7,90,90
70283,King St&2nd St S-FS/SI,KING.2S1,KING.2ST,5234,37.77972,-122.389872,1,2ND ST,KING ST,FS,SO,SI,0,1724754766000,15647525,145,6,POINT (-122.389872 37.77972),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,4,31,31
71521,Sutter St&Taylor St NW-FS/BZ,SUTTTAY0,SUTTTAYL,6612,37.788857,-122.411956,,TAYLOR ST,SUTTER ST,FS,NW,BZ,0,1724754766000,15650629,145,3,POINT (-122.411956 37.788857),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,21,50,50
69842,Chenery St&30TH St SE-NS/PS,CHNY30S1,CHNY30ST,3965,37.74202,-122.42575,,30TH ST,CHENERY ST,NS,SE,FL,0,1724754766000,15646101,145,8,POINT (-122.42575 37.74202),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,59,59
69237,Balboa St&32ND Ave SW-NS/PS,BBOA32A1,BBOA32AV,3058,37.77589,-122.49205599999999,,32ND AVE,BALBOA ST,NS,SW,,0,1724754766000,15644157,145,1,POINT (-122.492056 37.77589),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69250,Baker St&Greenwich St SE-NS,BAKRGNW0,BAKRGNWH,3024,37.797606,-122.445693,,GREENWICH ST,BAKER ST,NS,SE,,0,1724754766000,15644197,145,2,POINT (-122.445693 37.797606),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,14,14
69870,Diamond Heights Blvd&Gold Mine Dr E,DHTSG.M1,DHTSG.MI,4367,37.743629999999996,-122.43751,,GOLD MINE DR,DIAMOND HEIGHTS BLVD,NS,EA,FL,1,1724754766000,15645805,145,8,POINT (-122.43751 37.74363),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,22,57,57
69474,Bryant St&17TH St SW-FS/BZ,BRYT17S0,BRYT17ST,3733,37.764019999999995,-122.41041,,17TH ST,BRYANT ST,FS,SW,BZ,0,1724754766000,15644727,145,9,POINT (-122.41041 37.76402),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,2,20,53,53
70609,Carmel St&Belvedere St SW-MI/SB,CRMLBVDR,CRMLBVDR,4204,37.76092,-122.447631,,BELVEDERE ST,CARMEL ST,MI,SW,,0,1724754766000,15648956,145,8,POINT (-122.447631 37.76092),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,14,114,114
72113,Masonic Ave&Hayes St NE-FS/RC,MSICHAY1,MSICHAYS,5714,37.77406,-122.446049,,HAYES ST,MASONIC AVE,FS,NE,BZ,0,1724754766000,15653179,145,5,POINT (-122.446049 37.77406),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,18,24,24
71413,University St&Bacon St SE-NS,UNIVBAC0,UNIVBACN,6789,37.72499,-122.41338999999999,,BACON ST,UNIVERSITY ST,NS,SE,FL,0,1724754766000,15650554,145,9,POINT (-122.41339 37.72499),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,2,25,91,91
69928,The Embarcadero&Green St SW-FS/SI,EMBRGRE0,EMBRGREN,4518,37.800605,-122.39892,1,GREEN ST,THE EMBARCADERO,FS,SW,SI,0,1724754766000,15646417,145,3,POINT (-122.39892 37.800605),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,77,77
69340,46th Ave&Taraval St SE-NS/PS,46AVTAR1,46AVTARA,3599,37.741685,-122.504534,1,TARAVAL ST,46TH AVE,NS,SE,,0,1724754766000,15644661,145,4,POINT (-122.504534 37.741685),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
69606,California St&Taylor St SW-NS,CALITAY1,CALITAYL,3902,37.791543,-122.412608,,TAYLOR ST,CALIFORNIA ST,NS,SW,,1,1724754766000,15645257,145,3,POINT (-122.412608 37.791543),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,21,16,16
71863,Panorama Dr&Starview Way SE-NS/SB,PNRMSTV1,PNRMSTVW,5982,37.749264,-122.45203000000001,,STARVIEW WAY,PANORAMA DR,NS,SE,,0,1724754766000,15652503,145,7,POINT (-122.45203 37.749264),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,8,38,48,48
71749,California St&Grant Ave N-MI,CALIGRN0,CALIGRNT,3865,37.792504,-122.405958,,GRANT AVE,CALIFORNIA ST,MI,NO,,0,1724754766000,15652373,145,3,POINT (-122.405958 37.792504),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,104,104
69198,24th St&Castro St NW-FS/BZ,24STCTR0,24STCTRO,3462,37.75136,-122.434248,,CASTRO ST,24TH ST,FS,NW,BZ,0,1724754766000,15643963,145,8,POINT (-122.434248 37.75136),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,22,84,84
71435,Saint Francis&Santa Ana NE-NS/SB,STFRSNA0,STFRSNAN,6505,37.734941,-122.467849,,SANTA ANA AVE,SAINT FRANCIS BLVD,NS,NE,,0,1724754766000,15654202,145,7,POINT (-122.467849 37.734941),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,116,116
69446,18th St&Diamond St SW-NS/BZ,18STDIA0,18STDIAM,3329,37.760701999999995,-122.437294,,DIAMOND ST,18TH ST,NS,SW,BZ,1,1724754766000,15645046,145,8,POINT (-122.437294 37.760702),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,5,115,115
71860,Steiner St&Green St W-MI/PS,STEIGRE0,STEIGREN,6488,37.79606,-122.43707,,GREEN ST,STEINER ST,MI,WE,,0,1724754766000,15652489,145,2,POINT (-122.43707 37.79606),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,14,14
70920,Randolph St&Bright St NE-NS/PS,RNDOBRG1,RNDOBRGT,6174,37.714348,-122.463392,,BRIGHT ST,RANDOLPH ST,NS,NE,,0,1724754766000,15650084,145,11,POINT (-122.463392 37.714348),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,1,24,65,65
71982,Plymouth Ave&Sagamore St OB NW-NS,PLYMSAG0,PLYMSAGA,5977,37.711549999999995,-122.45608,,SAGAMORE ST,PLYMOUTH AVE,NS,NW,FL,0,1724754766000,15652590,145,11,POINT (-122.45608 37.71155),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,1,24,81,81
69712,Cole St&Frederick St NW-NS/PS,COLEFRED,COLEFRED,4094,37.76683,-122.45020000000001,1,FREDERICK ST,COLE ST,NS,NW,,0,1724754766000,15645740,145,8,POINT (-122.4502 37.76683),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,3,29,29
69371,Ashbury St&Clayton St SE-FS/PS,ASHBCLT1,ASHBCLTN,3659,37.762978,-122.446805,,CLAYTON ST,ASHBURY ST,FS,SE,,0,1724754766000,15644798,145,8,POINT (-122.446805 37.762978),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,5,3,112,112
70325,Hudson Ave&Keith St N-FS,HUDSKETN,HUDSKETH,5046,37.737700000000004,-122.38412,,KEITH ST,HUDSON AVE,FS,NO,FL,0,1724754766000,15647268,145,10,POINT (-122.38412 37.7377),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,86,86
70846,33rd Ave&Geary Blvd NW-NS/BZ,33AVGEA0,33AVGEAR,3558,37.779815,-122.493388,1,GEARY BLVD,33RD AVE,NS,NW,BZ,1,1724754766000,15651558,145,1,POINT (-122.493388 37.779815),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69887,Fulton St&La Playa SE-FS/BZ,FULTLAP1,FULTLAPL,4228,37.771339999999995,-122.50939,,LA PLAYA ST,FULTON ST,FS,SE,BZ,0,1724754766000,15645853,145,1,POINT (-122.50939 37.77134),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,12,9,9
71889,Teresita Blvd&Reposa Way N-FS/SB,TERERPS1,TERERPSA,6678,37.740975,-122.449223,,REPOSA WAY,TERESITA BLVD,FS,NO,,0,1724754766000,15654642,145,7,POINT (-122.449223 37.740975),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,8,41,72,72
69753,Fulton St&Park Presidio Blvd SE-FS/BZ,FULTPKP1,FULTPKPR,4232,37.773067,-122.471699,,PARK PRESIDIO BLVD,FULTON ST,FS,SE,BZ,0,1724754766000,15645873,145,1,POINT (-122.471699 37.773067),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,12,9,9
69557,Cortland Ave&Andover St NE-NS/PS,CORTAND1,CORTANDV,4142,37.73909,-122.41639,,ANDOVER ST,CORTLAND AVE,NS,NE,,0,1724754766000,15645323,145,9,POINT (-122.41639 37.73909),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,2,2,83,83
71974,Warren Dr&Christopher Dr E-NS/SB,WARNCHP1,WARNCHPR,6911,37.75376,-122.459971,,CHRISTOPHER DR,WARREN DR,NS,EA,,0,1724754766000,15652572,145,7,POINT (-122.459971 37.75376),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,8,14,111,111
70715,Lawton St&Lomita Ave NE-NS/SB,LAWTLMT0,LAWTLMTA,4860,37.75913,-122.47227,,LOMITA AVE,LAWTON ST,NS,NE,FL,0,1724754766000,15649088,145,7,POINT (-122.47227 37.75913),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,14,44,44
71732,25th Ave&El Camino Del Mar SE-NS/PS,25AVECD1,25AVECDM,3497,37.787535999999996,-122.485139,,LINCOLN BLVD,EL CAMINO DEL MAR,NS,SE,,0,1724754766000,15650861,145,1,POINT (-122.485139 37.787536),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,6,33,1,1
71341,Market St&Powell St N-NS/BZ,MRKTPOW0,MRKTPOWL,5688,37.784473999999996,-122.407544,1,ELLIS ST,MARKET ST,NS,NO,BZ,1,1724754766000,15650514,145,6,POINT (-122.407544 37.784474),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,5,3,36,19,19
71766,Bryant St&Mariposa St NW-NS/BZ,BRYTMAR0,BRYTMARI,3756,37.76314,-122.41032,,MARIPOSA ST,BRYANT ST,NS,NW,BZ,0,1724754766000,15652422,145,9,POINT (-122.41032 37.76314),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,2,20,53,53
70191,Mason St&Jackson St NE-FS,MASNJAC0,MASNJACK,5364,37.795513,-122.41154,,JACKSON ST,MASON ST,FS,NE,,0,1724754766000,15647132,145,3,POINT (-122.41154 37.795513),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,16,16
70777,Raymond Ave&Sawyer St NE-NS/BZ,RAYMSAW1,,7332,37.715032,-122.41346899999999,,SAWYER ST,RAYMOND AVE,,,,0,1724754766000,15653445,145,10,POINT (-122.413469 37.715032),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,19,75,75
71277,Union St&Jones St SW-NS/BZ,UNINJON1,UNINJONE,6763,37.799538,-122.41586,,JONES ST,UNION ST,NS,SW,BZ,0,1724754766000,15654085,145,3,POINT (-122.41586 37.799538),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,32,107,107
71489,Jones St&Ellis St SW-FS/PS,JONEELIS,,8049,37.784805999999996,-122.412829,,ELLIS ST,JONES ST,,,,0,1724754766000,15655433,145,5,POINT (-122.412829 37.784806),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,5,10,36,20,20
70265,Haight St&Clayton St NW-FS/BZ,HAITCLTN,HAITCLTN,4946,37.769839,-122.448731,1,BELVEDERE ST,HAIGHT ST,NS,NE,BZ,0,1724754766000,15647439,145,5,POINT (-122.448731 37.769839),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,11,3,25,25
72011,California St&Cherry St SE-FS/BZ,CALICHR1,CALICHRY,3853,37.785973999999996,-122.456329,1,CHERRY ST,CALIFORNIA ST,FS,SE,BZ,1,1724754766000,15653087,145,2,POINT (-122.456329 37.785974),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,6,31,11,11
72361,16th Street & Owen St NW/FS-BZ,16STOWE1,,7865,37.766722,-122.392805,,OWENS ST,16TH ST,,,,0,1724754766000,15655629,145,6,POINT (-122.392805 37.766722),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,4,34,34
71251,Sloat Blvd&23rd Ave SW-NS/BZ,SLOA23A1,SLOA23AV,6439,37.734404,-122.479625,,23RD AVE,SLOAT BLVD,NS,SW,BZ,0,1724754766000,15651928,145,4,POINT (-122.479625 37.734404),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,35,62,62
70876,San Bruno Ave&Wilde Ave W-NS/BZ,SBROWIL0,SBROWILD,6371,37.71677,-122.39995,1,WILDE AVE,SAN BRUNO AVE,NS,NW,BZ,0,1724754766000,15653651,145,10,POINT (-122.39995 37.71677),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,91,91
71498,Potrero Ave & Mariposa St,POTRMAR1,,7910,37.763283,-122.407258,1,MARIPOSA ST,POTRERO AVE,,,,0,1724754766000,15655454,145,10,POINT (-122.407258 37.763283),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,9,20,54,54
71803,201 Bayshore Blvd E-MB/BB,201 BSHR,,7887,37.744616,-122.40418700000001,1,FLOWER ST,BAY SHORE BLVD,,,,0,1724754766000,15655516,145,10,POINT (-122.404187 37.744616),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,9,1,85,85
69498,Arguello Blvd&Clement St SW-FS/BZ,ARGLCLM0,ARGLCLMT,3645,37.783071,-122.45907,,CLEMENT ST,ARGUELLO BLVD,FS,SW,BZ,0,1724754766000,15644791,145,1,POINT (-122.45907 37.783071),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,11,5,5
69277,14th St&Church St NW-FS/BZ,14STCHU1,14STCHUR,3254,37.767768,-122.42908800000001,,BELCHER ST,14TH ST,FS,NW,BZ,0,1724754766000,15644502,145,8,POINT (-122.429088 37.767768),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,7,5,5,28,28
71968,Powell St&Lombard St SW-FS/BZ,POWLLOM0,POWLLOMB,6061,37.80281,-122.41146,,LOMBARD ST,POWELL ST,FS,SW,BZ,1,1724754766000,15652549,145,3,POINT (-122.41146 37.80281),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,23,106,106
69553,California St&22ND Ave SW-NS/PS,CALI22A1,CALI22AV,3838,37.783941,-122.481893,1,22ND AVE,CALIFORNIA ST,NS,SW,,0,1724754766000,15645307,145,1,POINT (-122.481893 37.783941),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,8,4,29,8,8
69963,Balboa Park BART Station NE-MB/BZ,GNVABART,GNVABART,4803,37.720801,-122.446738,,SAN JOSE AVE,GENEVA AVE,MB,NE,BZ,0,1724754766000,15646505,145,11,POINT (-122.446738 37.720801),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,28,80,80
70491,Mission St&Appleton Ave N-NS/BZ,MISSAPT0,MISSAPTN,5578,37.73899,-122.42403999999999,,APPLETON AVE,MISSION ST,NS,NO,BZ,0,1724754766000,15648103,145,8,POINT (-122.42404 37.73899),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,2,61,61
71456,Sunnydale Ave&Bayshore Blvd NW-FS,SUNYBSH1,SUNYBSHR,6569,37.70901,-122.40545,1,BAYSHORE BLVD,SUNNYDALE AVE,FS,NO,,0,1724754766000,15654249,145,10,POINT (-122.40545 37.70901),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,9,40,75,75
71312,Woolsey St&Bowdoin St NE-NS,WLSYBOD0,WLSYBODN,6971,37.72349,-122.40941,,BOWDOIN ST,WOOLSEY ST,NS,NE,FL,0,1724754766000,15654955,145,9,POINT (-122.40941 37.72349),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,2,2,25,91,91
69388,46th Ave&Rivera St SE-NS/SB,46AVRVR1,46AVRVRA,3595,37.745422999999995,-122.504801,,RIVERA ST,46TH AVE,NS,SE,,0,1724754766000,15644858,145,4,POINT (-122.504801 37.745423),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,39,39
70643,Santa Clara Ave&Monterey NW-NS/SB,SCLAMTR1,SCLAMTRY,6374,37.733202,-122.465798,,MONTEREY BLVD,SANTA CLARA AVE,NS,NW,,0,1724754766000,15649169,145,7,POINT (-122.465798 37.733202),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,116,116
69984,Diamond St&Chenery St SE-NS/PS,DIAMCHN1,DIAMCHNY,4388,37.73446,-122.433839,,CHENERY ST,DIAMOND ST,NS,SE,FL,0,1724754766000,15646199,145,8,POINT (-122.433839 37.73446),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,96,96
72341,Skyline Blvd&Sloat Blvd W-FS/PS,SKYLSLO0,SKYLSLOA,6434,37.733128,-122.497522,,SUNSET BLVD ON RAMP,SKYLINE BLVD,FS,WE,,0,1724754766000,15651457,145,7,POINT (-122.497522 37.733128),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,16,43,43
71143,GENEVA TERMINAL,GNVATER1,,7164,37.720631,-122.44655399999999,,SAN JOSE AVE,GENEVA AVE,,,,0,1724754766000,15651840,145,11,POINT (-122.446554 37.720631),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,1,28,80,80
71634,Union St&Laguna St SW-NS/BZ,UNINLGN1,UNINLGNA,6771,37.797641,-122.430651,,LAGUNA ST,UNION ST,NS,SW,BZ,0,1724754766000,15652264,145,2,POINT (-122.430651 37.797641),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,15,15
70880,Diamond Hts&DuncanSt NE-NS/PS,DHTSDUNC,DHTSDUNC,7229,37.746676,-122.443208,,DIAMOND HEIGHTS BLVD,DIAMOND HEIGHTS BLVD,NS,NE,FL,0,1724754766000,15653677,145,8,POINT (-122.443208 37.746676),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,3,5,22,57,57
69703,Clay St&Montgomery St SE-FS/BZ,CLAYMTG1,CLAYMTGY,4025,37.794682,-122.40277,1,MONTGOMERY ST,CLAY ST,FS,SE,BZ,1,1724754766000,15645719,145,3,POINT (-122.40277 37.794682),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,6,108,108
70151,Kearny St&Geary St NE-FS/BZ,KRNYGEA0,KRNYGEAR,4821,37.788050999999996,-122.403461,1,GEARY ST,KEARNY ST,FS,NE,BZ,1,1724754766000,15646980,145,3,POINT (-122.403461 37.788051),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,19,19
70242,Halleck & French Ct NE-NS/SB,HLCKHQT0,HLCKHQTR,5020,37.802014,-122.454498,,FRENCH CT,HALLECK ST,FS,NE,,0,1724754766000,15647344,145,2,POINT (-122.454498 37.802014),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,,6,27,3,3
70285,Lombard St&Laguna St SE-FS/SB,LOMBLGN0,LOMBLGNA,5281,37.800442,-122.430937,1,OCTAVIA ST,LOMBARD ST,NS,SW,,0,1724754766000,15647541,145,2,POINT (-122.430937 37.800442),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,6,13,15,15
69226,Beale St&Mission St W-MB/BZ,BEALMIS0,BEALMISS,3089,37.791939,-122.396879,1,DAVIS ST,BEALE ST,MB,WE,BZ,0,1724754766000,15644096,145,6,POINT (-122.396879 37.791939),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,10,8,108,108
71228,Bemis St&Moffitt St E-FS/SB,BEMSMOF0,BEMSMOFT,3096,37.736655,-122.431181,,MOFFITT ST,BEMIS ST,FS,EA,,0,1724754766000,15650384,145,8,POINT (-122.431181 37.736655),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,59,59
71715,Diamond St&Surrey St NW-NS/PS,DIAMSUR0,DIAMSURY,4402,37.73623,-122.43444,,SURREY ST,DIAMOND ST,NS,NW,FL,0,1724754766000,15650819,145,8,POINT (-122.43444 37.73623),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,9,5,10,96,96
71839,Quintara St&31st Ave SW-NS,QUIN31A1,QUIN31AV,6155,37.748000000000005,-122.48904999999999,,31ST AVE,QUINTARA ST,NS,SW,,0,1724754766000,15650942,145,4,POINT (-122.48905 37.748),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,40,40
71108,Sunset Blvd&Yorba St SW-FS/SB,SUNSYOR0,SUNSYORB,6564,37.734783,-122.494059,,YORBA ST,SUNSET BLVD,FS,SW,,1,1724754766000,15650277,145,4,POINT (-122.494059 37.734783),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,40,40
72181,O'Farrell St&Taylor St S-MB/BB,OFARTAY1,,7301,37.785849999999996,-122.41198,1,TAYLOR ST,OFARRELL ST,,,,0,1724754766000,15652764,145,5,POINT (-122.41198 37.78585),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,5,10,36,20,20
72406,Seven Seas St&Bruton St S-FS/SI,SEVSBRU0,,8122,37.82004,-122.371709,,04TH TI ST,AVENUE C,,,,0,1724754766000,15655766,145,6,POINT (-122.371709 37.82004),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,1,10,37,36,36
72195,Steuart St&Market St E-NS/BZ,STEUMRK0,STEUMRKT,6501,37.794409,-122.394538,1,MARKET ST,STEUART ST,NS,EA,,0,1724754766000,15652824,145,3,POINT (-122.394538 37.794409),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,108,108
70473,Ocean Ave&San Leandro Way E-NS/SI,OCENSNL1,OCENSNLE,5806,37.729988999999996,-122.469097,2,SAN LEANDRO WAY,OCEAN AVE,NS,EA,SI,0,1724754766000,15648068,145,7,POINT (-122.469097 37.729989),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,8,41,63,63
70548,Market St&Kearny St N-NS/SI,MRKTKRN0,MRKTKRNY,5678,37.787729999999996,-122.40337,1,KEARNY ST,MARKET ST,NS,NO,SI,0,1724754766000,15648621,145,6,POINT (-122.40337 37.78773),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,6,3,8,19,19
70874,Ulloa St&30th Ave NE-NS/PS,ULOA30A1,ULOA30AV,6735,37.740719999999996,-122.48722000000001,,30TH AVE,ULLOA ST,NS,NE,FL,0,1724754766000,15653639,145,4,POINT (-122.48722 37.74072),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,7,35,40,40
71947,Starr King Way&Gough St SE-FS/BZ,SKNGGOU1,SKNGGOUG,6425,37.78505,-122.42408499999999,1,GOUGH ST,STARR KING WAY,FS,SE,BZ,0,1724754766000,15651049,145,2,POINT (-122.424085 37.78505),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,4,11,39,100,100
71549,Randolph St&Arch St SW-NS/PS,RNDOARC0,RNDOARCH,6173,37.714200999999996,-122.467218,,ARCH ST,RANDOLPH ST,NS,SW,,0,1724754766000,15652239,145,11,POINT (-122.467218 37.714201),09/04/2024 10:54:36 AM,09/07/2024 10:07:55 AM,10,1,24,65,65
