Stop ID,Stop Abbr,Stop Name,Lon,Lat,Bus Stop Type,Route(S),Jurisdiction
158318,158318,CLEVELAND AVE SW @ THIRD AVE,-84402390,33681270,Sign on Post,78,Atlanta
158320,158320,CLEVELAND AVE SW @ DEARWOOD DR SW,-84405325,33681303,Sign on Post,78,Atlanta
158322,158322,CLEVELAND AVE SW @ METROPOLITAN PKWY SW,-84407551,33681346,Bench,78,Atlanta
158323,158323,CLEVELAND AVE@650,-84410090,33681460,Sign on Post,78,Atlanta
158324,158324,DOGWOOD DR@NORTH AVE,-84408670,33665417,Sign on Post,95,Fulton
158350,158350,METROPOLITAN PKY@OLD JONESBORO RD,-84408427,33677058,Sign on Post,95,Atlanta
158352,158352,DOGWOOD DR @ MORELAND WAY,-84408516,33670261,Simme Seat,95,Fulton
158354,158354,DOGWOOD DR @ OAK DR,-84408508,33668171,Shelter,95,Fulton
158364,158364,CLEVELAND AVE @ JEFFERSON TER,-84426841,33681403,Sign on Post,78;79,Fulton
158366,158366,CLEVELAND AVE @ JEFFERSON TER,-84426765,33681483,Shelter,78;79,Fulton
158372,158372,CLEVELAND AVE @ BLOUNT ST,-84423572,33681414,Shelter,78;79,Fulton
158374,158374,CLEVELAND AVE @ BLOUNT ST,-84423431,33681477,Shelter,78;79,Fulton
158378,158378,CLEVELAND AVE @ ELSINORE ST,-84420020,33681346,Sign on Post,78;79,Fulton
158390,158390,VIRGINIA AVE@LANG AVE,-84421600,33658785,Sign on Post,172,Atlanta
158392,158392,SYLVAN RD @ REED AVE,-84418732,33680287,Shelter,172,Fulton
158404,158404,CLEVELAND AVE @ SYLVAN RD,-84418926,33681455,Shelter,78;79,Fulton
158406,158406,VIRGINIA AVE @ CLAY PL,-84416757,33658736,Sign Strapped to Pole,172,Fulton
158408,158408,ATLANTA AVE @ COLLEGE ST,-84410670,33657739,Shelter,172,Fulton
158410,158410,ATLANTA AVE @ COLLEGE ST,-84410588,33657675,Bench,172,Fulton
158412,158412,DOUG DAVIS DR @ ATLANTA AVE,-84412208,33656456,Sign on Post,172,Fulton
158414,158414,DOUG DAVIS DR @ VIRGINIA AVE,-84416142,33658551,Sign on Post,172,Fulton
158416,158416,DOUG DAVIS DR @ CLAY PL,-84415258,33657921,Sign on Post,172,Fulton
158418,158418,DOUG DAVIS DR @ ATLANTA AVE,-84412314,33656483,Sign on Post,172,Fulton
158420,158420,SPRINGDALE RD@CLEVELAND AVE,-84414943,33681620,Sign on Post,79,Atlanta
158422,158422,SPRINGDALE RD SW @ CLEVELAND AVE,-84415320,33681511,Sign on Post,79,Atlanta
158424,158424,SYLVAN RD @ N CENTRAL AVE,-84418640,33665922,Sign on Post,172,Fulton
159002,159002,EMPIRE BLVD SW @ BROWNS MILL RD SE,-84391184,33656730,Shelter,178,Atlanta
159004,159004,EMPIRE BLVD SW@3485,-84391609,33658871,Sign on Post,178,Atlanta
159006,159006,EMPIRE BLVD SW@EMPIRE WAY SW,-84391724,33661137,Sign on Post,178,Atlanta
159008,159008,EMPIRE BLVD SW @ WARD DR SW,-84392387,33666538,Shelter,178,Atlanta
159010,159010,EMPIRE BLVD SW@OAK DR SW,-84393247,33668922,Sign on Post,178,Atlanta
159012,159012,EMPIRE BLVD SW@GLENROSE CIR SW,-84393178,33671071,Sign on Post,178,Atlanta
159014,159014,EMPIRE BLVD SW @ MT ZION RD SW,-84393394,33672592,Shelter,178,Atlanta
159016,159016,HAPEVILLE RD SW@2909,-84393288,33674873,Sign on Post,178,Atlanta
159018,159018,HAPEVILLE RD SW@WATERS RD SW,-84393280,33676933,Sign on Post,178,Atlanta
159020,159020,HAPEVILLE RD SW@OLD HAPEVILLE RD SW,-84393196,33678596,Sign on Post,178,Atlanta
159024,159024,BROWNS MILL RD SE@CLEVELAND AVE SE,-84384506,33679260,Sign on Post,178,Atlanta
159042,159042,BROWNS MILL RD SE@MACEDONIA RD SE,-84380289,33665097,Sign on Post,178,Atlanta
159044,159044,RUBY H HARPER BLVD SE @ 3371,-84380592,33663391,Sign on Post,178,Atlanta
159046,159046,RUBY H HARPER BLVD SE @ SIMCA ST SE,-84380650,33662010,Sign on Post,178,Atlanta
159048,159048,RUBY H HARPER BLVD SE @ 3447,-84380481,33660272,Sign on Post,178,Atlanta
159050,159050,RUBY H HARPER BLVD SE @ BLAIR VILLA DR,-84380514,33658252,Sign on Post,178,Atlanta
159058,159058,CLEVELAND AVE @ FORREST HILLS DR,-84400882,33681082,Sign on Post,78,Atlanta
159084,159084,JONESBORO RD SE @ 2980,-84371444,33673525,Shelter,55,Atlanta
159123,159123,CLEVELAND AVE SE @ 365,-84378063,33680621,Shelter,78,Atlanta
159124,159124,CLEVELAND AVE SE@FAIRLANE DR SE,-84380775,33680740,Sign on Post,78,Atlanta
159126,159126,CLEVELAND AVE SE @ ALTAVIEW DR SE,-84382179,33680790,Sign on Post,78,Atlanta
159128,159128,CLEVELAND AVE SE @ BROWNS MILL RD SE,-84384732,33681074,Sign on Post,78,Atlanta
159160,159160,PORSCHE AVE @ TRADEPORT BLVD,-84393507,33650564,Sign on Post,193,Atlanta
159246,159246,HUTCHENS RD SE@JONESBORO RD SE,-84371704,33671716,Sign on Post,55,Atlanta
159250,159250,HUTCHENS RD SE@565,-84370389,33670150,Sign on Post,55,Atlanta
159252,159252,HUTCHENS RD SE@KING SMITH RD SE,-84367749,33669489,Sign on Post,55,Atlanta
159254,159254,HUTCHENS RD SE@DONNEBROOK LN SE,-84366782,33668487,Sign on Post,55,Atlanta
159272,159272,JONESBORO RD SE@SPRINGSIDE DR SE,-84369991,33676739,Sign on Post,55,Atlanta
159274,159274,JONESBORO RD SE@SPRINGSIDE DR,-84370819,33675201,Sign on Post,55,Atlanta
159276,159276,JONESBORO RD SE@2961,-84371325,33673881,Sign on Post,55,Atlanta
159282,159282,CLEVELAND AVE SE @ BROWNS MILL RD SE,-84384482,33680994,Shelter,178,Atlanta
159296,159296,CLEVELAND AVE @ JONESBORO RD,-84368114,33680822,Shelter,78;78,Atlanta
159302,159302,CLEVELAND AVE SW @ MACON DR SW,-84388657,33681160,Sign on Post,78,Atlanta
159308,159308,CLEVELAND AVE SW @ STEELE AVE SW,-84396581,33681058,Sign Strapped to Pole,78,Atlanta
159309,159309,CLEVELAND AVE SW @ OLD HAPEVILLE RD SW,-84394010,33681030,Shelter,78,Atlanta
159314,159314,CLEVELAND AVE SW @ MACON DR SW,-84389141,33681027,Sign on Post,78,Atlanta
159334,159334,ZIP INDUSTRIAL BLVD@SOUTHSIDE INDU,-84389267,33653275,Sign on Post,178,Atlanta
159336,159336,ZIP INDUSTRIAL BLVD SE@3720,-84389046,33654934,Sign on Post,178,Atlanta
159338,159338,ZIP INDUSTRIAL BLVD SE@3600,-84385529,33656818,Sign on Post,178,Atlanta
159340,159340,ZIP INDUSTRIAL BLVD SE@3550,-84383408,33658184,Sign on Post,178,Atlanta
159342,159342,ZIP INDUSTRIAL BLVD SE@BROWNS MILL,-84384552,33660477,Sign on Post,178,Atlanta
159344,159344,HAMILTON BLVD @ 3400,-84386287,33662805,Shelter,178;178,Atlanta
159382,159382,ZIP INDUSTRIAL BLVD@3675,-84386809,33656252,Sign on Post,178,Atlanta
159384,159384,OLD HAPEVILLE RD@CLEVELAND AVE,-84393117,33679839,Sign on Post,178,Atlanta
159390,159390,BROWNS MILL RD@OAK DR,-84380236,33667433,Sign on Post,178,Atlanta
159392,159392,CLEVELAND AVE SE @ 445,-84375078,33680699,Shelter,78,Atlanta
159410,159410,HUTCHENS RD@KATOMARICK DR,-84363991,33667995,Sign on Post,55,Atlanta
164002,164002,CENTRE PKWY @ 1800,-84513334,33651716,Shelter,84;84,Fulton
164008,164008,OLD FAIRBURN RD @ SOMERSET TRL,-84527261,33663447,Sign on Post,66,Atlanta
164010,164010,FAIRBURN RD @ LANDING SOUTH DR,-84520998,33664308,Sign on Post,66,Atlanta
164014,164014,FAIRBURN RD SW @ WELCOME ALL RD,-84523453,33664104,Bench,66,Atlanta
164016,164016,FAIRBURN RD SW @ LANDINGS NORTH DR,-84520304,33664658,Sign on Post,66,Atlanta
164024,164024,FAIRBURN RD @ WELCOME ALL RD,-84522885,33663878,Shelter,66,Atlanta
164028,164028,FAIRBURN RD @ STEPHANIE DR,-84514236,33674027,Sign on Post,66,Atlanta
164030,164030,N CAMP CREEK PKY @ FAIRBURN RD,-84514442,33675240,Sign on Post,66,Atlanta
164032,164032,OLD FAIRBURN RD @ SOMERSET TRL,-84527284,33663644,Sign on Post,66,Fulton
164034,164034,OLD FAIRBURN RD @ CAMP CREEK PKY,-84529810,33659510,Sign on Post,66,Fulton
164038,164038,FAIRBURN RD SW @ REDWINE PKY SW,-84516088,33667870,Sign on Post,66,Atlanta
164042,164042,FAIRBURN RD SW @ REDWINE PKY SW,-84515946,33667808,Sign on Post,66,Atlanta
165002,165002,STONE RD @ PENNY LN,-84467467,33666025,Bench,84,Fulton
165004,165004,STONE RD @ 2414,-84468900,33666032,Bench,84,Fulton
165006,165006,STONE RD @ PEBBLE DR,-84470375,33666073,Bench,84,Fulton
165008,165008,STONE RD @ DODSON DR CONNECTOR,-84472496,33666069,Sign on Post,84,Fulton
165010,165010,STONE RD@DODSON DR,-84474579,33666077,Sign on Post,84,Fulton
165014,165014,MT OLIVE RD @ STONE RD,-84477913,33665657,Sign on Post,84,Fulton
165016,165016,MT OLIVE RD@RUGBY AVE,-84477616,33664033,Sign on Post,84,Fulton
165017,165017,MT OLIVE RD @ DRESDEN TRL,-84477788,33661453,Sign on Post,84,Fulton
165018,165018,MT OLIVE RD@WASHINGTON RD,-84478027,33659805,Sign on Post,84,Fulton
165032,165032,N DESERT DR @ 3540,-84494910,33657340,Sign on Post,82,Fulton
165034,165034,N DESERT DR @ 3600,-84494670,33657200,Sign on Post,82,Fulton
165038,165038,WASHINGTON RD @ LAKEMONT DR,-84489408,33651052,Shelter,82;84;181,Fulton
165044,165044,WASHINGTON RD @ CANDLEWOOD DR,-84489167,33643853,Shelter,84;181,Fulton
165046,165046,WASHINGTON RD @ CHESTNUT DR,-84490783,33641558,Sign on Post,84;181,Fulton
165048,165048,WASHINGTON RD @ CARMEL DR,-84491155,33640200,Shelter,84;181,Fulton
165050,165050,WASHINGTON RD @ CHESTNUT DR,-84490543,33641728,Shelter,84;181,Fulton
165052,165052,WASHINGTON RD @ JANICE DR,-84489236,33644558,Shelter,84;181,Fulton
165055,165055,DESERT DR @ 3112,-84491228,33651455,Sign on Post,82,Fulton
165056,165056,WASHINGTON RD @ LAKEMONT DR,-84489267,33650967,Shelter,82;84;181,Fulton
165057,165057,DESERT DR @ 3140,-84492662,33651918,Sign on Post,82,Fulton
165061,165061,DESERT DR @ KENELWORTH DR,-84493523,33653528,Shelter,82,Fulton
165075,165075,DESERT DR @ KENELWORTH DR,-84493647,33653750,Shelter,82,Fulton
165076,165076,DESERT DR @ CAMP CREEK PKY,-84493100,33654958,Sign on Post,82,Fulton
165078,165078,N DESERT DR @ CAMP CREEK PKY,-84492864,33655130,Sign on Post,82,Fulton
165079,165079,DESERT DR @ 3148,-84493064,33652016,Shelter,82,Fulton
165080,165080,N COMMERCE DR @ CENTER PKWY,-84503184,33652448,Bench,66,Fulton
165081,165081,DESERT DR @ 3112,-84491358,33651374,Sign on Post,82,Fulton
165084,165084,REDWINE RD @ CREST RIDGE DR,-84501350,33661090,Sign on Post,82,Fulton
165086,165086,REDWINE RD @ CREST RIDGE DR,-84501499,33660929,Sign on Post,82,Fulton
165092,165092,REDWINE RD @ N DESERT DR,-84495450,33660660,Sign on Post,82,Fulton
165117,165117,WASHINGTON RD @ EAST POINT ST,-84442505,33675587,Shelter,84;181,Fulton
165128,165128,N COMMERCE DR @ MARKETPLACE BLVD,-84504173,33657621,Sign on Post,66;66,Fulton
165130,165130,REDWINE RD @ N DESERT DR,-84496450,33660750,Sign on Post,82,Fulton
166014,166014,VIRGINIA AVE@HEMPHILL ST,-84449887,33659698,Sign on Post,172,Fulton
166042,166042,MAIN ST @ JOHN WESLEY AVE,-84449623,33650979,Simme Seat,93;172,Fulton
166044,166044,VIRGINIA AVE@VICTORIA ST,-84452764,33659668,Sign on Post,172,Fulton
166052,166052,VIRGINIA AVE@HEMPHILL ST,-84449720,33659820,Sign on Post,172,Fulton
166058,166058,PRINCETON AVE @ COLLEGE ST,-84451779,33654656,Sign on Post,172,Fulton
166060,166060,PRINCETON DR @ PRINCETON AVE,-84453740,33655130,Bench,172,Fulton
166062,166062,PRINCETON DR@ATLANTA ST,-84456027,33656513,Sign on Post,172,Fulton
166064,166064,ATLANTA ST@CANNON CT,-84455671,33657606,Sign on Post,172,Fulton
166066,166066,ATLANTA ST @ VIRGINIA AVE,-84455502,33659744,Sign on Post,172,Fulton
166067,166067,PRINCETON DR@COX CT,-84454510,33655620,Sign on Post,172,Fulton
166068,166068,VIRGINIA AVE@CONLEY ST,-84454111,33659882,Sign on Post,172,Fulton
166071,166071,MAIN ST @ W RUGBY AVE,-84446427,33662584,Sign on Post,93,Fulton
166074,166074,MAIN ST @ MERCER AVE,-84445605,33664805,Sign on Post,93,Fulton
166078,166078,MAIN ST @ VESTA AVE,-84444567,33667483,Shelter,93,Fulton
166086,166086,VIRGINIA AVE @ LEE ST,-84432808,33659218,Bench,172,Fulton
166088,166088,VIRGINIA AVE @ LEE ST,-84433305,33659044,Bench,172,Fulton
166090,166090,VIRGINIA AVE@HARRISON RD,-84434663,33659096,Sign on Post,172,Fulton
166092,166092,VIRGINIA AVE @ HARRISON RD,-84435074,33659348,Shelter,172,Fulton
166094,166094,VIRGINIA AVE @ MADISON ST,-84439140,33659340,Shelter,172,Fulton
166096,166096,VIRGINIA AVE@MADISON ST,-84439212,33659235,Sign on Post,172,Fulton
166098,166098,VIRGINIA AVE@MYRTLE ST,-84440605,33659332,Sign on Post,172,Fulton
166100,166100,VIRGINIA AVE@MYRTLE ST,-84441004,33659215,Sign on Post,172,Fulton
166102,166102,VIRGINIA AVE@ADAMS ST,-84442101,33659351,Sign on Post,172,Fulton
166104,166104,VIRGINIA AVE@ADAMS ST,-84442025,33659214,Sign on Post,172,Fulton
166106,166106,VIRGINIA AVE@JACKSON ST,-84443489,33659286,Sign on Post,172,Fulton
166108,166108,VIRGINIA AVE@JACKSON ST,-84443959,33659101,Sign on Post,172,Fulton
166110,166110,VIRGINIA AVE@LEE ST,-84444969,33659264,Sign on Post,172,Fulton
166112,166112,VIRGINIA AVE@LEE ST,-84445032,33659193,Sign on Post,172,Fulton
166122,166122,MAIN ST @ HAWTHORNE AVE,-84448917,33655978,Sign on Post,93,Fulton
166144,166144,WASHINGTON RD @ STONE RD,-84465493,33667007,Simme Seat,84;181,Fulton
166148,166148,WASHINGTON RD @ STONE RD,-84465201,33667244,Shelter,84;181,Fulton
166152,166152,PRINCETON AVE @ MAIN ST,-84449444,33654551,Sign on Post,172,Fulton
166154,166154,PRINCETON AVE@COLLEGE ST,-84451735,33654567,Sign on Post,172,Fulton
166156,166156,PRINCETON DR@PRINCETON AVE,-84454040,33655090,Shelter,172,Fulton
166158,166158,PRINCETON DR@FREEMAN CT,-84455924,33656167,Sign on Post,172,Fulton
166160,166160,ATLANTA ST@PRINCETON DR,-84456397,33656746,Sign on Post,172,Fulton
166162,166162,ATLANTA ST@CANNON CT,-84455703,33657758,Sign on Post,172,Fulton
166166,166166,VIRGINIA AVE @ ATLANTA ST,-84455286,33659956,Sign on Post,172,Fulton
166168,166168,VIRGINIA AVE@CONLEY ST,-84454000,33659940,Sign on Post,172,Fulton
166174,166174,MAIN ST @ HOWELL SLADE CIR,-84447380,33660516,Sign on Post,93,Fulton
166178,166178,MAIN ST @ W RUGBY AVE,-84446666,33662325,Sign on Post,93,Fulton
166182,166182,MAIN ST @ MERCER AVE,-84445693,33664949,Sign on Post,93,Fulton
166186,166186,MAIN ST @ VESTA AVE,-84444651,33667714,Bench,93,Fulton
166190,166190,WILLINGHAM DR @ ELM ST,-84437175,33668235,Sign on Post,193,Fulton
166192,166192,WILLINGHAM DR @ HARRISON RD,-84434497,33667394,Sign on Post,193,Fulton
166194,166194,WILLINGHAM DR @ HARRISON RD,-84434325,33667462,Sign on Post,193,Fulton
166196,166196,WILLINGHAM DR @ CHERRY ST,-84437127,33668365,Sign on Post,193,Fulton
166198,166198,W POINT AVE @ BEST RD,-84457504,33639657,Sign on Post,89,Clayton
166205,166205,ROOSEVELT HWY @ GATEWAY BLVD,-84453740,33643530,Sign on Post,82;180;189;195,Clayton
166206,166206,ROOSEVELT HWY @ CONLEY ST,-84451563,33644912,Sign on Post,82;180;189;195,Fulton
166207,166207,ROOSEVELT HWY @ HOSPITALITY WAY,-84457472,33640531,Sign on Post,180;189;195,Clayton
166208,166208,ROOSEVELT HWY @ GATEWAY BLVD,-84454247,33642828,Sign on Post,180;189;195,Clayton
166210,166210,ROOSEVELT HWY @ LESLEY DR,-84457099,33640503,Sign on Post,180;189;195,Clayton
166900,166900,COLLEGE PARK STATION - SOUTH LOOP,-84448559,33651267,Stop at Rail Station,89;89;188;188;189;189;195;195;196;196,Fulton
166901,166901,COLLEGE PARK STATION - NORTH LOOP,-84448465,33651937,Stop at Rail Station,82;82;93;93;172;172;180;180,Fulton
167002,167002,HUTCHENS RD@FORREST PARK RD,-84355488,33665885,Sign on Post,55,Atlanta
167004,167004,FORREST PARK RD SE@PINE FOREST DR,-84355572,33658974,Sign on Post,55,Atlanta
167006,167006,FORREST PARK RD SE@EISENHOWER RD SE,-84355742,33656408,Sign on Post,55,Atlanta
167008,167008,FORREST PARK RD SE @ OAKSHIRE WAY SE,-84355797,33655317,Sign on Post,55,Atlanta
167010,167010,FORREST PARK RD SE@FOREST VALLEY DR,-84357542,33651864,Sign on Post,55,Atlanta
167012,167012,CONLEY RD SE@900,-84359505,33650192,Sign on Post,55,Atlanta
167016,167016,CONLEY RD SE @ JONESBORO RD SE,-84364136,33648628,Sign on Post,55,Atlanta
167034,167034,FORREST PARK RD@CONLEY RD,-84358204,33650122,Sign on Post,55,Atlanta
169002,169002,RIVER RD@WABASH LN,-84246096,33662890,Sign on Post,15,DeKalb
169005,169005,RIVER RD @ MORTONS LANDING DR,-84246402,33661386,Sign on Post,15,DeKalb
169026,169026,RIVER RD @ RIVER MILL LN,-84246090,33661980,Shelter,15,DeKalb
169032,169032,CLEVEMONT RD @ CLEVEMONT WAY,-84253681,33652356,Sign on Post,15,DeKalb
169041,169041,RIVER RD @ RIVERVIEW CLUB DR,-84245115,33666336,Bench,15,DeKalb
169043,169043,RIVER RD@RIVERVIEW CLUB DR,-84245229,33666419,Sign on Post,15,DeKalb
169046,169046,RIVER RD @ 3796,-84245484,33665354,Sign on Post,15,DeKalb
169048,169048,RIVER RD@3796,-84245442,33665047,Sign on Post,15,DeKalb
169056,169056,CLEVEMONT RD @ LINEVIEW DR,-84253564,33653853,Sign on Post,15,DeKalb
171002,171002,BULL RUN DR@LLOYD RD,-84284867,33702856,Sign on Post,74,DeKalb
171006,171006,BULL RUN DR@COHASSETT LN,-84282299,33702915,Sign on Post,74,DeKalb
171008,171008,NORGATE LN@BULL RUN DR,-84280734,33703147,Sign on Post,74,DeKalb
171010,171010,FLAT SHOALS RD @ NORGATE LN,-84280863,33705439,Sign on Post,74,DeKalb
175002,175002,ROOSEVELT HWY@BEN HILL RD,-84505961,33621453,Sign on Post,180,Fulton
175006,175006,ROOSEVELT HWY@DELANO RD,-84511246,33618526,Sign on Post,180,Fulton
175008,175008,ROOSEVELT HWY@FELDWOOD RD,-84517288,33614059,Sign on Post,82;180,Fulton
175010,175010,ROOSEVELT HWY@FELDWOOD RD,-84520120,33612690,Sign on Post,82;180,Fulton
175012,175012,ROOSEVELT HWY@WELCOME ALL RD SW,-84523328,33611118,Bench,82;180,Fulton
175014,175014,ROOSEVELT HWY@BEN HILL RD,-84505571,33621402,Bench,180,Fulton
175018,175018,ROOSEVELT HWY@DELANO RD,-84510975,33618226,Shelter,180,Fulton
175020,175020,ROOSEVELT HWY@DELANO RD,-84517232,33613820,Sign on Post,82;180,Fulton
175022,175022,ROOSEVELT HWY@FELDWOOD RD,-84520195,33612418,Sign on Post,82;180,Fulton
175024,175024,ROOSEVELT HWY @ WELCOME ALL RD,-84523850,33610707,Shelter,180,Fulton
176002,176002,WASHINGTON RD@CARMEL DR,-84491564,33639231,Sign on Post,84;181,Fulton
176004,176004,WASHINGTON RD @ N COMMERCE DR,-84492322,33633703,Shelter,84;181,Fulton
176006,176006,WASHINGTON RD @ 4555,-84492203,33630875,Bench,181,Fulton
176010,176010,WASHINGTON RD @ HATHCOCK RD,-84491994,33627314,Sign on Post,181,Fulton
176012,176012,WASHINGTON RD@SPRING ST,-84492186,33624981,Sign on Post,181,Fulton
176014,176014,WASHINGTON RD @ ROOSEVELT HWY,-84492189,33623397,Sign on Post,181,Fulton
176016,176016,ROOSEVELT HWY @ 3199,-84494208,33622670,Sign on Post,180;181,Fulton
176018,176018,ROOSEVELT HWY @ MILLER RD,-84497492,33622361,Sign on Post,180;181,Fulton
176038,176038,ROOSEVELT HWY @ 3199,-84494608,33622563,Sign on Post,180;181,Fulton
176040,176040,WASHINGTON RD @ ROOSEVELT HWY,-84492067,33623367,Bench,181,Fulton
176042,176042,WASHINGTON RD @ SPRING ST,-84492058,33625153,Sign on Post,181,Fulton
176046,176046,WASHINGTON RD @ 4510,-84492217,33631722,Sign on Post,181,Fulton
176048,176048,WASHINGTON RD @ N COMMERCE DR,-84492233,33633033,Shelter,84;181,Fulton
176058,176058,SULLIVAN RD @ OLD NATIONAL HWY,-84473335,33624496,Bench,89,Fulton
176060,176060,SULLIVAN RD @ EDISON DR,-84466248,33624393,Shelter,89,Fulton
176062,176062,SULLIVAN RD @ 2301,-84463463,33624374,Shelter,89,Fulton
176064,176064,SULLIVAN RD @ EMBARCADERO LN,-84460197,33624371,Shelter,89,Fulton
176066,176066,BEST RD @ SULLIVAN RD,-84458008,33625137,Shelter,89,Clayton
176068,176068,BEST RD@RIVERDALE RD,-84457863,33628410,Sign on Post,89,Clayton
176070,176070,BEST RD @ 4555,-84457961,33631785,Shelter,89,Clayton
176076,176076,BEST RD @ 4555,-84458092,33631946,Bench,89,Fulton
176078,176078,BEST RD @ T OWEN SMITH BLVD,-84458109,33628343,Sign on Post,89,Clayton
176080,176080,BEST RD @ 4736,-84458084,33627183,Bench,89,Clayton
176082,176082,SULLIVAN RD @ 2301,-84463326,33624767,Shelter,89,Fulton
176084,176084,SULLIVAN RD @ EDISON DR,-84465591,33624805,Simme Seat,89,Fulton
176088,176088,OLD NATIONAL HWY @ SULLIVAN RD,-84474422,33623454,Shelter,89;189;195,Fulton
176090,176090,OLD NATIONAL HWY @ GODBY RD,-84472780,33615688,Shelter,89,Fulton
176094,176094,OLD NATIONAL HWY @ OLD BILL COOK RD,-84472704,33613701,Bench,89,Fulton
176096,176096,OLD NATIONAL HWY @ JOLLY RD,-84472065,33612060,Sign on Post,89,Fulton
176098,176098,OLD NATIONAL HWY @ JOLLY RD,-84471807,33611821,Shelter,89,Fulton
176100,176100,OLD NATIONAL HWY @ 5234,-84472107,33612835,Sign on Post,89,Fulton
176104,176104,OLD NATIONAL HWY @ GODBY RD,-84472641,33615986,Shelter,89,Fulton
176106,176106,GODBY RD @ OLD NATIONAL HWY,-84471264,33616274,Shelter,189;195,Fulton
176108,176108,GODBY RD @ OLD NATIONAL PKY,-84468603,33616257,Sign on Post,189;195,Fulton
176110,176110,GODBY RD @ SCOFIELD RD,-84462710,33616211,Sign on Post,195,Fulton
176112,176112,SCOFIELD RD @ ORLY TER,-84463184,33612485,Sign on Post,189,Fulton
176116,176116,ROOSEVELT HWY @ WICKERSHAM DR,-84461629,33637161,Sign on Post,180;189;195,Fulton
176120,176120,ROOSEVELT HWY @ GLOBAL GATEWAY CONN,-84468945,33631315,Sign on Post,180;189;195,Fulton
176124,176124,ROOSEVELT HWY @ HERSCHEL RD,-84472337,33628580,Bench,180;189;195,Fulton
176128,176128,ROOSEVELT HWY @ GREENSPRING RD,-84475924,33625684,Shelter,180,Fulton
176132,176132,ROOSEVELT HWY @ JANICE DR,-84479676,33624041,Sign on Post,180,Fulton
176134,176134,ROOSEVELT HWY @ KENT RD,-84481098,33623904,Sign on Post,180,Fulton
176138,176138,ROOSEVELT HWY @ WHITE CITY RD,-84484082,33623694,Sign on Post,180,Fulton
176140,176140,ROOSEVELT HWY @ YATES RD,-84487001,33623413,Simme Seat,180,Fulton
176144,176144,ROOSEVELT HWY @ WASHINGTON RD,-84491737,33622978,Sign on Post,180,Fulton
176150,176150,ROOSEVELT HWY @ BUFFINGTON RD,-84501747,33622030,Sign on Post,180,Fulton
176152,176152,OLD NATIONAL HWY @ SULLIVAN RD,-84474121,33623512,Shelter,89;189;195,Fulton
176154,176154,BEST RD @ SULLIVAN RD,-84458270,33625154,Sign on Post,89,Clayton
176156,176156,SULLIVAN RD@SOUTHPORT RD,-84461639,33624775,Sign on Post,89,Fulton
176157,176157,SULLIVAN RD @ EMBARCADERO LN,-84460357,33624692,Shelter,89,Fulton
176160,176160,ROOSEVELT HWY @ WICKERSHAM DR,-84461879,33636682,Bench,180;189;195,Fulton
176162,176162,ROOSEVELT HWY @ GLOBAL GATEWAY CONN,-84467961,33631824,Sign on Post,180;189;195,Fulton
176166,176166,ROOSEVELT HWY @ 2511,-84470613,33629673,Sign on Post,180;189;195,Fulton
176169,176169,ROOSEVELT HWY @ GREENSPRING RD,-84474927,33626383,Shelter,180,Fulton
176174,176174,ROOSEVELT HWY@JANICE DR,-84479754,33623896,Sign on Post,180,Fulton
176176,176176,ROOSEVELT HWY@KENT RD,-84481216,33623719,Simme Seat,180,Fulton
176180,176180,ROOSEVELT HWY @ WHITE CITY RD,-84484200,33623458,Sign on Post,180,Fulton
176182,176182,ROOSEVELT HWY @ ROCK HILL RD,-84486669,33623279,Simme Seat,180,Fulton
176186,176186,ROOSEVELT HWY @ WASHINGTON RD,-84492240,33622766,Sign on Post,180,Fulton
176192,176192,ROOSEVELT HWY @ CAMPBELL DR,-84498728,33622183,Sign on Post,180;181,Fulton
176194,176194,ROOSEVELT HWY@BUFFINGTON RD,-84501629,33621731,Sign on Post,180,Fulton
176196,176196,SULLIVAN RD @ 2411,-84469834,33624848,Sign on Post,89,Fulton
176198,176198,SULLIVAN RD@2411,-84469816,33624520,Sign on Post,89,Fulton
176200,176200,SCOFIELD RD @ ROCHELLE WAY,-84463449,33613870,Sign on Post,189,Fulton
176214,176214,WASHINGTON RD @ HATHCOCK RD,-84491889,33627047,Sign on Post,181,Fulton
176216,176216,ROOSEVELT HWY @ 2601,-84474857,33626628,Bench,180,Fulton
176220,176220,SULLIVAN RD@2511,-84471707,33624468,Sign on Post,89,Fulton
176222,176222,ROOSEVELT HWY @ 2511,-84470852,33629782,Sign on Post,180;189;195,Fulton
176224,176224,BEST RD @ 4601,-84457970,33630379,Sign on Post,89,Clayton
176226,176226,BEST RD @ 4601,-84458110,33630048,Sign on Post,89,Fulton
176230,176230,BUFFINGTON RD @ NATURALLY FRESH BLVD,-84500219,33612303,Simme Seat,181,Fulton
176232,176232,BUFFINGTON RD @ NATURALLY FRESH BLVD,-84500125,33612439,Shelter,181,Fulton
176234,176234,WASHINGTON RD @ 4626,-84491947,33630067,Shelter,181,Fulton
182006,182006,ROOSEVELT HWY @ MASON RD,-84544178,33600811,Sign on Post,180,Fulton
182010,182010,ROOSEVELT HWY @ HIGHPOINT RD,-84549617,33594247,Shelter,180,Fulton
182014,182014,ROOSEVELT HWY@6157,-84548837,33587319,Sign on Post,180,Fulton
182020,182020,ROOSEVELT HWY @ BRYANT ST,-84552453,33580955,Sign on Post,180,Fulton
