X,Y,OBJECTID,SignID,StopID,StopAbbr,StopName,OnSt,AtSt,Lines,Routes,StopPos,PrefTrans,Bench,Shelter,Transfer,ADA,PubWay,CountyCode,Juris,GPS_Lon,GPS_Lat,CountyName
-90.314377,38.7069470000001,2843,269,9224,NACVEB,NATURAL BRIDGE @ CLEARVIEW EB,NATURAL BRIDGE RD,CLEARVIEW DR,4,3004,FS,NO,NO,NO,NO,YES,YES,29189,BELLERIVE,-90.314377,38.706947,St. Louis County
-90.310978,38.707009,2844,269,9225,NAUDEB,NATURAL BRIDGE @ UNIVERSITY EB,NATURAL BRIDGE RD,UNIVERSITY DR,4,3004,FS,NO,YES,YES,NO,YES,YES,29189,BEL-NOR,-90.310978,38.707009,St. Louis County
-90.308346,38.7073100000001,2845,269,9226,NAFREB,NATURAL BRIDGE @ NORMANDY MIDDLE SCHOOL EB,NATURAL BRIDGE RD,NORMANDY MIDDLE SCHOOL,4,3004,NS,NO,NO,NO,NO,YES,YES,29189,NORMANDY,-90.308346,38.70731,St. Louis County
-90.3028859999999,38.706151,2846,269,9228,NAMREB,NATURAL BRIDGE @ MARIETTA EB,NATURAL BRIDGE RD,MARIETTA DR,4,3004,FS,NO,NO,NO,NO,YES,YES,29189,NORMANDY,-90.302886,38.706151,St. Louis County
-90.3002059999999,38.7052370000001,2847,269,9229,NASTEB,NATURAL BRIDGE @ ST. ANNS EB,NATURAL BRIDGE RD,ST ANNS LN,4,3004,FS,NO,NO,NO,NO,YES,YES,29189,NORMANDY,-90.300206,38.705237,St. Louis County
-90.297517,38.704349,2848,269,9230,NBSMEB,NATURAL BRIDGE @ ST. MARYS EB,NATURAL BRIDGE RD,SAINT MARYS LN,4,3004,NS,NO,NO,NO,NO,YES,YES,29189,NORMANDY,-90.297517,38.704349,St. Louis County
-90.2953889999999,38.7033050000001,2849,269,9232,NA72EB,7272 NATURAL BRIDGE EB,NATURAL BRIDGE RD,7272 NATURAL BRIDGE RD,4,3004,NS,NO,YES,YES,NO,YES,YES,29189,NORMANDY,-90.295389,38.703305,St. Louis County
-90.292129,38.701015,2850,269,9233,NALHEB,NATURAL BRIDGE @ LUCAS-HUNT EB,NATURAL BRIDGE RD,LUCAS-HUNT RD,4,3004,NS,NO,NO,NO,YES,YES,YES,29189,NORMANDY,-90.292129,38.701015,St. Louis County
-90.290374,38.69985,2851,269,9234,NA70EB,7060 NATURAL BRIDGE EB,NATURAL BRIDGE RD,7060 NATURAL BRIDGE RD,4,3004,FS,NO,NO,NO,NO,YES,YES,29189,BEVERLY HILLS,-90.290374,38.69985,St. Louis County
-90.288969,38.6987530000001,2852,269,9235,NACNEB,NATURAL BRIDGE  @ COLONIAL EB,NATURAL BRIDGE RD,COLONIAL AVE,4,3004,NS,NO,NO,NO,NO,YES,YES,29189,SAINT LOUIS COUNTY,-90.288969,38.698753,St. Louis County
-90.28773,38.697576,2853,269,9236,NAMWEB,NATURAL BRIDGE @ MAYWOOD EB,NATURAL BRIDGE RD,MAYWOOD AVE,4,3004,NS,NO,NO,NO,NO,NO,YES,29189,BEVERLY HILLS,-90.28773,38.697576,St. Louis County
-90.2858419999999,38.6957170000001,2854,269,9238,NBLAEB,NATURAL BRIDGE @ LAWLER EB,NATURAL BRIDGE RD,LAWLER DR,4,3004,NS,NO,NO,NO,NO,YES,YES,29189,BEVERLY HILLS,-90.285842,38.695717,St. Louis County
-90.280495,38.6934580000001,2855,269,9240,NAPIEB,NATURAL BRIDGE @ PINE GROVE EB,NATURAL BRIDGE RD,PINE GROVE AVE,4,3004,NS,NO,YES,YES,NO,YES,YES,29189,PINE LAWN,-90.280495,38.693458,St. Louis County
-90.27834,38.691849,2856,269,9242,NAKIEB,NATURAL BRIDGE @ KIENLEN EB,NATURAL BRIDGE RD,KIENLEN AVE,4,3004,NS,NO,NO,NO,YES,NO,YES,29189,PINE LAWN,-90.27834,38.691849,St. Louis County
-90.274934,38.6888880000001,2857,269,9244,NADAEB,NATURAL BRIDGE @ DARBY EB,NATURAL BRIDGE AVE,DARBY AVE,4,3004,NS,NO,YES,NO,NO,NO,YES,29510,ST LOUIS,-90.274934,38.688888,St. Louis
-90.270729,38.6856100000001,2858,269,9246,NAGOEB,NATURAL BRIDGE @ GOODFELLOW EB,NATURAL BRIDGE AVE,GOODFELLOW AVE,4,3004,NS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS CITY,-90.270729,38.68561,St. Louis
-90.263459,38.681432,2859,269,9248,NABEEB,NATURAL BRIDGE @ BELT EB,NATURAL BRIDGE AVE,BELT AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.263459,38.681432,St. Louis
-90.2595929999999,38.679784,2860,269,9250,NAABEB,NATURAL BRIDGE @ ABNER PLACE EB,NATURAL BRIDGE AVE,ABNER PL,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.259593,38.679784,St. Louis
-90.25794,38.6790140000001,2861,269,9251,NAUNEB,NATURAL BRIDGE @ UNION EB,NATURAL BRIDGE AVE,UNION BLVD,4,3004,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.25794,38.679014,St. Louis
-90.255386,38.677805,2862,269,9252,NAGEEB,NATURAL BRIDGE @ GERALDINE EB,NATURAL BRIDGE AVE,GERALDINE AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.255386,38.677805,St. Louis
-90.256267,38.678389,2863,269,9253,NAGEWB,NATURAL BRIDGE @ GERALDINE WB,NATURAL BRIDGE AVE,GERALDINE AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.256267,38.678389,St. Louis
-90.253165,38.676816,2864,269,9254,NAKHEB,NATURAL BRIDGE @ KINGSHIGHWAY EB,NATURAL BRIDGE AVE,N KINGSHIGHWAY BLVD,4,3004,NS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.253165,38.676816,St. Louis
-90.251339,38.6760420000001,2865,269,9255,NBKHEB,NATURAL BRIDGE @ KINGSHIGHWAY EB,NATURAL BRIDGE AVE,KINGSHIGHWAY BLVD,4,3004,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS CITY,-90.251339,38.676042,St. Louis
-90.249385,38.6752030000001,2866,269,9256,NAEUEB,NATURAL BRIDGE @ EUCLID EB,NATURAL BRIDGE AVE,N EUCLID AVE,4,3004,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.249385,38.675203,St. Louis
-90.2460629999999,38.6737450000001,2867,269,9257,NASHEB,NATURAL BRIDGE @ SHREVE EB,NATURAL BRIDGE AVE,SHREVE AVE,4,3004,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.246063,38.673745,St. Louis
-90.2437649999999,38.672781,2868,269,9258,NAMAEB,NATURAL BRIDGE @ MARCUS EB,NATURAL BRIDGE AVE,MARCUS AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.243765,38.672781,St. Louis
-90.242083,38.672109,2869,269,9259,NACOEB,NATURAL BRIDGE @ CORA EB,NATURAL BRIDGE AVE,CORA AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.242083,38.672109,St. Louis
-90.239077,38.670849,2870,269,9260,NATAEB,NATURAL BRIDGE @ TAYLOR EB,NATURAL BRIDGE AVE,N TAYLOR AVE,4,3004,FS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.239077,38.670849,St. Louis
-90.236731,38.669809,2871,269,9261,NANEEB,NATURAL BRIDGE @ NEWSTEAD EB,NATURAL BRIDGE AVE,N NEWSTEAD AVE,4,3004,NS,NO,YES,NO,YES,YES,YES,29510,ST LOUIS,-90.236731,38.669809,St. Louis
-90.2344879999999,38.6688140000001,2872,269,9262,NACREB,NATURAL BRIDGE @ CLARENCE EB,NATURAL BRIDGE AVE,CLARENCE AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.234488,38.668814,St. Louis
-90.2328439999999,38.6680950000001,2873,269,9263,NALAEB,NATURAL BRIDGE @ LAMBDIN EB,NATURAL BRIDGE AVE,LAMBDIN AVE,4,3004,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.232844,38.668095,St. Louis
-90.229226,38.6665,2874,269,9265,NAFAEB,NATURAL BRIDGE @ FAIR EB,E NATURAL BRIDGE AVE,FAIR AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.229226,38.6665,St. Louis
-90.226957,38.6654820000001,2875,269,9266,NACLEB,NATURAL BRIDGE @ CLAY EB,NATURAL BRIDGE AVE,CLAY AVE,4,3004,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.226957,38.665482,St. Louis
-90.22532,38.6648260000001,2876,269,9267,NAWAEB,NATURAL BRIDGE @ WARNE EB,NATURAL BRIDGE AVE,WARNE AVE,4,3004,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.22532,38.664826,St. Louis
-90.2222169999999,38.6634240000001,2877,269,9268,NAVAEB,NATURAL BRIDGE @ VANDEVENTER  EB,NATURAL BRIDGE AVE,N VANDEVENTER AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.222217,38.663424,St. Louis
-90.219925,38.6624150000001,2878,269,9269,NAPREB,NATURAL BRIDGE @ PRAIRIE EB,NATURAL BRIDGE AVE,PRAIRIE AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.219925,38.662415,St. Louis
-90.218262,38.66173,2879,269,9270,NASPEB,NATURAL BRIDGE @ SPRING EB,NATURAL BRIDGE AVE,N SPRING AVE,4,3004,FS,NO,YES,YES,YES,YES,YES,29510,ST LOUIS,-90.218262,38.66173,St. Louis
-90.2173309999999,38.661283,2880,269,9271,NAGREB,NATURAL BRIDGE @ GRAND EB,NATURAL BRIDGE AVE,N GRAND BLVD,4,3004,NS,NO,YES,NO,YES,YES,YES,29510,ST LOUIS CITY,-90.217331,38.661283,St. Louis
-90.213018,38.659388,2881,269,9272,NAGAEB,NATURAL BRIDGE @ GLASGOW EB,NATURAL BRIDGE AVE,GLASGOW AVE,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.213018,38.659388,St. Louis
-90.210342,38.658104,2882,269,9275,NAPAEB,NATURAL BRIDGE @ PARNELL EB,NATURAL BRIDGE AVE,PARNELL ST,4,3004,NS,NO,YES,YES,YES,YES,YES,29510,ST LOUIS,-90.210342,38.658104,St. Louis
-90.2100609999999,38.6560940000001,2883,269,9276,PAHESB,PARNELL @ HEBERT SB,PARNELL ST,W HEBERT ST,4,3004,FS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.210061,38.656094,St. Louis
-90.2112769999999,38.6526180000001,2884,269,9279,PASLSB,PARNELL @ ST. LOUIS SB,PARNELL ST,W ST LOUIS AVE,4,3004,FS,NO,NO,NO,YES,NO,YES,29510,ST LOUIS,-90.211277,38.652618,St. Louis
-90.211777,38.6511580000001,2885,269,9280,PAWASB,PARNELL @ WARREN SB,PARNELL ST,WARREN ST,4,3004,NS,NO,NO,NO,NO,NO,NO,29510,ST LOUIS,-90.211777,38.651158,St. Louis
-90.212297,38.64973,2886,269,9282,PANMSB,PARNELL @ NORTH MARKET SB,PARNELL ST,N MARKET ST,4,3004,NS,NO,NO,NO,NO,NO,NO,29510,ST LOUIS,-90.212297,38.64973,St. Louis
-90.213019,38.646735,2887,269,9284,JFHOSB,JEFFERSON @ HOWARD SB,N JEFFERSON AVE,HOWARD ST,4,3004,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.213019,38.646735,St. Louis
-90.212912,38.6446300000001,2888,269,9285,JECASB,JEFFERSON @ CASS SB,N JEFFERSON AVE,CASS AVE,4,3004,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.212912,38.64463,St. Louis
-90.2128519999999,38.6420150000001,2889,269,9287,JEDASB,JEFFERSON @ DAYTON SB,N JEFFERSON AVE,DAYTON ST,4,3004,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.212852,38.642015,St. Louis
-90.212953,38.6405510000001,2890,269,9288,JFGASB,JEFFERSON @ STODDARD SB,N JEFFERSON AVE,STODDARD ST,4,3004,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.212953,38.640551,St. Louis
-90.212932,38.6381930000001,2891,269,9290,JEDRSB,JEFFERSON @ DR ML KING SB,N JEFFERSON AVE,DR MARTIN LUTHER KING DR,4,3004,NS,NO,NO,NO,YES,NO,YES,29510,ST LOUIS,-90.212932,38.638193,St. Louis
-90.212949,38.6364150000001,2892,269,9291,JEDESB,JEFFERSON @ DELMAR SB,N JEFFERSON AVE,DELMAR BLVD,4,3004,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.212949,38.636415,St. Louis
-90.213599,38.634601,2893,269,9292,JFWASB,JEFFERSON @ WASHINGTON SB,N JEFFERSON AVE,WASHINGTON AVE,4,3004,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.213599,38.634601,St. Louis
-90.211015,38.632411,2894,269,9295,OL22EB,OLIVE @ 22ND STREET EB,OLIVE ST,N 22ND ST,10,3010,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.211015,38.632411,St. Louis
-90.20055,38.6096850000001,2895,269,9302,7TLASB,7TH STREET @ LAFAYETTE SB,S 7TH ST,LAFAYETTE AVE,30,3030,NS,NO,YES,YES,YES,YES,YES,29510,ST LOUIS CITY,-90.20055,38.609685,St. Louis
-90.202409,38.6075760000001,2896,269,9304,7TGESB,7TH STREET @ GEYER SB,S 7TH ST,GEYER AVE,30,3030,FS,NO,YES,NO,NO,YES,YES,29510,ST LOUIS,-90.202409,38.607576,St. Louis
-90.203949,38.6054540000001,2897,269,9305,7TRUSB,7TH STREET @ RUSSELL SB,S 7TH ST,RUSSELL BLVD,30,3030,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.203949,38.605454,St. Louis
-90.207013,38.601101,2898,269,9308,7TVISB,7TH STREET @ VICTOR SB,S 7TH ST,VICTOR ST,30,3030,FS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.207013,38.601101,St. Louis
-90.209456,38.596883,2899,269,9310,BRDOSB,BROADWAY @ DORCAS SB,S BROADWAY,DORCAS ST,"30, 73","3030, 3073",FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.209456,38.596883,St. Louis
-90.213226,38.5959310000001,2900,269,9313,AR9TWB,ARSENAL @ 9TH STREET WB,ARSENAL ST,S 9TH ST,30,3030,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.213226,38.595931,St. Louis
-90.215094,38.596438,2901,269,9314,AR13WB,ARSENAL @ 13TH STREET WB,ARSENAL ST,S 13TH ST,30,3030,NS,NO,NO,NO,NO,NO,NO,29510,ST LOUIS,-90.215094,38.596438,St. Louis
-90.2179819999999,38.597223,2902,269,9315,ARLMWB,ARSENAL @ LEMP WB,ARSENAL ST,LEMP AVE,30,3030,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.217982,38.597223,St. Louis
-90.219911,38.5977490000001,2903,269,9317,ARWIWB,ARSENAL @ WISCONSIN WB,ARSENAL ST,WISCONSIN AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.219911,38.597749,St. Louis
-90.2246469999999,38.5991030000001,2904,269,9320,ARJEWB,ARSENAL @ JEFFERSON WB,ARSENAL ST,S JEFFERSON AVE,30,3030,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.224647,38.599103,St. Louis
-90.2262259999999,38.59954,2905,269,9321,AROHWB,ARSENAL @ OHIO WB,ARSENAL ST,OHIO AVE,30,3030,NS,NO,YES,YES,NO,YES,YES,29510,ST LOUIS,-90.226226,38.59954,St. Louis
-90.230159,38.6006100000001,2906,269,9323,ARORWB,ARSENAL @ OREGON WB,ARSENAL ST,OREGON AVE,30,3030,FS,NO,YES,NO,NO,YES,YES,29510,ST LOUIS,-90.230159,38.60061,St. Louis
-90.2325289999999,38.6011960000001,2907,269,9324,ARGRWB,ARSENAL @ GRAVOIS WB,ARSENAL ST,GRAVOIS AVE,30,3030,FS,NO,NO,NO,YES,YES,NO,29510,ST LOUIS,-90.232529,38.601196,St. Louis
-90.235227,38.6018920000001,2908,269,9325,ARCOWB,ARSENAL @ COMPTON WB,ARSENAL ST,S COMPTON AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.235227,38.601892,St. Louis
-90.237962,38.6022120000001,2909,269,9326,ARLOWB,ARSENAL @ LOUISIANA WB,ARSENAL ST,LOUISIANA AVE,30,3030,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.237962,38.602212,St. Louis
-90.242694,38.602946,2910,269,9328,ARGNWB,ARSENAL @ GRAND WB,ARSENAL ST,S GRAND BLVD,30,3030,FS,NO,YES,YES,YES,YES,NO,29510,ST LOUIS CITY,-90.242694,38.602946,St. Louis
-90.245847,38.60321,2911,269,9329,ARSPWB,ARSENAL @ SPRING WB,ARSENAL ST,S SPRING AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.245847,38.60321,St. Louis
-90.249344,38.603528,2912,269,9330,ARGUSB,ARSENAL @ GUSTINE WB,ARSENAL ST,GUSTINE AVE,30,3030,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.249344,38.603528,St. Louis
-90.2522279999999,38.603823,2913,269,9331,ARROWB,ARSENAL @ ROGER PLACE WB,ARSENAL ST,ROGER PL,30,3030,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.252228,38.603823,St. Louis
-90.2548609999999,38.6040790000001,2914,269,9332,AROAWB,ARSENAL @ OAK HILL WB,ARSENAL ST,OAK HILL AVE,30,3030,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.254861,38.604079,St. Louis
-90.257776,38.604344,2915,269,9333,ARBEWB,ARSENAL @ BENT WB,ARSENAL ST,BENT AVE,30,3030,NS,NO,NO,NO,NO,NO,NO,29510,ST LOUIS,-90.257776,38.604344,St. Louis
-90.331562,38.5091370000001,2916,269,9406,LIUNEB,LINDBERGH @ UNION EB,S LINDBERGH BLVD,UNION RD,49,3049,FS,NO,NO,NO,NO,NO,NO,29189,SAINT LOUIS COUNTY,-90.331562,38.509137,St. Louis County
-90.260933,38.6045520000001,2917,269,9473,ARMOEB,ARSENAL @ MORGANFORD EB,ARSENAL ST,MORGANFORD RD,30,3030,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.260933,38.604552,St. Louis
-90.2579499999999,38.60427,2918,269,9474,ARBEEB,ARSENAL @ BENT EB,ARSENAL ST,BENT AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.25795,38.60427,St. Louis
-90.255255,38.6040360000001,2919,269,9475,AROAEB,ARSENAL @ OAK HILL EB,ARSENAL ST,OAK HILL AVE,30,3030,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.255255,38.604036,St. Louis
-90.2526,38.603772,2920,269,9476,ARROEB,ARSENAL @ ROGER PLACE EB,ARSENAL ST,ROGER PL,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.2526,38.603772,St. Louis
-90.249726,38.603509,2921,269,9477,ARGUEB,ARSENAL @ GUSTINE EB,ARSENAL ST,GUSTINE AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.249726,38.603509,St. Louis
-90.246266,38.6031750000001,2922,269,9490,ARSPEB,ARSENAL @ SPRING EB,ARSENAL ST,S SPRING AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.246266,38.603175,St. Louis
-90.241674,38.6025990000001,2923,269,9491,ARGNEB,ARSENAL @ GRAND EB,ARSENAL ST,S GRAND BLVD,30,3030,FS,NO,YES,YES,YES,YES,YES,29510,ST LOUIS CITY,-90.241674,38.602599,St. Louis
-90.237402,38.602107,2924,269,9493,ARLOEB,ARSENAL @ LOUISIANA EB,ARSENAL ST,LOUISIANA AVE,30,3030,FS,NO,NO,NO,NO,NO,NO,29510,ST LOUIS,-90.237402,38.602107,St. Louis
-90.2355889999999,38.601904,2925,269,9494,ARCOEB,ARSENAL @ COMPTON EB,ARSENAL ST,S COMPTON AVE,30,3030,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.235589,38.601904,St. Louis
-90.232806,38.601184,2926,269,9495,ARGREB,ARSENAL @ GRAVOIS EB,ARSENAL ST,GRAVOIS AVE,30,3030,NS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.232806,38.601184,St. Louis
-90.231217,38.6008570000001,2927,269,9496,ARNEEB,ARSENAL @ NEBRASKA EB,ARSENAL ST,NEBRASKA AVE,30,3030,NS,NO,NO,NO,NO,YES,NO,29510,ST LOUIS,-90.231217,38.600857,St. Louis
-90.223784,38.598782,2928,269,9498,ARJEEB,ARSENAL @ JEFFERSON EB,ARSENAL ST,S JEFFERSON AVE,30,3030,FS,NO,YES,NO,YES,NO,YES,29510,ST LOUIS,-90.223784,38.598782,St. Louis
-90.222001,38.5982710000001,2929,269,9500,ARMIEB,ARSENAL @ MISSOURI EB,ARSENAL ST,MISSOURI AVE,30,3030,FS,NO,YES,NO,NO,NO,YES,29510,ST LOUIS,-90.222001,38.598271,St. Louis
-90.219845,38.597648,2930,269,9502,ARWIEB,ARSENAL @ WISCONSIN EB,ARSENAL ST,WISCONSIN AVE,30,3030,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.219845,38.597648,St. Louis
-90.217368,38.5969640000001,2931,269,9503,ARLMEB,ARSENAL @ LEMP EB,ARSENAL ST,LEMP AVE,30,3030,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.217368,38.596964,St. Louis
-90.2148079999999,38.596283,2932,269,9504,AR13EB,ARSENAL @ 13TH STREET EB,ARSENAL ST,S 13TH ST,30,3030,FS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.214808,38.596283,St. Louis
-90.211534,38.595354,2933,269,9506,ARBPEB,ARSENAL @ BUSCH PLACE EB,ARSENAL ST,BUSCH PL,30,3030,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.211534,38.595354,St. Louis
-90.211082,38.5946510000001,2934,269,9507,BRARNB,BROADWAY @ ARSENAL NB,S BROADWAY,ARSENAL ST,"30, 73","3030, 3073",FS,NO,NO,NO,YES,NO,YES,29510,ST LOUIS,-90.211082,38.594651,St. Louis
-90.208626,38.597589,2935,269,9509,BRDONB,BROADWAY @ DORCAS NB,S BROADWAY,DORCAS ST,"30, 73","3030, 3073",FS,NO,YES,YES,NO,YES,YES,29510,ST LOUIS,-90.208626,38.597589,St. Louis
-90.207846,38.5989510000001,2936,269,9510,BRLYNB,BROADWAY @ LYNCH NB,S BROADWAY,LYNCH ST,30,3030,FS,NO,YES,YES,NO,YES,YES,29510,ST LOUIS,-90.207846,38.598951,St. Louis
-90.20683,38.6009060000001,2937,269,9511,7TSINB,7TH STREET @ SIDNEY NB,S 7TH ST,SIDNEY ST,30,3030,FS,NO,YES,YES,NO,YES,YES,29510,ST LOUIS,-90.20683,38.600906,St. Louis
-90.203582,38.605422,2938,269,9515,7TRUNB,7TH STREET @ RUSSELL NB,S 7TH ST,RUSSELL BLVD,30,3030,NS,NO,YES,YES,NO,YES,NO,29510,ST LOUIS,-90.203582,38.605422,St. Louis
-90.2017319999999,38.607962,2939,269,9516,7TGENB,7TH STREET @ GEYER NB,S 7TH ST,GEYER AVE,30,3030,FS,NO,YES,NO,NO,YES,YES,29510,ST LOUIS,-90.201732,38.607962,St. Louis
-90.200069,38.609766,2940,269,9517,7TLANB,7TH STREET @ LAFAYETTE NB,S 7TH ST,LAFAYETTE AVE,30,3030,FS,NO,YES,YES,YES,YES,YES,29510,ST LOUIS CITY,-90.200069,38.609766,St. Louis
-90.286008,38.64405,2941,269,9529,GRHMSB,GRAND @ HISTORY MUSEUM SB,GRAND DR,HISTORY MUSEUM,90,3090,FS,NO,NO,NO,YES,YES,YES,29510,ST LOUIS,-90.286008,38.64405,St. Louis
-90.28614,38.64462,2942,269,9530,LAHIEB,LAGOON DRIVE @ HISTORY MUSEUM,LAGOON DRIVE,HISTORY MUSEUM,3602,3602,NS,NO,NO,NO,NO,NO,NO,29510,ST LOUIS,-90.28614,38.64462,St. Louis
-90.2621149999999,38.643269,2943,269,9543,LIEUEB,LINDELL @ EUCLID EB,LINDELL BLVD,N EUCLID AVE,"10, 13","3010, 3013",NS,NO,YES,YES,NO,YES,YES,29510,ST LOUIS,-90.262115,38.643269,St. Louis
-90.234057,38.6428790000001,2944,269,9585,ENSPEB,ENRIGHT @ SPRING EB,ENRIGHT AVE,N SPRING AVE,97,3097,NS,NO,NO,NO,NO,YES,YES,29510,ST LOUIS,-90.234057,38.642879,St. Louis
-90.2365349999999,38.6439730000001,2945,269,9600,ENVAEB,ENRIGHT @ VANDEVENTER EB,ENRIGHT AVE,N VANDEVENTER AVE,97,3097,FS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.236535,38.643973,St. Louis
-90.309826,38.613055,2946,269,9631,SOMCWB,SOUTHWEST @ MCCAUSLAND WB,SOUTHWEST AVE,MCCAUSLAND AVE,16,3016,FS,NO,YES,NO,NO,YES,YES,29510,ST LOUIS CITY,-90.309826,38.613055,St. Louis
-90.3120749999999,38.6131300000001,2947,269,9632,SOHEWB,SOUTHWEST @ HEWITT WB,SOUTHWEST AVE,HEWITT AVE,16,3016,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.312075,38.61313,St. Louis
-90.3127929999999,38.613143,2948,269,9633,SOLIEB,SOUTHWEST @ LIMIT EB,SOUTHWEST AVE,LIMIT AVE,16,3016,FS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS,-90.312793,38.613143,St. Louis
-90.310007,38.612941,2949,269,9634,SOMCEB,SOUTHWEST @ MCCAUSLAND EB,SOUTHWEST AVE,MCCAUSLAND AVE,16,3016,NS,NO,NO,NO,NO,NO,YES,29510,ST LOUIS CITY,-90.310007,38.612941,St. Louis
-90.357674,38.808767,2950,269,9690,SHCHNB,SHACKELFORD @ CHARBONIER NB,SHACKELFORD RD,CHARBONIER RD,71,3071,FS,NO,NO,NO,NO,YES,YES,29189,FLORISSANT,-90.357674,38.808767,St. Louis County
-90.3526429999999,38.8110360000001,2951,269,9692,SHLNNB,SHACKELFORD @ LINDSAY NB,SHACKELFORD RD,LINDSAY LN,71,3071,FS,NO,NO,NO,NO,NO,YES,29189,FLORISSANT,-90.352643,38.811036,St. Louis County
-90.349522,38.812646,2952,269,9693,SHTENB,SHACKELFORD @ TEAKWOOD MANOR NB,SHACKELFORD RD,TEAKWOOD MANOR DR,71,3071,NS,NO,NO,NO,NO,NO,YES,29189,FLORISSANT,-90.349522,38.812646,St. Louis County
-90.345879,38.8136180000001,2953,269,9694,MUSHWB,MULLANPHY @ SHACKELFORD WB,MULLANPHY RD,SHACKELFORD RD,71,3071,NS,NO,YES,NO,NO,YES,YES,29189,FLORISSANT,-90.345879,38.813618,St. Louis County
-90.342159,38.8113520000001,2954,269,9696,MULOWB,MULLANPHY @ LOVELAND WB,MULLANPHY LN,LOVELAND DR,71,3071,NS,NO,NO,NO,NO,NO,YES,29189,FLORISSANT,-90.342159,38.811352,St. Louis County
