Stop ID,Stop Name,Location
5600128,ON CARONDELET AT WASHINGTON WB,"(38.936765, -94.597697)"
1040085,ON RUBY AT 17TH EASTBOUND,"(39.071429, -94.648187)"
25173,ON TROOST AT 57TH NORTHBOUND,"(39.023463, -94.573967)"
284155,ON NOLAND AT 39TH NB,"(39.049993, -94.414868)"
1011311,ON MINNESOTA AT 14TH ST EB,"(39.115463, -94.644815)"
1211515,ON CHOUTEAU AT 33RD ST NB,"(39.154722, -94.535761)"
6601530,ON ANTIOCH ROAD AT 79TH ST NB,"(38.985709, -94.686255)"
1030025,ON SUNSHINE AT 7TH ST EASTBOUND,"(39.146514, -94.622117)"
11620,ON PARALLEL PKWY  AT 49TH ST EASTBOUND,"(39.128327, -94.692779)"
660162,ON COLLEGE BLVD AT CODY WESTBOUND,"(38.927563, -94.724388)"
1040100,ON 10TH AT PACIFIC NORTHBOUND,"(39.098608, -94.635362)"
1012803,ON STATE AVE AT HOEL PKWY EB,"(39.116507, -94.65246)"
5100042,ON ROANOKE AT 48TH NORTHBOUND,"(39.040648, -94.597355)"
2912501,ON 24 HWY BETWEEN LEES SUMMIT RD AND KIGER WB,"(39.104352, -94.395265)"
21182,ON CLEVELAND AT E 68TH TERR NORTHBOUND FARSIDE,"(39.001999, -94.542667)"
7100070,ON PROSPECT AT 20TH NORTHBOUND,"(39.087956, -94.551909)"
26022,ON TROOST AT ARMOUR NB,"(39.063424, -94.571632)"
951644,ON 95TH AT ROSEWOOD WESTBOUND NEARSIDE,"(38.956917, -94.644876)"
5400063,ON ARMOUR AT CHERRY WESTBOUND,"(39.063573, -94.578536)"
109162,ON 10TH AT TROOST EASTBOUND FARSIDE,"(39.101858, -94.569599)"
1031524,ON 3RD ST AT WASHINGTON SB,"(39.118407, -94.616135)"
114036,ON STATE AVE AT 75TH EASTBOUND,"(39.116354, -94.754467)"
1042500,ON STRONG AT 31ST EB,"(39.075055, -94.664948)"
5751552,ON 75TH AT LUCILLE ST WESTBOUND,"(38.992883, -94.719969)"
6601549,COURTESY ON W 109TH AT FARLEY SB FS,"(38.930961, -94.698782)"
1010073,ON LEAVENWORTH RD AT N 60TH EASTBOUND,"(39.143045, -94.718076)"
1070124,ON 43RD AT BOOTH WESTBOUND,"(39.050317, -94.613739)"
5600042,ON BROOKSIDE AT 54TH SB,"(39.029319, -94.584525)"
2400049,ON INDEPENDENCE AVE AT VAN BRUNT WESTBOUND,"(39.10551, -94.525984)"
4700177,ON SWOPE PKWY AT CHESTNUT EASTBOUND,"(39.038637, -94.552328)"
1030011,ON QUINDARO AT 6TH ST WESTBOUND,"(39.130985, -94.623731)"
7100144,ON PROSPECT AT 23RD SOUTHBOUND,"(39.084221, -94.552231)"
390119,ON 39TH AT KU MED CENTER EASTBOUND,"(39.057233, -94.609724)"
2700116,ON 27TH AT BROOKLYN EASTBOUND,"(39.077195, -94.557236)"
1061510,ON QUINDARO AT 7TH FS WB,"(39.131884, -94.626941)"
1161816,ON PARALLEL AT 82ND ST WESTBOUND,"(39.128692, -94.767856)"
7100028,ON PROSPECT 6025 PROSPECT NORTHBOUND,"(39.016708, -94.555906)"
58,MISSION TRANSIT CENTER SOUTHBOUND LANE,"(39.022312, -94.645792)"
3100999,ON BROADWAY BETWEEN 31ST AND 32ND SOUTHBOUND,"(39.070445, -94.590053)"
113001,ON 47TH ST  AT STATE AVE NORTHBOUND,"(39.11693, -94.686468)"
11161,ON SW BLVD AT 27TH NORTHBOUND NEARSIDE,"(39.078742, -94.600055)"
951656,ON 95TH AT PFLUMM WESTBOUND,"(38.956624, -94.742558)"
1750066,ON STATE LINE BTWN AT 85TH TERR & 85TH ST NB,"(38.974291, -94.608107)"
7100066,ON PROSPECT AT 24TH NORTHBOUND,"(39.08302, -94.552147)"
1210117,ON VAN BRUNT AT 6TH SOUTHBOUND,"(39.105366, -94.526203)"
1090080,ON 9TH AT DENVER EASTBOUND,"(39.101487, -94.521471)"
129002,ON AMBASSADOR AT 111TH ST SB,"(39.293116, -94.681643)"
1372802,ON N PROSPECT AT 70TH NB,"(39.220791, -94.548378)"
7100103,ON CLEVELAND AT 75TH NB,"(38.990321, -94.543215)"
6300023,ON 63RD AT INDIANA WESTBOUND,"(39.012118, -94.546723)"
1031514,ON SUNSHINE AT MCCORMICK WB,"(39.146728, -94.628445)"
9647,ON PARVIN AT RUSSELL EB,"(39.166892, -94.556375)"
2800333,ON 87TH AT NEWTON  WESTBOUND,"(38.967037, -94.510643)"
5751508,ON QUIVIRA AT 121ST SB,"(38.906531, -94.723878)"
540005,ON 85TH ST AT TROOST WB,"(38.973491, -94.57607)"
1070058,ON RAINBOW AT OLATHE BLVD SOUTHBOUND,"(39.054258, -94.611918)"
5600161,ON WORNALL AT 79TH NORTHBOUND NEARSIDE,"(38.984897, -94.594501)"
1420309,ON BARRY AT ALLENTON WESTBOUND,"(39.246491, -94.613268)"
114043,ON STATE AVE  AT N  59TH PL  EASTBOUND,"(39.116577, -94.714575)"
6701507,ON E SANTA FE ST AT 175TH ST / GARDNER TRADENET,"(38.812109, -94.89769)"
1031538,ON BEARDSLEY AT 550 BEARDSLEY SB,"(39.108197, -94.590806)"
2840087,ON NOLAND AT GUDGELL NB,"(39.071389, -94.414067)"
1070004,ON 38TH AT WALKER NORTHBOUND,"(39.123239, -94.673233)"
6300111,ON BEACON AT USDA BUILDING EB,"(39.007526, -94.507142)"
29198,ON BLUE RIDGE AT 120TH BLUE RIDGE NORTHBOUND,"(38.906808, -94.525722)"
5561503,ON MARTY BETWEEN 80TH & 79TH NB,"(38.984909, -94.669967)"
5600099,ON WORNALL AT BRIDLSPUR TERR SOUTHBOUND,"(38.933046, -94.596001)"
3100062,ON 31ST AT HOLMES EASTBOUND,"(39.070645, -94.576656)"
951622,ON 95TH AT HARDY EASTBOUND NEARSIDE,"(38.956567, -94.680798)"
1161814,ON PARALLEL AT N 78TH TERR WESTBOUND NEARSIDE,"(39.128685, -94.760491)"
282526,ON BLUE RIDGE BLVD AT 90TH TERR NB,"(38.959497, -94.497706)"
1010079,ON LEAVENWORTH RD AT N 51ST EASTBOUND,"(39.142848, -94.696656)"
2700040,ON 27TH AT PROSPECT WESTBOUND,"(39.077149, -94.552338)"
2800276,ON 50TH TERRACE AT STERLING WESTBOUND,"(39.030856, -94.448262)"
2400071,ON INDEPENDENCE AVE AT FOREST WESTBOUND,"(39.10698, -94.568111)"
6601523,ON ANTIOCH AT 71ST SB,"(39.00017, -94.686559)"
1011310,ON MINNESOTA AT 16TH ST EB,"(39.115462, -94.647157)"
5461502,ON COLLEGE BLVD AT LACKMAN ROAD WESTBOUND FS,"(38.927449, -94.761174)"
6601505,ON ANTIOCH ROAD AT 75TH ST NB,"(38.992921, -94.68629)"
5461500,ON RENNER BLVD AT 112TH SOUTHBOUND / EPA,"(38.92486, -94.779661)"
1211217,ON JACKSON AT 43RD ST SB,"(39.047717, -94.535577)"
951640,ON 95TH AT CHADWICK/ENSLEY WESTBOUND,"(38.956909, -94.621705)"
1750015,ON CLEVELAND AT 72ND SOUTHBOUND,"(38.995645, -94.543081)"
4700178,ON SWOPE PKWY AT AGNES EASTBOUND,"(39.038566, -94.550027)"
519194,ON S MUR-LEN AT ROGERS NORTHBOUND FARSIDE,"(38.903494, -94.779485)"
5500076,ON ROCKHILL AT 52ND NORTHBOUND FARSIDE,"(39.032806, -94.575701)"
306209,ON JACKSON AT E 37TH SOUTHBOUND,"(39.051939, -94.352396)"
1200076,ON 11TH AT WASHINGTON WESTBOUND NEARSIDE,"(39.101107, -94.589885)"
5600174,ON WORNALL AT 66TH TERRACE NB,"(39.008107, -94.593207)"
2700051,ON 27TH AT HOLMES WESTBOUND,"(39.077977, -94.57605)"
8366,ON TRUMAN AT INDIANA WESTBOUND,"(39.094524, -94.542092)"
4700018,ON EASTWOOD TFWY AT ROYAL WOODS WB,"(39.030129, -94.505436)"
390154,ON 39TH AT INDIANA EASTBOUND FARSIDE,"(39.055073, -94.544182)"
5751525,ON 97TH ST AT OAK PARK MALL EASTBOUND,"(38.951182, -94.720626)"
1040107,ON 10TH AT ORVILLE NORTHBOUND,"(39.109744, -94.63537)"
2800123,ON 40 HWY AT 7780 E 40 HWY WESTBOUND,"(39.064258, -94.492291)"
27167,ON 27TH AT QUINCY EASTBOUND NEARSIDE,"(39.076141, -94.524089)"
5751520,ON 110TH AT QUIVIRA WB,"(38.930137, -94.724595)"
284157,ON PRICE CHOPPER DR S OF MAIN DR,"(39.043489, -94.412561)"
6601613,ON ANTIOCH AT 91ST SOUTHBOUND,"(38.963686, -94.686441)"
6601534,ON ANTIOCH ROAD AT W 67TH ST NORTHBOUND,"(39.007575, -94.686328)"
5300091,ON ARMOUR AT TROOST EASTBOUND,"(39.063195, -94.571869)"
2911513,ON US 24 HWY AT ARROWHEAD RIDGE WB,"(39.12617, -94.359568)"
4700142,ON STATE LINE AT OLATHE BLVD SB,"(39.054467, -94.607376)"
47501,ON W 75TH ST AT METCALF EASTBOUND FARSIDE,"(38.99307, -94.667375)"
2400070,ON INDEPENDENCE AVE AT VIRGINIA WESTBOUND,"(39.106909, -94.565804)"
6601545,ON INDIAN CREEK PARKWAY AT GRANDVIEW WB,"(38.932341, -94.690614)"
116191,ON PARALLEL AT 63RD WESTBOUND FARSIDE,"(39.128664, -94.726406)"
12155,ON HARDESTY AT NOWLIN HALL ENT SB,"(39.088424, -94.519711)"
1210158,ON CLEVELAND AT 51ST SOUTHBOUND,"(39.033133, -94.540974)"
110046,ON 11TH AT OAK WESTBOUND,"(39.101005, -94.578364)"
11609,ON PARALLEL PKWY AT 75TH ST  WESTBOUND,"(39.128645, -94.752339)"
110070,ON 10TH AT SOUTHBOUND PASEO EASTBOUND,"(39.101647, -94.564031)"
1041301,ON METROPOLITAN AT 21ST ST WESTBOUND,"(39.07293, -94.652002)"
25142,ON TROOST AT PRESIDENT AVE NORTHBOUND NEARSIDE,"(38.977694, -94.576338)"
5461517,ON COLLEGE BLVD AT WESTGATE / CAMPUS DR EB,"(38.92727, -94.733609)"
5600185,ON BROOKSIDE AT 55TH NB,"(39.027461, -94.584795)"
1350073,ON ARMOUR AT ERIE EASTBOUND NEARSIDE,"(39.142111, -94.576153)"
2400112,ON INDEPENDENCE AVE AT OLIVE EASTBOUND,"(39.10637, -94.553833)"
101171,AMAZON ON TURNER DIAGONAL,"(39.1, -94.738481)"
7631,ON DAVIDSON AT 42ND TER NB,"(39.171976, -94.560227)"
1020098,ON CENTRAL AT 2309 EASTBOUND,"(39.108094, -94.655296)"
2800288,ON BLUE RIDGE CUT OFF AT FAST STOP SOUTHBOUND,"(39.033582, -94.47886)"
2800058,ON BLUE RIDGE BLVD AT 72ND NORTHBOUND,"(38.992976, -94.481757)"
390175,ON 43RD AT MYRTLE EASTBOUND,"(39.047599, -94.537975)"
540003,ON 85TH ST AT FLORA WB,"(38.973292, -94.571)"
2851522,ON US 40 HWY AT 47TH ST WB,"(39.036407, -94.425464)"
25096,ON 95TH TER AT BANNISTER FEDERAL COMPLEX WB,"(38.957617, -94.560742)"
7100155,ON PROSPECT AT 34TH SOUTHBOUND,"(39.064557, -94.553197)"
5461528,ON NIEMAN ROAD AT 65TH ST SOUTHBOUND,"(39.010326, -94.714602)"
1750013,ON CLEVELAND AT GREGORY SOUTHBOUND,"(38.998355, -94.542938)"
1040102,ON 10TH AT 15 N 10TH NORTHBOUND,"(39.101088, -94.635343)"
1040020,ON 10TH AT GRANDVIEW BLVD SOUTHBOUND,"(39.111877, -94.635307)"
53100,KC ZOO MAIN ENTRANCE,"(39.008114, -94.529579)"
1910025,ON ASH AT 8TH NORTHBOUND,"(39.100475, -94.456425)"
1830017,ON NOLAND AT RUBY NB,"(39.085429, -94.41349)"
1090032,ON 9TH AT EUCLID WESTBOUND,"(39.102693, -94.556951)"
25013,ON TROOST AT 17TH SOUTHBOUND,"(39.092834, -94.570305)"
5461538,ON JOHNSON DRIVE AT BLUEJACKET ST WESTBOUND,"(39.023002, -94.71236)"
1040079,ON STRONG AT 26TH EASTBOUND,"(39.075056, -94.659429)"
3000020,ON ST JOHN AT ELMWOOD WESTBOUND,"(39.1128, -94.527907)"
1010124,ON ANN AT 6TH EASTBOUND,"(39.113565, -94.624192)"
5600147,ON WORNALL AT 91ST TERRACE NORTHBOUND,"(38.962159, -94.595095)"
1070041,ON 7TH AT LOWELL SOUTHBOUND,"(39.101061, -94.626275)"
6300067,ON 63RD AT BROOKLYN EASTBOUND,"(39.012648, -94.560876)"
1131508,ON LEAVENWORTH RD AT 99TH EB,"(39.143054, -94.808399)"
240021,ON 23RD AT RANDALL EB,"(39.07862, -94.401664)"
6300085,ON 63RD AT WINCHESTER EASTBOUND,"(39.012244, -94.506236)"
3000091,ON ST JOHN AT MONROE EASTBOUND,"(39.113045, -94.53741)"
1012818,ON STATE AVE AT WASHINGTON WB,"(39.116837, -94.657894)"
1062504,ON QUINDARO BETWEEN MAXINE WILLIAMS AND EARLY EB,"(39.133645, -94.631012)"
1750039,ON 75TH AT WYANDOTTE WESTBOUND,"(38.992301, -94.591748)"
25057,ON TROOST AT 65TH SOUTHBOUND,"(39.009799, -94.5748)"
1010068,ON LEAVENWORTH RD AT N 55TH WESTBOUND,"(39.143055, -94.705678)"
3100012,ON 31ST AT CLEVELAND WESTBOUND,"(39.069474, -94.538946)"
2800278,ON STERLING AT 48TH TERR NORTHBOUND,"(39.03367, -94.448186)"
5700153,ON 63RD AT MORNINGSIDE EASTBOUND,"(39.013721, -94.586213)"
2800014,ON BLUE RIDGE BLVD AT RUSKIN WAY NORTHBOUND,"(38.926294, -94.508092)"
1070125,ON 43RD AT FISHER WESTBOUND,"(39.050351, -94.616859)"
1330063,ON SWIFT AT 18TH SOUTHBOUND EASTBOUND,"(39.140038, -94.577379)"
5751559,ON 75TH AT GRANDVIEW EASTBOUND NEARSIDE,"(38.992953, -94.690391)"
106158,ON MINNESOTA AT 5TH WB,"(39.115588, -94.622091)"
1011320,ON STATE AVE AT 86TH ST EB,"(39.116218, -94.779253)"
3100054,ON 31ST AT JACKSON WESTBOUND FARSIDE,"(39.069338, -94.534652)"
1091,ON HARDESTY AT TRUMAN NB,"(39.094034, -94.5193)"
2912502,ON 24 HWY AT DICKINSON WB,"(39.102258, -94.40324)"
3800112,ON BURLINGTON AT E 14TH AVE NORTHBOUND,"(39.134105, -94.580348)"
2800068,ON BLUE RIDGE CUT OFF AT 60TH TERR NB,"(39.014435, -94.481537)"
1060032,ON QUINDARO AT 7TH WESTBOUND,"(39.131657, -94.626158)"
3700062,ON BURLINGTON AT 12TH AVE SOUTHBOUND,"(39.130675, -94.580793)"
571729,ON STATE LINE AT 135TH NORTHBOUND FARSIDE,"(38.885731, -94.607823)"
5600038,ON MAIN AT 50TH SB,"(39.036523, -94.587327)"
1930031,ON LEXINGTON AT ELM WESTBOUND,"(39.088001, -94.431786)"
3700589,ON N OAK AT 77TH NB,"(39.233955, -94.576002)"
2400043,ON INDEPENDENCE AVE BETWEEN WILSON AND LAWNDALE WB,"(39.105116, -94.515015)"
5751516,ON QUIVIRA AT 116TH ST SB,"(38.918786, -94.723797)"
2220026,ON 25TH AT SUMMIT WESTBOUND,"(39.082342, -94.593789)"
113011,ON LEAVENWORTH RD AT N  73RD PL WESTBOUND,"(39.143131, -94.749268)"
1200136,ON 12TH AT WOODLAND EASTBOUND,"(39.099053, -94.560795)"
1030005,ON 5TH ST  AT RICHMOND NORTHBOUND,"(39.124118, -94.62133)"
7,7TH AND MINNESOTA METRO CENTER DIAGONAL LANE,"(39.115142, -94.626335)"
5400071,ON 27TH AT WARWICK WESTBOUND,"(39.078167, -94.581863)"
6300062,ON 63RD AT TROOST EASTBOUND,"(39.01316, -94.574097)"
11611,ON PARALLEL PKWY 8010 PARALLEL PARKWAY WB,"(39.128691, -94.7663)"
282329,ON 40 HWY AT WHITE WESTBOUND,"(39.068203, -94.513624)"
10802,ON INDIANA AT 24TH TERR SB,"(39.081769, -94.543134)"
2700122,ON 27TH AT INDIANA EASTBOUND,"(39.076711, -94.543431)"
5600094,ON STATE LN AT 103RD TERRACE SOUTHBOUND,"(38.940246, -94.608911)"
5610007,ON WORNALL AT COUNTRY LANE NORTHBOUND,"(38.929283, -94.593911)"
2800097,DUMMY ON BLUE RIDGE BLVD AT 47TH TERR NORTHBOUND,"(39.036665, -94.438223)"
1562501,ON WORNALL AT 9450 WORNALL RD SOUTHBOUND,"(38.957685, -94.59599)"
1731,ON CORRINGTON AT 45TH ST SB,"(39.175011, -94.495024)"
7100022,ON PROSPECT AT MEYER FS NB,"(39.007559, -94.556296)"
1831515,ON BOLGER AT 17800 BOLGER/APPLETREE CONDO,"(39.052064, -94.369809)"
290117,ON N OAK AT 42ND NORTHBOUND,"(39.170226, -94.576675)"
23505,ON 35TH AT SOUTH BENTON EASTBOUND,"(39.062479, -94.549919)"
5751564,ON 75TH ST AT ANTIOCH RD WESTBOUND NEARSIDE,"(38.993176, -94.685987)"
1011315,ON STATE AVE AT 94TH ST EB,"(39.116275, -94.79734)"
403153,ON SANTA FE AT LOGAN WESTBOUND FARSIDE,"(38.883746, -94.828616)"
5400146,ON PASEO AT 55TH SOUTHBOUND FARSIDE,"(39.026863, -94.568056)"
5400137,ON PASEO AT 44TH SOUTHBOUND,"(39.047235, -94.568091)"
7100197,ON PROSPECT AT 74TH SOUTHBOUND,"(38.992687, -94.557257)"
8902,ON FRONT ST AT CORRINGTON EB,"(39.129832, -94.495388)"
107179,ON W 47TH AT BELINDER RD EASTBOUND,"(39.044009, -94.616731)"
2920008,ON 15TH AT STERLING EASTBOUND FARSIDE,"(39.091216, -94.445723)"
1702506,ON JEFFERSON AT 3300 JEFFERSON ST WB,"(39.035446, -94.299592)"
1060055,ON 34TH AT BROWN NORTHBOUND,"(39.143042, -94.6684)"
5400019,ON PASEO AT 75TH NORTHBOUND,"(38.991323, -94.56603)"
3000100,ON ST JOHN AT VAN BRUNT EASTBOUND,"(39.112649, -94.525809)"
2800248,ON 40 HWY AT 9807 E 40 HWY EASTBOUND,"(39.056456, -94.463964)"
1700001,INTERSTATE 70 AND WOODS CHAPEL COMMUTER LOT,"(39.032634, -94.306626)"
1040055,ON STRONG AT 37TH WESTBOUND,"(39.075158, -94.671214)"
403184,ON ANTIOCH AT 95TH SOUTHBOUND NEARSIDE,"(38.957298, -94.686406)"
2840030,ON 42ND TERRACE AT NOLAND EASTBOUND,"(39.043867, -94.414584)"
1292501,ON BOARDWALK AT 8501 NB,"(39.247558, -94.655)"
472,47TH & STATE AVE METROCENTER SOUTHBOUND LANE,"(39.113836, -94.685565)"
1200204,ON NOWLIN HALL AT 19TH NORTHBOUND,"(39.088655, -94.517942)"
1031525,ON 3RD AT MINNESOTA SOUTHBOUND,"(39.115756, -94.616144)"
401182,ON 119TH AT INDIAN CREEK PARKWAY EASTBOUND,"(38.912718, -94.720172)"
7100170,ON PROSPECT AT SWOPE PARKWAY SB NS,"(39.039146, -94.554568)"
1910037,ON ASH AT 8TH SOUTHBOUND,"(39.100615, -94.456524)"
11601,ON PARALLEL PKWY AT 47TH ST WB,"(39.128686, -94.686931)"
6611522,ON SANTA FE AT MUR LEN WESTBOUND FARSIDE,"(38.883818, -94.780192)"
5751531,ON QUIVIRA AT 95TH ST NORTHBOUND,"(38.957058, -94.723451)"
243703,ON PRAIRIE VIEW AT 83RD SB,"(39.244332, -94.659016)"
435172,ON OAK AT 13TH NORTHBOUND NEARSIDE,"(39.098291, -94.578552)"
1350035,ON ARMOUR RD BETWEEN VERNON AND TANEY WB,"(39.145583, -94.557689)"
660169,ON ANTIOCH AT HADLEY NORTHBOUND,"(38.952987, -94.686213)"
2700128,ON 27TH AT JACKSON EASTBOUND,"(39.076448, -94.53424)"
7100043,ON PROSPECT AT 45TH NORTHBOUND,"(39.044499, -94.554099)"
1830014,ON NOLAND AT WALNUT SB,"(39.090164, -94.41343)"
475182,ON 75TH AT KINGS COVE EASTBOUND NEARSIDE,"(38.992889, -94.701637)"
3000048,ON 9TH AT TROOST WESTBOUND,"(39.103165, -94.569589)"
390055,ON 39TH AT TRACY WESTBOUND,"(39.05605, -94.569703)"
3800065,ON N OAK AT N EVANSDALE SOUTHBOUND,"(39.16781, -94.576832)"
2400001,ON WINNER AT 9TH EASTBOUND,"(39.09957, -94.466048)"
1060071,ON QUINDARO AT 12TH EASTBOUND,"(39.136125, -94.640952)"
5869,ON CLAY EDWARDS DR AT HOSPITAL ENTRANCE SB,"(39.150142, -94.550186)"
2800020,ON BLUE RIDGE BLVD AT 100TH ST NORTHBOUND,"(38.943441, -94.508307)"
1090024,ON 9TH AT BALES WESTBOUND,"(39.102173, -94.540405)"
1020029,ON CENTRAL AT 12TH WESTBOUND,"(39.102559, -94.639927)"
951652,ON 95TH AT GRANT DR WESTBOUND,"(38.956747, -94.694596)"
1030023,ON SUNSHINE AT K-5 HWY EASTBOUND,"(39.146491, -94.629181)"
114001,ON STATE AVE AT N  47TH ST  WESTBOUND,"(39.116735, -94.686953)"
4700071,ON 39TH AT SUMMIT EASTBOUND,"(39.056881, -94.595834)"
1200044,ON 12TH AT CLEVELAND WESTBOUND,"(39.098413, -94.537491)"
1420004,ON N OAK AT NE 64TH ST SB,"(39.21019, -94.576332)"
113004,ON N  47TH ST  AT LAFAYETTE NORTHBOUND,"(39.129224, -94.686641)"
18181,ON BENTON AT E 46TH TERR NORTHBOUND,"(39.040549, -94.543058)"
390035,ON 39TH AT ELMWOOD WESTBOUND,"(39.054781, -94.530328)"
292155,ON TRUMAN RD AT STERLING WB,"(39.095019, -94.446713)"
390060,ON 39TH AT GILLHAM WESTBOUND,"(39.056407, -94.57993)"
372202,ON BARRY AT MAIN WB,"(39.246468, -94.580344)"
5751541,ON QUIVIRA AT 79TH ST NB,"(38.985511, -94.723512)"
4700173,ON CLEAVER II BLVD BETWEEN FOREST & TRACY EB,"(39.041564, -94.571245)"
1031533,ON W 3RD AT DELAWARE EB,"(39.109537, -94.584684)"
181912,ON N 18TH AT CENTRAL NORTHBOUND NEARSIDE,"(39.105808, -94.649362)"
5400040,ON PASEO AT 55TH NORTHBOUND,"(39.026852, -94.567423)"
2960038,ON BLUE RIDGE BLVD AT 108TH ST SOUTHBOUND,"(38.926492, -94.508198)"
7100039,ON PROSPECT AT 50TH NORTHBOUND,"(39.035457, -94.554579)"
1260087,ON CHOUTEAU AT FRONT ST SOUTHBOUND,"(39.131455, -94.523376)"
1070034,ON 7TH AT TOURAMEE SOUTHBOUND,"(39.111814, -94.626878)"
5300112,ON SWOPE PKWY AT PROSPECT EASTBOUND,"(39.038825, -94.554658)"
1031510,ON 7TH STREET AT FUNSTON RD NB,"(39.142842, -94.621963)"
1211202,ON JACKSON AT 43RD ST NB,"(39.047498, -94.535466)"
1020091,ON STATE AVE AT 31ST EASTBOUND,"(39.116696, -94.664287)"
114012,ON STATE AVE  AT N  75TH ST  WESTBOUND,"(39.11662, -94.75423)"
4700197,ON SNI-A-BAR AT SKILES EB,"(39.031348, -94.490449)"
282314,ON 47TH AT HEDGES EASTBOUND,"(39.037113, -94.45387)"
2400121,ON INDEPENDENCE AVE AT NORTON EASTBOUND,"(39.105677, -94.534303)"
1930095,ON LEES SUMMIT AT SOUTH SOUTHBOUND,"(39.080001, -94.39065)"
4700006,ON BLUE RIDGE CUT OFF AT 49TH SOUTHBOUND,"(39.034652, -94.477898)"
6601519,ON ANTIOCH AT 75TH ST SOUTHBOUND,"(38.993213, -94.686557)"
1040036,ON 10TH AT ARGENTINE BLVD SOUTHBOUND,"(39.084946, -94.635337)"
3000064,ON 8TH BETWEEN GRAND AND MCGEE EB,"(39.104376, -94.580519)"
511515,ON BROADWAY AT SOUTHWEST BLVD SB,"(39.08699, -94.589162)"
5751597,ON 75TH ST AT STATE LINE RD EASTBOUND NEARSIDE,"(38.992941, -94.608073)"
3100068,ON 31ST AT PASEO EASTBOUND,"(39.070305, -94.56674)"
2931501,ON GREENTREE AT SWOPE EB,"(39.080804, -94.370302)"
1040095,ON 10TH AT KANSAS NORTHBOUND,"(39.087281, -94.635222)"
6600015,ON 12TH AT WASHINGTON EASTBOUND MIDBLOCK,"(39.100088, -94.589173)"
3100040,ON 31ST AT MAIN WESTBOUND FARSIDE,"(39.071085, -94.585482)"
390134,ON 39TH AT HOLMES EASTBOUND,"(39.056211, -94.576905)"
5100129,ON BELLEVIEW AT 48TH SOUTHBOUND,"(39.040906, -94.598681)"
401172,ON W 119TH AT HEMLOCK EASTBOUND NEARSIDE,"(38.912761, -94.683069)"
282703,ON 47TH AT WILLOW EB,"(39.037249, -94.45714)"
4700023,ON BLUE PKWY AT HARDESTY  WB,"(39.034664, -94.521576)"
5600181,ON BROOKSIDE AT 59TH NB,"(39.020292, -94.588213)"
1200129,ON 12TH AT LOCUST EASTBOUND,"(39.099698, -94.577598)"
571717,ON OAK AT RED BRIDGE SOUTHBOUND FARSIDE,"(38.925769, -94.588183)"
5100227,ON ROANOKE PKWY AT 46TH SOUTHEASTBOUND,"(39.04445, -94.599205)"
D9907,BRC DUMMY,"(39.045217, -94.447594)"
401179,ON 119TH BETWEEN GOODARD AND SWITZER WESTBOUND,"(38.91272, -94.706373)"
1732516,ON FRONT ST AT KANSAS WB,"(39.128794, -94.546899)"
2572303,ON 95TH TERR AT EUCLID WESTBOUND,"(38.956409, -94.564208)"
2800300,ON BLUE RIDGE CUT OFF AT THE GARDENS POINT APTS SB,"(39.012463, -94.481843)"
1420315,ON BARRY RD AT GRANBY EASTBOUND,"(39.246392, -94.626891)"
1070047,ON 7TH AT METROPOLITAN SOUTHBOUND,"(39.072513, -94.622899)"
5400168,ON PASEO AT 75TH SOUTHBOUND,"(38.99132, -94.566594)"
6601618,ON ANTIOCH AT W 87TH SOUTHBOUND,"(38.971317, -94.686443)"
1020024,ON CENTRAL AT 9TH WESTBOUND,"(39.10045, -94.631903)"
25127,ON BANNISTER AT DRURY WESTBOUND,"(38.953236, -94.524943)"
951632,ON 95TH AT WENONGA RD EASTBOUND,"(38.956736, -94.626038)"
5600054,ON WORNALL AT 67TH TERRACE SB,"(39.006764, -94.593399)"
7100173,ON PROSPECT AT 52ND SOUTHBOUND,"(39.032051, -94.554918)"
1550095,ON SWOPE PKWY AT 58TH SOUTHBOUND,"(39.020716, -94.541854)"
116184,ON FRANCE FAMILY DRIVE AT 10300 CABELA DRIVE,"(39.122569, -94.816414)"
2360028,ON ANTIOCH AT 53RD NORTHBOUND,"(39.190305, -94.548671)"
2932502,ON GUDGELL AT HUB EB,"(39.071957, -94.380641)"
6601541,ON ANTIOCH ROAD AT W 103RD ST SB,"(38.941766, -94.686323)"
106152,ON 34TH AT KIMBALL NB,"(39.13835, -94.668593)"
31005,ON STERLING NORTHBOUND AT US40HWY,"(39.048979, -94.447442)"
26016,ON TROOST AT 67TH NB,"(39.006481, -94.574836)"
1420017,ON N OAK AT NE 67TH PL NB,"(39.214688, -94.576074)"
1420024,ON N OAK AT 6270 N OAK NB,"(39.207664, -94.576218)"
3700011,ON N OAK AT 72ND SB,"(39.224811, -94.5762)"
2850033,ON CRYLSER AT SEA NORTHBOUND,"(39.083159, -94.432108)"
5600143,ON WORNALL AT 97TH NORTHBOUND,"(38.952348, -94.595965)"
3100090,ON 31ST AT LISTER EASTBOUND,"(39.069068, -94.528928)"
25030,ON TROOST AT 37TH SOUTHBOUND,"(39.059779, -94.571953)"
270002,ON VAN BRUNT LOOP AT 31ST NORTHBOUND,"(39.069201, -94.52116)"
3700100,ON N OAK AT HILL ST NORTHBOUND,"(39.159238, -94.576834)"
1040049,ON METROPOLITAN AT 24TH WESTBOUND,"(39.073054, -94.656894)"
5751547,ON 75TH AT LUCILLE ST EASTBOUND NEARSIDE,"(38.992773, -94.720199)"
