Stop ID,Stop Name,Location
2460009,ON TIFFANY SPRINGS AT WORLDSPAN NB,"(39.273496, -94.665094)"
2840085,ON NOLAND AT PARTRIDGE NB,"(39.066218, -94.414629)"
2800069,ON BLUE RIDGE CUT OFF AT 59TH TERRACE NORTHBOUND,"(39.015677, -94.48167)"
293159,ON HUB DR AT SOUTH EXIT DR SB,"(39.075902, -94.380978)"
2800275,ON 51ST AT CRISP WESTBOUND,"(39.029541, -94.446972)"
5400068,ON 67TH AT ELMWOOD EB,"(39.00419, -94.533419)"
1040037,ON ARGENTINE AT OSAGE SOUTHBOUND,"(39.084339, -94.636371)"
1060201,ON 38TH AT WALKER SOUTHBOUND,"(39.123235, -94.673399)"
2220021,ON GRAND AT PERSHING SOUTHBOUND,"(39.084285, -94.581855)"
1090010,ON 12TH AT OAKLEY WESTBOUND,"(39.097751, -94.516729)"
3100072,ON 31ST AT WOODLAND EASTBOUND,"(39.070144, -94.562219)"
3700096,ON BURLINGTON AT 26TH AVE NORTHBOUND,"(39.147578, -94.580142)"
3700588,ON N OAK AT 76TH NB,"(39.231815, -94.576018)"
571731,ON BLUE RIDGE AT INVERNESS DRIVE EASTBOUND FARSIDE,"(38.890585, -94.603907)"
511301,ON 25TH ST AT JEFFERSON WB,"(39.082288, -94.592252)"
1020060,ON CENTRAL AT 7TH EASTBOUND,"(39.102692, -94.626433)"
2931,ON HWY 78 AT SPECK/PEMBROKE WB,"(39.079227, -94.364866)"
1606,KAUFFMAN CENTER ON MAIN AT 16TH ST SB,"(39.094329, -94.58353)"
2800100,ON BLUE RIDGE BLVD AT 43RD TERR NORTHBOUND,"(39.042771, -94.43755)"
4700027,ON SWOPE PKWY AT AGNES WESTBOUND,"(39.038851, -94.550006)"
5100118,ON BROADWAY AT 37TH SOUTHBOUND,"(39.060442, -94.590628)"
5461501,ON RENNER BLVD AT 116TH ST NB,"(38.917918, -94.779342)"
519197,ON STRANG LINE AT 123RD SOUTHBOUND NEARSIDE,"(38.90548, -94.778936)"
2800253,ON PITTMAN AT 4000 PITTMAN NB,"(39.050246, -94.461466)"
5600053,ON WORNALL AT 66TH TERRACE SB,"(39.00827, -94.593326)"
11612,ON PARALLEL PKWY AT 83RD ST WESTBOUND,"(39.128722, -94.771865)"
282502,ON 47TH AT 9230 EAST 47TH WB,"(39.036007, -94.470657)"
390133,ON 39TH AT GILLHAM EASTBOUND,"(39.056297, -94.579756)"
2921501,ON S EVANTSON AVE AT E INDEPENDENCE AVE SB,"(39.103239, -94.462598)"
D9906,BRC DUMMY,"(39.044861, -94.447898)"
5400167,ON PASEO AT 74TH SOUTHBOUND,"(38.993092, -94.56649)"
290135,ON BARRY RD AT GREEN HILLS EB,"(39.246468, -94.63123)"
2700124,ON 27TH AT ASKEW EASTBOUND,"(39.076668, -94.541159)"
7100172,ON PROSPECT AT 51ST SOUTHBOUND,"(39.033422, -94.554838)"
1550094,ON SWOPE PKWY AT 57TH SOUTHBOUND NEARSIDE,"(39.022241, -94.541776)"
2800094,ON BLUE RIDGE BLVD AT 51ST NORTHBOUND,"(39.029557, -94.439429)"
1200182,ON JACKSON AT 16TH SOUTHBOUND,"(39.092748, -94.533372)"
57171,ON W 136TH AT STATE LINE ROAD WESTBOUND,"(38.881483, -94.607818)"
1562310,ON WORNALL AT 97TH TER SOUTHBOUND,"(38.951683, -94.596138)"
1750076,ON 75TH AT WARD PKWY EASTBOUND,"(38.992791, -94.603934)"
1930042,ON WINNER RD  AT NORTHERN WESTBOUND,"(39.087932, -94.450871)"
403152,ON SANTA FE AT LOGAN EASTBOUND,"(38.883627, -94.827708)"
5300089,ON ARMOUR AT HOLMES EASTBOUND,"(39.063361, -94.576192)"
494182,ON RENNER AT MONROVIA NORTHBOUND NEARSIDE,"(38.96347, -94.779466)"
1060054,ON BROWN AT 33RD WESTBOUND,"(39.142981, -94.66649)"
5400016,ON PASEO AT 76TH TERRACE NORTHBOUND,"(38.987907, -94.566196)"
3500003,ON 35TH STREET AT ELMWOOD WESTBOUND NS,"(39.061931, -94.529987)"
392900,ON 39TH ST AT TOPPING EASTBOUND,"(39.05377, -94.517022)"
2400069,ON INDEPENDENCE AVE AT PASEO WESTBOUND,"(39.106813, -94.563323)"
2840033,ON 45TH AT LIBERTY WESTBOUND,"(39.039073, -94.419612)"
2800086,ON 47TH BETWEEN HARVARD AND HEINTZ EASTBOUND,"(39.036895, -94.44935)"
129010,ON TIFFANY SPRINGS PKWY AT WORLD SPAN SB,"(39.272761, -94.664668)"
6601529,ON ANTIOCH RD AT 64TH ST SB,"(39.011686, -94.686522)"
1350072,ON ARMOUR AT GENTRY EASTBOUND NEARSIDE,"(39.142522, -94.57385)"
1830010,ON BOLGER AT VIKING  WALMART EB,"(39.047178, -94.366601)"
1231201,ON SW BLVD AT 31ST EASTBOUND,"(39.07257, -94.607109)"
11621,ON PARALLEL PKWY  AT 4811 EASTBOUND,"(39.128398, -94.690457)"
1702505,ON JEFFERSON AT 3301 EB,"(39.035308, -94.299677)"
5100040,ON WARD PKWY AT 5115 WARD PKWY EASTBOUND,"(39.03502, -94.601208)"
401192,ON W 119TH AT QUIVIRA EASTBOUND,"(38.912719, -94.723453)"
5400061,ON ARMOUR AT HOLMES WESTBOUND,"(39.063477, -94.576207)"
1210157,ON CLEVELAND AT BLUE PKWY FS SB,"(39.035852, -94.540813)"
23523,ON 35TH AT PARK WB,"(39.062795, -94.556543)"
472504,ON EASTWOOD TFWY AT BLUE PKWY  NORTHEASTBOUND,"(39.029463, -94.508748)"
5461516,ON NIEMAN ROAD AT 74TH STREET SOUTHBOUND,"(38.995159, -94.71449)"
3100097,ON JACKSON AT 33RD SOUTHBOUND,"(39.065744, -94.534693)"
142155,ON N OAK AT 72ND NB,"(39.224617, -94.576048)"
1200102,ON WYOMING AT 12TH NORTHBOUND,"(39.100028, -94.603657)"
1550052,ON NICHOLS PKWY AT 4418 NICHOLS PKWY SOUTHBOUND,"(39.047262, -94.588682)"
1350043,ON BURLINGTON AT E 10TH AVE SOUTHBOUND,"(39.126742, -94.58086)"
4700200,ON SNI A BAR AT BLUE RIDGE EASTBOUND,"(39.031049, -94.480586)"
25095,ON BANNISTER AT HOME DEPOT DR EASTBOUND,"(38.953324, -94.533898)"
5097,ON FRONT ST AT JACKSON WB,"(39.131116, -94.531448)"
2360037,ON 83RD AT N PROSPECT HUMAN SERVICES NORTHBOUND,"(39.244248, -94.541648)"
26006,ON TROOST AT ARMOUR SOUTHBOUND,"(39.063123, -94.57178)"
35203,ON HARDESTY AT 35TH EASTBOUND MIDBLOCK,"(39.061588, -94.521376)"
1910020,ON TRUMAN AT NORTHERN WESTBOUND,"(39.095106, -94.450122)"
1060009,ON BROADWAY AT 8TH NORTHBOUND FARSIDE,"(39.104803, -94.588136)"
1040080,ON STRONG AT 24TH EASTBOUND,"(39.07465, -94.657086)"
1750011,ON CLEVELAND AT 69TH SOUTHBOUND,"(39.001108, -94.542839)"
121203,ON 12TH ST AT HARDESTY EB,"(39.097609, -94.519228)"
1060069,ON QUINDARO AT 17TH EASTBOUND,"(39.137666, -94.647246)"
25324,ON TROOST AT 24TH NB,"(39.082796, -94.570638)"
1750100,ON 75TH AT INDIANA EB,"(38.990328, -94.548084)"
1010125,ON 6TH AT MINNESOTA NORTHBOUND,"(39.115436, -94.623971)"
2800021,ON BLUE RIDGE BLVD AT 99TH ST NORTHBOUND,"(38.945062, -94.50822)"
3000019,ON ST JOHN AT LAWN WB,"(39.112762, -94.526738)"
1011304,ON MINNESOTA AT 13TH ST WB,"(39.115574, -94.642999)"
181920,ON N 18TH AT LONGWOOD NEARSIDE NEARSIDE,"(39.136801, -94.651253)"
11183,ON BENTON AT ANDERSON NORTHBOUND,"(39.111651, -94.544282)"
3000045,ON 9TH AT PASEO WB,"(39.10307, -94.563967)"
1030024,ON SUNSHINE AT HARVESTER EASTBOUND,"(39.146528, -94.624308)"
5700152,ON 63RD AT MAIN EASTBOUND,"(39.013832, -94.588497)"
25056,ON TROOST AT MEYER SOUTHBOUND,"(39.011611, -94.574757)"
2800121,ON 40 HWY AT DONNELLY WB,"(39.063539, -94.486325)"
1210119,ON VAN BRUNT AT 9TH SOUTHBOUND NEARSIDE,"(39.101773, -94.525993)"
1090078,ON 9TH ST AT VAN BRUNT EASTBOUND FARSIDE,"(39.101625, -94.525763)"
2800011,ON BLUE RIDGE AT 11117 BLUE RIDGE NORTHBOUND,"(38.922129, -94.509307)"
1062505,ON 7TH AT PARALLEL SB,"(39.128324, -94.62691)"
25011,ON TROOST AT TRUMAN SOUTHBOUND NEARSIDE,"(39.095469, -94.570152)"
1042501,ON 12TH AT CHEYENNE NB,"(39.08048, -94.639833)"
1012817,ON STATE AVE AT 24TH EB,"(39.116727, -94.655599)"
5600160,ON WORNALL AT 80TH NORTHBOUND NEARSIDE,"(38.983138, -94.594579)"
1070060,ON RAINBOW AT 43RD SOUTHBOUND,"(39.050342, -94.611988)"
6601503,ON E SANTA FE ST AT CHERRY ST EB,"(38.88345, -94.819117)"
5751507,ON QUIVIRA AT 116TH ST NORTHBOUND FARSIDE,"(38.918806, -94.723484)"
6300101,ON BEACON AT USDA BUILDING WB,"(39.007634, -94.507091)"
1031539,ON W 9TH AT HICKORY/FORESTER RD WESTBOUND,"(39.104368, -94.602808)"
1070035,ON 7TH AT ORVILLE SOUTHBOUND,"(39.109951, -94.626872)"
114042,ON STATE AVE  AT N 62ND PLACE EASTBOUND,"(39.116591, -94.72276)"
7100065,ON PROSPECT AT 24TH TERRACE NORTHBOUND,"(39.081714, -94.552196)"
113035,ON LEAVENWORTH RD  AT N  72ND ST  WESTBOUND,"(39.143199, -94.745229)"
5600096,ON CARONDELET AT BLDG A EASTBOUND,"(38.935299, -94.605713)"
5100056,ON BROADWAY AT 37TH NORTHBOUND,"(39.060284, -94.590484)"
5751596,ON 75TH AT BOOTH WB,"(38.993229, -94.614062)"
1070067,ON RAINBOW AT 36TH NORTHBOUND,"(39.060203, -94.612891)"
5751576,ON 75TH ST AT LAMAR AVE,"(38.993161, -94.658246)"
2800322,ON BLUE RIDGE BLVD AT JAMES A REED SOUTHBOUND,"(38.974649, -94.493089)"
1040096,ON 10TH AT MCALPINE NORTHBOUND,"(39.089114, -94.63523)"
1200139,ON 12TH AT BROOKLYN EASTBOUND,"(39.099003, -94.556133)"
1010078,ON LEAVENWORTH RD AT N 53RD EASTBOUND,"(39.142891, -94.701946)"
2700048,ON 27TH AT TROOST WESTBOUND,"(39.077783, -94.57079)"
3000054,ON GRAND AT 9TH SOUTHBOUND FARSIDE,"(39.103353, -94.580777)"
2400042,ON INDEPENDENCE AVE AT WHITE WESTBOUND,"(39.104967, -94.5111)"
102181,ON N 29TH AT CALUMET AVE NORTHBOUND,"(39.11609, -94.661431)"
2912505,ON 24 HWY AT LIBERTY EB,"(39.101347, -94.416529)"
1030029,ON QUINDARO AT 7TH ST EASTBOUND,"(39.131632, -94.626501)"
5600180,ON BROOKSIDE AT 61ST NB,"(39.017598, -94.589777)"
1210097,ON CHOUTEAU AT GARDNER SOUTHBOUND,"(39.127524, -94.520105)"
3000018,ON ST JOHN AT VAN BRUNT WESTBOUND,"(39.112725, -94.52559)"
5600036,ON MAIN AT 47TH SOUTHBOUND,"(39.041356, -94.586578)"
401171,ON 119TH AT HEMLOCK WESTBOUND NEARSIDE,"(38.913008, -94.682712)"
6601518,ON INDIAN CREEK PKWY AT W 109TH ST FS,"(38.9311, -94.696299)"
116181,ON N 98TH ST AT 1800 N 98TH ST SOUTHBOUND,"(39.125971, -94.808119)"
4700184,ON BLUE PKWY AT CLEVELAND EB NEARSIDE,"(39.035935, -94.540996)"
6300061,ON 63RD AT ROCKHILL EASTBOUND,"(39.013296, -94.576651)"
390167,ON TOPPING AT 40TH SB,"(39.052477, -94.516878)"
1010139,ON 5TH AT STATE AVE NB,"(39.116463, -94.621309)"
951631,ON 95TH AT MISSION EASTBOUND,"(38.956716, -94.63053)"
7100020,ON PROSPECT AT 67TH NORTHBOUND,"(39.005187, -94.556478)"
1831510,ON 37TH TER AT AMC THEATRES WESTBOUND,"(39.050944, -94.353842)"
29108,ON 24 HWY AT CRISMAN PLAZA (MAILBOX),"(39.100908, -94.409852)"
8121510,ON ANTIOCH AT SANTA FE NORTHBOUND,"(38.973657, -94.686187)"
6601617,ON ANTIOCH AT W 87TH NORTHBOUND,"(38.971131, -94.686182)"
282525,ON BLUE RIDGE BLVD AT RICHMOND NORTHBOUND,"(38.958024, -94.500147)"
25202,ON TROOST AT 29TH NORTHBOUND,"(39.074027, -94.571081)"
6601612,ON ANTIOCH AT 93RD SOUTHBOUND,"(38.960393, -94.686392)"
5600146,ON WORNALL AT WARD PARKWAY NORTHBOUND,"(38.959329, -94.595281)"
1020048,ON CENTRAL AT 18TH EASTBOUND,"(39.105662, -94.648741)"
2400149,ON WINNER AT TRUMAN SOUTHBOUND,"(39.095386, -94.464456)"
6611525,ON S MUR-LEN AT W 127TH ST NORTHBOUND NEARSIDE,"(38.897345, -94.77943)"
129156,ON PRAIRIE VIEW AT AMORET NB,"(39.200616, -94.627625)"
6601543,ON ANTIOCH AT INDIAN CREEK PARKWAY SB,"(38.932415, -94.686455)"
1072202,ON ROE AT 51ST NORTHBOUND,"(39.03643, -94.639642)"
5837,ON MAIN AT 39TH NB,"(39.056718, -94.58603)"
403156,ON SANTA FE AT KANSAS CITY ROAD EASTBOUND,"(38.883471, -94.812436)"
6300029,ON 63RD AT PARK WESTBOUND,"(39.012672, -94.559343)"
403191,ON STRANG LINE AT RANDALL SOUTHBOUND NEARSIDE,"(38.922336, -94.758282)"
2850065,ON STERLING AT 27TH SOUTHBOUND,"(39.073197, -94.446405)"
1040048,ON METROPOLITAN AT 22ND ST WB,"(39.072926, -94.653649)"
1211401,ON CLEVELAND AT 45TH ST NB,"(39.04401, -94.540274)"
5400144,ON PASEO AT 53RD SOUTHBOUND,"(39.030728, -94.567844)"
1090093,ON 12TH AT BELMONT EASTBOUND,"(39.097449, -94.51015)"
1080136,ON INDIANA BETWEEN VICTOR AND 28TH NORTHBOUND,"(39.074909, -94.543346)"
5561531,ON METCALF AT 65TH ST NB,"(39.010189, -94.667604)"
15007,ON TRUMAN RD AT BENTON WB,"(39.094519, -94.544575)"
1040072,ON STRONG AT 38TH EASTBOUND,"(39.07505, -94.672636)"
2801255,ON PITTMAN AT 41ST STREET NB,"(39.048754, -94.461531)"
6601539,ON SHAWNEE MISSION PKWY AT ANTIOCH RD WB FARSIDE,"(39.015078, -94.686857)"
2700018,ON VAN BRUNT AT 29TH NORTHBOUND,"(39.072555, -94.520391)"
103159,ON 3RD AT EDGERTON AVE NB,"(39.128441, -94.616045)"
1060084,ON 7TH AT NEW JERSEY SOUTHBOUND,"(39.122439, -94.626892)"
2400031,ON 24 HWY AT KENTUCKY WESTBOUND,"(39.107704, -94.474669)"
5100182,ON MAIN AT 49TH SB,"(39.038293, -94.587238)"
1012806,ON ARMSTRONG AT 4TH WESTBOUND,"(39.114623, -94.618611)"
5300085,ON GILLHAM BETWEEN LINWOOD AND 33RD SB,"(39.067026, -94.579362)"
2841503,ON NOLAND ROAD AT NOLAND CT SB,"(39.054438, -94.414899)"
113030,ON N  47TH ST  AT GARFIELD AVE  SOUTHBOUND,"(39.125913, -94.686546)"
402191,ON JOHNSON DR AT BROADMOOR ST EASTBOUND,"(39.022137, -94.665258)"
4700005,ON BLUE RIDGE CUT OFF AT RAYTOWN RD SOUTHBOUND,"(39.036578, -94.476452)"
7100154,ON PROSPECT AT 33RD SOUTHBOUND,"(39.066373, -94.553084)"
285153,ON PLEASANT NB AT PLEASANT HEIGHTS,"(39.091088, -94.421254)"
5751530,ON QUIVIRA AT 99TH TER SOUTHBOUND,"(38.948574, -94.723739)"
473,47TH & STATE AVE METROCENTER NORTHBOUND LANE,"(39.113914, -94.685664)"
6300036,ON 63RD AT TROOST WESTBOUND,"(39.013294, -94.574436)"
1230003,ON 23RD AT TOPPING WESTBOUND,"(39.083181, -94.515211)"
1211504,ON N CHOUTEAU TRFY AT 48TH TERR SB,"(39.181223, -94.540701)"
5300005,ON SWOPE PKWY AT CHESTNUT WESTBOUND,"(39.038921, -94.552342)"
25191,ON TROOST AT 77TH NORTHBOUND NEARSIDE,"(38.987306, -94.575805)"
3800164,ON ANTIOCH AT N 62ND ST NB,"(39.206133, -94.548474)"
5461537,ON JOHNSON DR AT BLUEJACKET ST EB,"(39.022895, -94.712359)"
1070084,ON 7TH AT CENTRAL NORTHBOUND,"(39.102656, -94.626117)"
6671528,ON W 47TH AT EL MONTE WESTBOUND,"(39.044109, -94.636184)"
5461531,ON NIEMAN ROAD AT 64TH ST NB,"(39.013222, -94.714479)"
660164,ON COLLEGE BLVD AT 109TH ST WESTBOUND,"(38.927554, -94.709353)"
5751579,ON 75TH ST AT NALL EASTBOUND NEARSIDE,"(38.993028, -94.649427)"
951618,ON 95TH AT NOLAND EASTBOUND FARSIDE,"(38.95646, -94.737498)"
5751501,ON QUIVIRA AT 121ST NB,"(38.906352, -94.723562)"
7100036,ON PROSPECT AT 53RD NB,"(39.03004, -94.5549)"
place_39rain,39th & Rainbow,"(39.057183, -94.610579)"
1020054,ON CENTRAL AT BETHANY EASTBOUND,"(39.102063, -94.63903)"
1060048,ON QUINDARO AT 27TH WESTBOUND,"(39.14011, -94.659006)"
1750114,ON SWOPE PKWY AT MEYER NB,"(39.007698, -94.542248)"
5561530,ON MARTWAY ST AT LAMAR AVE WB,"(39.019863, -94.657325)"
2851501,ON W WALNUT BTWN TEMPLE AND  RIVER WB,"(39.090264, -94.425981)"
282533,ON BLUE RIDGE BLVD AT LOMA VISTA SOUTHBOUND,"(38.962127, -94.497705)"
207,EAST VILLAGE - BAY I,"(39.099548, -94.573507)"
1131532,ON GEORGIA AT 44TH TERR EB,"(39.136177, -94.682412)"
2800044,ON BLUE RIDGE BLVD AT 83RD NORTHBOUND,"(38.97361, -94.494162)"
24315,ON PRAIRIEVIEW AT TOWER NB,"(39.231734, -94.657727)"
2921508,ON ASH AT US 24 HWY NB,"(39.102733, -94.456334)"
2800317,ON BLUE RIDGE BLVD AT 79TH SOUTHBOUND,"(38.980756, -94.486003)"
270008,ON SUMMIT AT 17TH ST SOUTHBOUND,"(39.093168, -94.593425)"
111602,ON SOUTHWEST BLVD AT 25TH NORTHBOUND,"(39.082461, -94.596746)"
3100021,ON 31ST AT OLIVE WESTBOUND,"(39.069981, -94.55505)"
5100059,ON BROADWAY AT 34TH NORTHBOUND,"(39.065603, -94.590192)"
1080253,ON CLEAVER II BLVD AT CLEVELAND EASTBOUND,"(39.038334, -94.540822)"
1211201,ON JACKSON AT 45TH ST NB,"(39.044117, -94.535665)"
1230117,ON 23RD AT LAWN EASTBOUND,"(39.083509, -94.528696)"
306191,ON JACKSON AT 37TH TERRACE NORTHBOUND FS,"(39.051753, -94.352051)"
95169,ON RENNER AT SHOPS AT PRAIRIE CREEK SOUTHBOUND,"(38.960542, -94.779707)"
5751586,ON 75TH AT DELMAR ST WB,"(38.993272, -94.634965)"
1750071,ON STATE LINE AT 79TH NB,"(38.98521, -94.608066)"
107174,ON W 47TH AT S 6TH TER WESTBOUND,"(39.044118, -94.624981)"
951655,ON 95TH AT NOLAND WESTBOUND,"(38.956567, -94.737451)"
2800400,ON HOLIDAY DR AT BLUE RIDGE,"(38.914273, -94.514214)"
2800279,ON STERLING AT 47TH TERR NORTHBOUND,"(39.035724, -94.448096)"
306201,ON JACKSON AT RD MIZE NORTHBOUND NEARSIDE,"(39.062092, -94.346034)"
1080159,ON 18TH AT VINE WESTBOUND,"(39.091238, -94.563274)"
181913,ON N 18TH AT GRANDVIEW NORTHBOUND FARSIDE,"(39.108361, -94.649299)"
272503,ON 27TH ST AT 71 HWY WB,"(39.077505, -94.562773)"
163152,ON BEACON AT WINCHESTER EB,"(39.006934, -94.504832)"
1425306,ON NORTH OAK AT 5306 SOUTHBOUND,"(39.190521, -94.576638)"
3800114,ON SWIFT AT E 16TH AVE NORTHBOUND,"(39.137716, -94.57729)"
3100039,ON 31ST AT GRAND WESTBOUND,"(39.071002, -94.582902)"
1200024,ON HARDESTY AT 24TH SOUTHBOUND,"(39.079761, -94.520158)"
5710090,ON 63RD AT BROOKSIDE EASTBOUND,"(39.013981, -94.591216)"
571728,ON W 135TH AT WASHINGTON/INVERNESS DR WESTBOUND,"(38.883279, -94.600573)"
390032,ON 39TH AT VINEYARD WESTBOUND,"(39.055209, -94.525698)"
114013,ON STATE AVE  AT N  78TH ST  WESTBOUND,"(39.116526, -94.760726)"
18182,ON BENTON AT E 46TH TERR SOUTHBOUND NEARSIDE,"(39.040608, -94.543318)"
3100036,ON 31ST AT GILLHAM RD WESTBOUND,"(39.070845, -94.578701)"
2400119,ON INDEPENDENCE AVE AT MONROE EASTBOUND,"(39.105861, -94.538849)"
4702,ON CLEAVER II BLVD AT 1706 EAST,"(39.043182, -94.564173)"
390031,ON 39TH AT LEEDS TFWY WESTBOUND,"(39.05517, -94.523395)"
3800017,ON N ANTIOCH AT NE 58TH ST SB,"(39.200295, -94.548684)"
1090061,ON 9TH AT WOODLAND EASTBOUND,"(39.102749, -94.56033)"
1750018,ON 75TH AT MONROE WESTBOUND,"(38.990273, -94.545017)"
4700022,ON BLUE PKWY AT SNI-A-BAR WESTBOUND,"(39.034812, -94.518172)"
1930082,ON PLEASANT AT MAPLE NORTHBOUND,"(39.092769, -94.421164)"
5400092,ON PASEO AT VOLKER NB,"(39.039569, -94.567985)"
2700121,ON 27TH AT WALROND EASTBOUND,"(39.076815, -94.546105)"
2400077,ON ADMIRAL AT CHERRY WESTBOUND,"(39.105201, -94.575951)"
3100067,ON 31ST AT TRACY EASTBOUND,"(39.070349, -94.568779)"
2960031,ON BLUE RIDGE BLVD AT 100TH ST SOUTHBOUND,"(38.943445, -94.508455)"
202,EAST VILLAGE - BAY B,"(39.09926, -94.573453)"
11608,ON CAMPUS BLVD  AT PARALLEL PKWY SOUTHBOUND,"(39.124409, -94.749174)"
107163,ON ROE AT 48TH NORTHBOUND,"(39.039787, -94.640056)"
571171,ON BOOTH LANE AT MAIN SOUTHBOUND NEARSIDE,"(38.889099, -94.521482)"
7100162,ON PROSPECT AT 40TH SOUTHBOUND,"(39.0537, -94.553757)"
2800108,ON NORTHERN AT 10500 NORTHBOUND,"(39.046417, -94.455291)"
2840076,ON NOLAND AT 3500 NOLAND RD SOUTHBOUND,"(39.05672, -94.414934)"
1211216,ON JACKSON AT 41ST ST SB,"(39.051436, -94.535426)"
1060043,ON QUINDARO AT HIAWATHA WESTBOUND,"(39.138271, -94.649246)"
2572201,ON 95TH TERR AT GARFIELD WESTBOUND,"(38.956822, -94.563111)"
13702,ON N PROSPECT AT 72ND NORTHBOUND NEARSIDE,"(39.224079, -94.548369)"
5400161,ON PASEO AT 68TH SOUTHBOUND,"(39.003852, -94.56296)"
712403,ON PROSPECT AT 79TH NB,"(38.983517, -94.557616)"
1420318,ON BARRY RD AT ALLENTON EB,"(39.246221, -94.613698)"
519190,ON S MUR LEN AT INDIAN CREEK PARKWAY NORTHBOUND NS,"(38.891556, -94.779406)"
1040106,ON 10TH AT SPLITLOG NORTHBOUND,"(39.10849, -94.63543)"
1040042,ON RUBY AT VALLEY WESTBOUND,"(39.071538, -94.641591)"
1730702,ON FRONT ST AT OLIVE WB,"(39.124411, -94.554751)"
2400110,ON INDEPENDENCE AVE AT GARFIELD EASTBOUND,"(39.10649, -94.557306)"
2400016,ON 23RD AT NOLAND/DODGION WESTBOUND,"(39.079196, -94.413628)"
3100088,ON 31ST AT KENSINGTON EASTBOUND,"(39.069162, -94.53224)"
2360029,ON ANTIOCH AT 60TH NB,"(39.202438, -94.5485)"
2850060,ON 23RD AT SCOTT WESTBOUND,"(39.080153, -94.439642)"
1080245,ON INDIANA AT 45TH SOUTHBOUND,"(39.044365, -94.54498)"
5751546,ON QUIVIRA AT 79TH ST SB,"(38.985532, -94.723801)"
81,ON NIEMAN ROAD AT JOHNSON DRIVE NB,"(39.022645, -94.714508)"
26019,ON TROOST AT 52ND NB,"(39.032847, -94.573418)"
11619,ON PARALLEL PKWY  AT 54TH ST EASTBOUND,"(39.128359, -94.702854)"
3700109,ON N OAK AT NE VIVION RD NORTHBOUND,"(39.181675, -94.576489)"
110069,ON 10TH AT LYDIA EASTBOUND,"(39.101686, -94.565262)"
114046,ON STATE AVE  AT N  52ND ST  EASTBOUND,"(39.116493, -94.697386)"
17000,7 HWY & NORTH RIDGE PARK & RIDE,"(39.035158, -94.27259)"
4700030,ON CLEAVER II BLVD AT WOODLAND WESTBOUND,"(39.043479, -94.563457)"
1831506,ON LEES SUMMIT AT DEBRA NB,"(39.051605, -94.387086)"
25158,ON TROOST AT 69TH NB,"(39.002256, -94.57505)"
290036,ON N OAK AT 32ND SOUTHBOUND,"(39.152232, -94.578925)"
1213702,ON JACKSON AT 37TH STREET SB,"(39.058549, -94.53504)"
3000081,ON LEXINGTON AT OLIVE EASTBOUND,"(39.110934, -94.553575)"
5461551,ON JOHNSON DRIVE AT HADLEY ST EB,"(39.022201, -94.682689)"
1750045,ON 75TH AT WARD PKWY WESTBOUND,"(38.992853, -94.603343)"
2960034,ON BLUE RIDGE BLVD AT 104TH ST SOUTHBOUND,"(38.935925, -94.508467)"
85193,ON MCGEE TRAFFICWAY AT 29TH NORTHBOUND,"(39.074522, -94.579272)"
2800245,ON 40 HWY AT PEEK EASTBOUND,"(39.059179, -94.470872)"
4700166,ON CLEAVER II BLVD AT MAIN EB FARSIDE,"(39.042016, -94.585685)"
6601522,ON ANTIOCH ROAD AT INDIAN CREEK PARKWAY NB,"(38.932632, -94.68611)"
2960011,ON BANNISTER AT FREMONT WESTBOUND,"(38.95276, -94.515581)"
7100167,ON PROSPECT AT 45TH SOUTHBOUND,"(39.044728, -94.554232)"
1930029,ON LEXINGTON AT WALNUT WESTBOUND,"(39.090635, -94.429692)"
282311,ON 87TH AT 6501 E 87TH ST EASTBOUND,"(38.967104, -94.514163)"
2800257,ON 42ND AT 10100 E 42ND ST EASTBOUND,"(39.046739, -94.459461)"
1910055,ON COLLEGE AT NOLAND EASTBOUND,"(39.097372, -94.413251)"
5751563,ON 75TH ST AT HADLEY EB,"(38.993038, -94.68296)"
5600133,ON STATE LN AT 103RD TERRACE NORTHBOUND,"(38.940096, -94.608486)"
5600184,ON BROOKSIDE AT 56TH NB,"(39.02567, -94.585565)"
1060036,ON QUINDARO AT 9TH WESTBOUND,"(39.134143, -94.632364)"
390121,ON 39TH AT BELL EASTBOUND,"(39.057241, -94.606285)"
1131517,ON LEAVENWORTH RD AT 81ST EB,"(39.143035, -94.766232)"
1350036,ON ARMOUR RD AT OZARK  WESTBOUND,"(39.14417, -94.565202)"
5461512,ON COLLEGE BLVD AT WESTGATE ST WESTBOUND,"(38.927556, -94.733615)"
25141,ON TROOST AT 83RD TERRACE NORTHBOUND,"(38.9757, -94.576353)"
2800286,ON 47TH AT RAYTOWN TFWY WESTBOUND,"(39.034661, -94.473754)"
1421501,ON N OAK AT 55TH SOUTHBOUND,"(39.194376, -94.576614)"
2851503,ON W 23RD AT S WOODLAND AVE WB,"(39.079955, -94.434703)"
5300135,ON 67TH AT MYRTLE EASTBOUND,"(39.004498, -94.5405)"
2800298,ON BLUE RIDGE CUT OFF AT 59TH TERR SOUTHBOUND,"(39.015628, -94.481812)"
1030019,ON SUNSHINE AT CHRYSLER WESTBOUND,"(39.146634, -94.612535)"
113017,ON PARALLEL AVE AT N  85TH ST  EASTBOUND,"(39.128509, -94.775508)"
5600043,ON BROOKSIDE AT 55TH SB,"(39.027446, -94.584929)"
5461552,ON JOHNSON DRIVE AT HADLEY ST WB FS,"(39.022304, -94.683001)"
