epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,976.859,0.68488,0.48192,0.88506,0.89252,0.72397,0.79841,0.57565,0.97608,0.7945,0.96201,0.000509317,0.000509317,0.000509317
159,982.829,0.65122,0.46029,0.864,0.89854,0.69616,0.78635,0.57107,0.972,0.84076,0.96673,0.000507255,0.000507255,0.000507255
160,989.486,0.68704,0.47863,0.87747,0.82326,0.74364,0.79677,0.57658,0.9724,0.83172,0.96363,0.000505194,0.000505194,0.000505194
161,995.8,0.69206,0.47415,0.87038,0.87928,0.69585,0.77975,0.56784,0.98284,0.83859,0.96167,0.000503132,0.000503132,0.000503132
162,1002.12,0.69942,0.48642,0.87664,0.92765,0.69941,0.79741,0.58579,0.96569,0.78759,0.95406,0.00050107,0.00050107,0.00050107
163,1008.07,0.65913,0.47315,0.87121,0.89574,0.73048,0.80536,0.57967,0.96473,0.74179,0.9506,0.000499009,0.000499009,0.000499009
164,1013.97,0.68542,0.48123,0.86806,0.90598,0.70705,0.8089,0.58103,0.97229,0.72097,0.96567,0.000496947,0.000496947,0.000496947
165,1020.41,0.66746,0.46718,0.86726,0.88258,0.73167,0.79373,0.57579,0.99056,0.82823,0.97591,0.000494885,0.000494885,0.000494885
166,1026.39,0.67183,0.47088,0.86466,0.90752,0.70805,0.79409,0.58228,0.97031,0.82264,0.97166,0.000492824,0.000492824,0.000492824
167,1032.64,0.63287,0.44316,0.85428,0.8822,0.72184,0.79136,0.57559,0.96609,0.79906,0.96847,0.000490762,0.000490762,0.000490762
168,1038.43,0.67309,0.49065,0.87364,0.90458,0.7293,0.78377,0.5824,0.95104,0.78973,0.96468,0.0004887,0.0004887,0.0004887
169,1044.48,0.66545,0.47583,0.85848,0.87578,0.7266,0.78698,0.59078,0.94911,0.76403,0.95596,0.000486639,0.000486639,0.000486639
170,1050.64,0.66164,0.46696,0.86486,0.8866,0.72547,0.79808,0.59125,0.94477,0.7933,0.95376,0.000484577,0.000484577,0.000484577
171,1056.22,0.68596,0.47857,0.8734,0.90937,0.73317,0.79563,0.58469,0.9686,0.76905,0.96305,0.000482515,0.000482515,0.000482515
172,1062,0.63516,0.45883,0.87321,0.90506,0.73719,0.79198,0.57884,0.95838,0.76057,0.95076,0.000480454,0.000480454,0.000480454
173,1067.25,0.65577,0.46536,0.86258,0.91275,0.7471,0.80311,0.59139,0.98656,0.79352,0.96418,0.000478392,0.000478392,0.000478392
174,1072.97,0.67581,0.47556,0.88328,0.82676,0.7542,0.7883,0.57985,0.96872,0.76783,0.95837,0.00047633,0.00047633,0.00047633
175,1079.8,0.66329,0.46325,0.8703,0.9134,0.7384,0.79027,0.57957,0.95524,0.7531,0.9513,0.000474269,0.000474269,0.000474269
176,1088.57,0.69826,0.48169,0.8695,0.8924,0.74024,0.8065,0.59615,0.96544,0.7556,0.96445,0.000472207,0.000472207,0.000472207
177,1095.07,0.68251,0.47608,0.87789,0.86689,0.74355,0.78535,0.57611,0.94377,0.79183,0.95914,0.000470145,0.000470145,0.000470145
