epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,754.995,0.7537,0.5521,0.89763,0.87244,0.73648,0.81839,0.573,0.98543,0.81595,0.98723,0.000701375,0.000701375,0.000701375
135,759.991,0.77589,0.56625,0.901,0.85671,0.78155,0.81537,0.57647,0.99198,0.80917,0.98109,0.00069725,0.00069725,0.00069725
136,765.29,0.78866,0.57153,0.89695,0.84128,0.79404,0.81905,0.58639,0.99909,0.80795,0.9864,0.000693125,0.000693125,0.000693125
137,770.512,0.73895,0.52178,0.88714,0.82114,0.79495,0.81825,0.57502,1.00213,0.77107,0.98751,0.000689,0.000689,0.000689
138,775.711,0.76011,0.54944,0.89692,0.81225,0.78967,0.8077,0.56732,0.99686,0.81959,0.98497,0.000684875,0.000684875,0.000684875
139,780.75,0.74571,0.53685,0.88485,0.85286,0.75741,0.79819,0.57319,0.98042,0.84077,0.98374,0.00068075,0.00068075,0.00068075
140,785.698,0.74933,0.54197,0.88668,0.85188,0.76735,0.80901,0.58652,0.95885,0.78591,0.97828,0.000676625,0.000676625,0.000676625
141,790.717,0.77533,0.52795,0.89672,0.87244,0.73058,0.79612,0.57069,0.9951,0.80619,0.98268,0.0006725,0.0006725,0.0006725
142,795.794,0.76513,0.55039,0.90474,0.86385,0.73782,0.80483,0.58171,0.96361,0.81313,0.97733,0.000668375,0.000668375,0.000668375
143,800.802,0.76336,0.52708,0.88986,0.82879,0.75621,0.80638,0.57241,0.98754,0.82775,0.98335,0.00066425,0.00066425,0.00066425
144,805.864,0.75863,0.52723,0.88543,0.83122,0.75972,0.81107,0.5732,0.97117,0.83359,0.98495,0.000660125,0.000660125,0.000660125
145,810.902,0.73945,0.50135,0.87855,0.85819,0.7274,0.80677,0.58108,0.96423,0.85477,0.98349,0.000656,0.000656,0.000656
146,816.001,0.73401,0.5049,0.88785,0.84251,0.74386,0.79414,0.584,0.92485,0.81415,0.96913,0.000651875,0.000651875,0.000651875
147,821.069,0.76312,0.52945,0.87751,0.85387,0.7391,0.80736,0.58557,0.93691,0.79755,0.97224,0.00064775,0.00064775,0.00064775
148,826.302,0.72468,0.49618,0.87397,0.86087,0.76314,0.81747,0.59085,0.94618,0.77209,0.97917,0.000643625,0.000643625,0.000643625
149,831.342,0.78521,0.52252,0.89869,0.81633,0.7639,0.80242,0.5805,0.94266,0.7881,0.97371,0.0006395,0.0006395,0.0006395
150,836.453,0.7295,0.53139,0.89727,0.85527,0.72407,0.79854,0.5751,0.97289,0.8521,0.9807,0.000635375,0.000635375,0.000635375
151,841.502,0.76013,0.52239,0.89508,0.81978,0.74014,0.80243,0.57593,0.95369,0.84655,0.98456,0.00063125,0.00063125,0.00063125
152,846.446,0.7151,0.49345,0.87402,0.847,0.72864,0.80185,0.56668,0.99322,0.86611,1.01157,0.000627125,0.000627125,0.000627125
153,851.481,0.74169,0.55133,0.88061,0.86422,0.74153,0.79682,0.55838,1.00433,0.87921,1.01398,0.000623,0.000623,0.000623
154,856.463,0.75213,0.52874,0.89385,0.85926,0.721,0.77619,0.54426,1.01016,0.90899,1.0044,0.000618875,0.000618875,0.000618875
155,861.411,0.73722,0.50984,0.89473,0.86894,0.74052,0.79282,0.56556,0.99798,0.9149,0.9848,0.00061475,0.00061475,0.00061475
156,866.48,0.71435,0.49625,0.88622,0.8395,0.77431,0.81814,0.58538,0.98875,0.86858,0.99031,0.000610625,0.000610625,0.000610625
157,871.547,0.71727,0.49062,0.88121,0.89159,0.73227,0.82101,0.58497,0.97849,0.78568,0.99085,0.0006065,0.0006065,0.0006065
158,876.571,0.71076,0.48904,0.87451,0.83543,0.79993,0.82094,0.58461,0.96165,0.76538,0.97025,0.000602375,0.000602375,0.000602375
159,881.541,0.70561,0.47758,0.87287,0.84509,0.7984,0.81319,0.57753,0.95167,0.78432,0.9672,0.00059825,0.00059825,0.00059825
160,886.584,0.71055,0.5032,0.88055,0.8609,0.77148,0.8203,0.58332,0.95326,0.78885,0.97214,0.000594125,0.000594125,0.000594125
161,891.627,0.70013,0.49591,0.87081,0.82398,0.76474,0.81502,0.58623,0.94416,0.80361,0.97909,0.00059,0.00059,0.00059
162,896.646,0.72789,0.49866,0.88341,0.86447,0.74016,0.81486,0.5944,0.92705,0.78317,0.98111,0.000585875,0.000585875,0.000585875
163,901.687,0.75943,0.54953,0.89081,0.86174,0.73398,0.79847,0.57428,0.95714,0.84153,0.9841,0.00058175,0.00058175,0.00058175
164,907.01,0.73318,0.50982,0.88181,0.82467,0.8029,0.81418,0.57588,1.00085,0.80562,0.9979,0.000577625,0.000577625,0.000577625
165,912.131,0.7433,0.50302,0.87869,0.82093,0.77949,0.80668,0.57955,0.97194,0.78077,0.9912,0.0005735,0.0005735,0.0005735
166,917.091,0.69674,0.47693,0.87412,0.80619,0.77428,0.80219,0.58116,0.9485,0.80172,0.98102,0.000569375,0.000569375,0.000569375
167,922.149,0.7803,0.5485,0.88125,0.86754,0.73281,0.80426,0.57813,0.95787,0.79445,0.98792,0.00056525,0.00056525,0.00056525
168,927.167,0.70117,0.50073,0.87493,0.79152,0.81372,0.81499,0.58204,0.93175,0.76775,0.98205,0.000561125,0.000561125,0.000561125
169,932.151,0.68462,0.48688,0.87342,0.81369,0.80702,0.81192,0.58642,0.92725,0.78643,0.98105,0.000557,0.000557,0.000557
170,937.21,0.6972,0.47226,0.86058,0.82814,0.8088,0.8126,0.58491,0.93731,0.78274,0.96974,0.000552875,0.000552875,0.000552875
171,942.167,0.68257,0.50228,0.8665,0.8323,0.79737,0.81423,0.58439,0.95305,0.80112,0.97407,0.00054875,0.00054875,0.00054875
172,947.164,0.69038,0.48063,0.87979,0.82424,0.77904,0.81351,0.58512,0.97819,0.82876,0.98756,0.000544625,0.000544625,0.000544625
173,952.137,0.70775,0.47305,0.86809,0.8536,0.78375,0.80729,0.5853,0.96686,0.79444,0.98263,0.0005405,0.0005405,0.0005405
174,957.242,0.70855,0.48858,0.87421,0.86521,0.80688,0.81522,0.58743,0.95117,0.75985,0.97562,0.000536375,0.000536375,0.000536375
175,962.372,0.71353,0.48087,0.88185,0.83837,0.79286,0.81585,0.57736,0.9738,0.77489,0.99518,0.00053225,0.00053225,0.00053225
176,967.412,0.68822,0.46881,0.86354,0.81109,0.81697,0.80841,0.57101,0.95881,0.80233,0.98519,0.000528125,0.000528125,0.000528125
177,972.611,0.66743,0.47144,0.86834,0.8387,0.79948,0.80442,0.57762,0.95369,0.80449,0.98042,0.000524,0.000524,0.000524
178,977.792,0.70652,0.48323,0.86799,0.84985,0.79607,0.80237,0.57387,0.96635,0.80658,0.98145,0.000519875,0.000519875,0.000519875
179,982.885,0.66436,0.81899,0.82014,0.83517,0.76925,0.80183,0.56972,0.98352,0.83312,0.97921,0.00051575,0.00051575,0.00051575
180,987.903,0.67405,0.47408,0.87626,0.82552,0.78184,0.80684,0.57114,0.96272,0.85632,0.97883,0.000511625,0.000511625,0.000511625
181,993.043,0.68745,0.48104,0.87802,0.81219,0.8049,0.81352,0.57711,0.9749,0.8402,0.97892,0.0005075,0.0005075,0.0005075
182,998.049,0.6779,0.46808,0.86321,0.83077,0.77891,0.81283,0.58492,0.97151,0.85953,0.98773,0.000503375,0.000503375,0.000503375
183,1003.12,0.72664,0.49364,0.8823,0.80952,0.77457,0.80218,0.58019,0.97709,0.89703,0.98642,0.00049925,0.00049925,0.00049925
