epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,2695.83,0.76656,0.50531,0.91258,0.93352,0.75873,0.86081,0.60116,0.95695,0.58159,0.97952,0.0004654,0.0004654,0.0004654
137,2716.57,0.76597,0.50781,0.90457,0.90165,0.78239,0.8605,0.60032,0.91967,0.60371,0.9632,0.00046144,0.00046144,0.00046144
138,2735.91,0.76668,0.50404,0.90297,0.93299,0.76259,0.85308,0.59955,0.92077,0.61309,0.96443,0.00045748,0.00045748,0.00045748
139,2754.42,0.77536,0.50186,0.90731,0.88569,0.79056,0.84884,0.59365,0.91436,0.60834,0.95985,0.00045352,0.00045352,0.00045352
140,2773.69,0.76505,0.50512,0.90734,0.90415,0.78698,0.85664,0.5997,0.93038,0.60847,0.97109,0.00044956,0.00044956,0.00044956
141,2793,0.73584,0.47916,0.89276,0.90608,0.79076,0.86268,0.60355,0.95897,0.58889,0.98482,0.0004456,0.0004456,0.0004456
142,2812.54,0.7633,0.48874,0.90393,0.89663,0.7994,0.8674,0.60994,0.91955,0.56859,0.96624,0.00044164,0.00044164,0.00044164
143,2832.98,0.74809,0.48253,0.8939,0.91746,0.77115,0.85876,0.60469,0.91898,0.58213,0.96222,0.00043768,0.00043768,0.00043768
144,2852.38,0.75945,0.48752,0.90093,0.93479,0.77378,0.8637,0.60868,0.91344,0.58495,0.96067,0.00043372,0.00043372,0.00043372
145,2871.68,0.74221,0.48308,0.89706,0.91034,0.75499,0.85104,0.5978,0.94059,0.59317,0.98188,0.00042976,0.00042976,0.00042976
146,2891.03,0.75873,0.49383,0.89912,0.91658,0.77553,0.85826,0.5989,0.947,0.59935,0.98663,0.0004258,0.0004258,0.0004258
147,2910.28,0.759,0.49048,0.89965,0.91156,0.77077,0.8574,0.59848,0.92711,0.60428,0.97601,0.00042184,0.00042184,0.00042184
148,2929.43,0.75202,0.48919,0.8984,0.91171,0.77675,0.85926,0.59914,0.95097,0.58291,0.99604,0.00041788,0.00041788,0.00041788
149,2949.9,0.74888,0.48504,0.90074,0.88941,0.7925,0.85712,0.60335,0.93551,0.58871,0.98064,0.00041392,0.00041392,0.00041392
150,2969.11,0.7524,0.48269,0.9048,0.91858,0.78026,0.85943,0.60606,0.94359,0.57661,0.98241,0.00040996,0.00040996,0.00040996
151,2987.93,0.7487,0.48745,0.89581,0.91521,0.77036,0.85719,0.60215,0.94588,0.58918,0.9832,0.000406,0.000406,0.000406
152,3007.14,0.75462,0.48909,0.89757,0.90081,0.79192,0.85875,0.60332,0.96199,0.59205,0.98958,0.00040204,0.00040204,0.00040204
