epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,486.865,0.72359,0.51985,0.87327,0.95048,0.78876,0.87982,0.63501,0.95058,0.7464,0.95331,0.000693042,0.000693042,0.000693042
116,490.73,0.70893,0.49993,0.85154,0.90603,0.80772,0.87733,0.62633,0.97455,0.73162,0.97025,0.000689376,0.000689376,0.000689376
117,494.635,0.69598,0.495,0.8748,0.89946,0.83016,0.878,0.63344,0.95451,0.70121,0.9682,0.000685709,0.000685709,0.000685709
118,498.495,0.72074,0.4915,0.86327,0.88473,0.85545,0.88791,0.64645,0.93819,0.66539,0.96928,0.000682043,0.000682043,0.000682043
119,502.644,0.68387,0.49561,0.86144,0.88332,0.8316,0.88772,0.64769,0.94429,0.65543,0.96897,0.000678377,0.000678377,0.000678377
120,507.012,0.69663,0.49175,0.85949,0.89936,0.84606,0.89637,0.65837,0.93664,0.65198,0.96015,0.00067471,0.00067471,0.00067471
121,511.166,0.70803,0.50484,0.87046,0.92781,0.83356,0.90135,0.66605,0.93163,0.64155,0.96576,0.000671044,0.000671044,0.000671044
122,515.21,0.68713,0.49016,0.85704,0.90555,0.83773,0.8971,0.65919,0.95138,0.64911,0.98246,0.000667378,0.000667378,0.000667378
123,519.101,0.69157,0.48512,0.85959,0.91728,0.83858,0.89225,0.6661,0.94031,0.64561,0.98056,0.000663711,0.000663711,0.000663711
124,522.958,0.66263,0.47163,0.85084,0.93655,0.81668,0.88766,0.65917,0.92953,0.65877,0.98463,0.000660045,0.000660045,0.000660045
125,526.864,0.70417,0.49994,0.85471,0.9464,0.78273,0.879,0.64393,0.95309,0.70835,0.99211,0.000656379,0.000656379,0.000656379
126,530.737,0.71419,0.49402,0.86593,0.92981,0.80057,0.88293,0.64454,0.96148,0.69796,0.98312,0.000652712,0.000652712,0.000652712
127,534.724,0.71499,0.48423,0.85235,0.90849,0.82218,0.88051,0.65517,0.94037,0.68099,0.97165,0.000649046,0.000649046,0.000649046
128,538.698,0.66638,0.46421,0.86284,0.9237,0.81342,0.88188,0.643,0.96582,0.67541,0.98141,0.00064538,0.00064538,0.00064538
129,542.709,0.69322,0.48221,0.85118,0.94088,0.81954,0.88096,0.64454,0.95082,0.67244,0.97334,0.000641714,0.000641714,0.000641714
130,546.793,0.6687,0.51269,0.86537,0.9553,0.81883,0.87967,0.63766,0.97848,0.68798,0.98311,0.000638047,0.000638047,0.000638047
131,550.962,0.66851,0.47092,0.86811,0.92856,0.81234,0.88514,0.64168,0.97831,0.68209,0.9822,0.000634381,0.000634381,0.000634381
132,554.896,0.71409,0.51593,0.87015,0.92402,0.82103,0.89039,0.64402,0.98734,0.68831,0.98435,0.000630715,0.000630715,0.000630715
133,558.881,0.68716,0.49208,0.87159,0.94787,0.80333,0.8885,0.6472,0.97543,0.69525,0.98852,0.000627048,0.000627048,0.000627048
134,562.954,0.70558,0.4949,0.87416,0.93673,0.77866,0.87843,0.63865,0.95357,0.70354,0.97511,0.000623382,0.000623382,0.000623382
135,566.852,0.65717,0.46412,0.85755,0.94615,0.78291,0.88545,0.64355,0.96548,0.7187,0.97023,0.000619716,0.000619716,0.000619716
136,570.823,0.65908,0.4754,0.85754,0.87705,0.84126,0.89636,0.65231,0.94832,0.67474,0.96364,0.000616049,0.000616049,0.000616049
137,574.817,0.67744,0.46862,0.8496,0.88568,0.82244,0.88977,0.64814,0.98326,0.67947,0.98457,0.000612383,0.000612383,0.000612383
138,579.114,0.66248,0.45367,0.85262,0.92513,0.79475,0.88784,0.63764,0.98381,0.68008,0.98347,0.000608717,0.000608717,0.000608717
139,583.005,0.68932,0.47697,0.86894,0.94621,0.79306,0.88303,0.6406,0.9691,0.6784,0.98422,0.000605051,0.000605051,0.000605051
